,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,Category,Gender,Age,FaceStimMatrix,oldYMcounter,oldYFcounter,oldOMcounter,oldOFcounter,newYMcounter,newYFcounter,newOMcounter,newOFcounter,keyPressed,Mem,Hit,FA,CR,Miss,RT,subject
56,57,MemResp,3,57,56,56,0,OM,1,2,11,9,14,11,10,2,5,2,4,a,1,0,1,0,0,694,1
57,58,MemResp,3,58,57,57,0,OF,2,2,4,9,14,11,11,2,5,2,4,k,2,0,0,0,1,1043,1
58,59,MemResp,3,59,58,58,0,YM,1,1,9,9,14,11,11,3,5,2,4,k,1,0,0,1,0,1051,1
59,60,MemResp,3,60,59,59,0,YM,1,1,9,9,14,11,11,4,5,2,4,k,1,0,0,1,0,1126,1
60,61,MemResp,3,61,60,60,0,OF,2,2,4,9,14,11,12,4,5,2,4,a,2,1,0,0,0,1355,1
61,62,MemResp,3,62,61,61,0,OM,1,2,3,9,14,12,12,4,5,2,4,a,2,1,0,0,0,696,1
62,63,MemResp,3,63,62,62,0,OM,1,2,3,9,14,13,12,4,5,2,4,a,2,1,0,0,0,709,1
63,64,MemResp,3,64,63,63,0,YM,1,1,1,10,14,13,12,4,5,2,4,a,2,1,0,0,0,1164,1
64,65,MemResp,3,65,64,64,0,OM,1,2,11,10,14,13,12,4,5,3,4,k,1,0,0,1,0,679,1
65,66,MemResp,3,66,65,65,0,YM,1,1,9,10,14,13,12,5,5,3,4,k,1,0,0,1,0,979,1
66,67,MemResp,3,67,66,66,0,OM,1,2,11,10,14,13,12,5,5,4,4,k,1,0,0,1,0,1105,1
67,68,MemResp,3,68,67,67,0,OM,1,2,11,10,14,13,12,5,5,5,4,k,1,0,0,1,0,820,1
68,69,MemResp,3,69,68,68,0,OF,2,2,4,10,14,13,13,5,5,5,4,a,2,1,0,0,0,622,1
69,70,MemResp,3,70,69,69,0,YM,1,1,1,11,14,13,13,5,5,5,4,a,2,1,0,0,0,767,1
70,71,MemResp,3,71,70,70,0,YM,1,1,1,12,14,13,13,5,5,5,4,k,2,0,0,0,1,970,1
71,72,MemResp,3,72,71,71,0,OM,1,2,3,12,14,14,13,5,5,5,4,a,2,1,0,0,0,840,1
72,73,MemResp,3,73,72,72,0,OF,2,2,4,12,14,14,14,5,5,5,4,k,2,0,0,0,1,1140,1
73,74,MemResp,3,74,73,73,0,OM,1,2,3,12,14,15,14,5,5,5,4,a,2,1,0,0,0,755,1
74,75,MemResp,3,75,74,74,0,OF,2,2,4,12,14,15,15,5,5,5,4,k,2,0,0,0,1,1131,1
75,76,MemResp,3,76,75,75,0,OF,2,2,12,12,14,15,15,5,5,5,5,a,1,0,1,0,0,692,1
76,77,MemResp,3,77,76,76,0,YF,2,1,2,12,15,15,15,5,5,5,5,a,2,1,0,0,0,849,1
77,78,MemResp,3,78,77,77,0,YM,1,1,1,13,15,15,15,5,5,5,5,a,2,1,0,0,0,798,1
78,79,MemResp,3,79,78,78,0,YM,1,1,1,14,15,15,15,5,5,5,5,k,2,0,0,0,1,819,1
79,80,MemResp,3,80,79,79,0,YM,1,1,1,15,15,15,15,5,5,5,5,k,2,0,0,0,1,1025,1
80,81,MemResp,3,81,0,80,1,OF,2,2,12,15,15,15,15,5,5,5,6,a,1,0,1,0,0,1789,1
81,82,MemResp,3,82,1,81,1,OM,1,2,3,15,15,16,15,5,5,5,6,k,2,0,0,0,1,778,1
82,83,MemResp,3,83,2,82,1,YF,2,1,10,15,15,16,15,5,6,5,6,k,1,0,0,1,0,1023,1
83,84,MemResp,3,84,3,83,1,OM,1,2,3,15,15,17,15,5,6,5,6,a,2,1,0,0,0,1135,1
84,85,MemResp,3,85,4,84,1,OM,1,2,3,15,15,18,15,5,6,5,6,a,2,1,0,0,0,1057,1
85,86,MemResp,3,86,5,85,1,YF,2,1,10,15,15,18,15,5,7,5,6,a,1,0,1,0,0,667,1
86,87,MemResp,3,87,6,86,1,OF,2,2,4,15,15,18,16,5,7,5,6,a,2,1,0,0,0,729,1
87,88,MemResp,3,88,7,87,1,OF,2,2,4,15,15,18,17,5,7,5,6,a,2,1,0,0,0,644,1
88,89,MemResp,3,89,8,88,1,OF,2,2,4,15,15,18,18,5,7,5,6,a,2,1,0,0,0,713,1
89,90,MemResp,3,90,9,89,1,OM,1,2,3,15,15,19,18,5,7,5,6,a,2,1,0,0,0,658,1
90,91,MemResp,3,91,10,90,1,OM,1,2,3,15,15,20,18,5,7,5,6,a,2,1,0,0,0,1020,1
91,92,MemResp,3,92,11,91,1,YM,1,1,1,16,15,20,18,5,7,5,6,k,2,0,0,0,1,841,1
92,93,MemResp,3,93,12,92,1,YM,1,1,1,17,15,20,18,5,7,5,6,k,2,0,0,0,1,733,1
93,94,MemResp,3,94,13,93,1,YF,2,1,2,17,16,20,18,5,7,5,6,k,2,0,0,0,1,1226,1
94,95,MemResp,3,95,14,94,1,YM,1,1,1,18,16,20,18,5,7,5,6,k,2,0,0,0,1,874,1
95,96,MemResp,3,96,15,95,1,OF,2,2,4,18,16,20,19,5,7,5,6,a,2,1,0,0,0,717,1
96,97,MemResp,3,97,16,96,1,OM,1,2,3,18,16,21,19,5,7,5,6,k,2,0,0,0,1,891,1
97,98,MemResp,3,98,17,97,1,YM,1,1,1,19,16,21,19,5,7,5,6,k,2,0,0,0,1,887,1
98,99,MemResp,3,99,18,98,1,OF,2,2,4,19,16,21,20,5,7,5,6,a,2,1,0,0,0,964,1
99,100,MemResp,3,100,19,99,1,YF,2,1,2,19,17,21,20,5,7,5,6,a,2,1,0,0,0,673,1
100,101,MemResp,3,101,20,100,1,YM,1,1,1,20,17,21,20,5,7,5,6,k,2,0,0,0,1,809,1
101,102,MemResp,3,102,21,101,1,YM,1,1,1,21,17,21,20,5,7,5,6,a,2,1,0,0,0,886,1
102,103,MemResp,3,103,22,102,1,OM,1,2,11,21,17,21,20,5,7,6,6,k,1,0,0,1,0,1090,1
103,104,MemResp,3,104,23,103,1,YM,1,1,1,22,17,21,20,5,7,6,6,k,2,0,0,0,1,1001,1
104,105,MemResp,3,105,24,104,1,OM,1,2,3,22,17,22,20,5,7,6,6,k,2,0,0,0,1,997,1
105,106,MemResp,3,106,25,105,1,OM,1,2,11,22,17,22,20,5,7,7,6,a,1,0,1,0,0,948,1
106,107,MemResp,3,107,26,106,1,YM,1,1,9,22,17,22,20,6,7,7,6,a,1,0,1,0,0,1047,1
107,108,MemResp,3,108,27,107,1,YM,1,1,1,23,17,22,20,6,7,7,6,a,2,1,0,0,0,764,1
108,109,MemResp,3,109,28,108,1,YM,1,1,1,24,17,22,20,6,7,7,6,k,2,0,0,0,1,1440,1
109,110,MemResp,3,110,29,109,1,OF,2,2,4,24,17,22,21,6,7,7,6,k,2,0,0,0,1,1349,1
110,111,MemResp,3,111,30,110,1,OF,2,2,4,24,17,22,22,6,7,7,6,a,2,1,0,0,0,874,1
111,112,MemResp,3,112,31,111,1,YF,2,1,2,24,18,22,22,6,7,7,6,a,2,1,0,0,0,797,1
112,113,MemResp,3,113,32,112,1,OF,2,2,4,24,18,22,23,6,7,7,6,a,2,1,0,0,0,743,1
113,114,MemResp,3,114,33,113,1,YF,2,1,2,24,19,22,23,6,7,7,6,a,2,1,0,0,0,747,1
114,115,MemResp,3,115,34,114,1,OM,1,2,11,24,19,22,23,6,7,8,6,k,1,0,0,1,0,978,1
115,116,MemResp,3,116,35,115,1,OF,2,2,12,24,19,22,23,6,7,8,7,k,1,0,0,1,0,878,1
116,117,MemResp,3,117,36,116,1,OF,2,2,4,24,19,22,24,6,7,8,7,a,2,1,0,0,0,1604,1
117,118,MemResp,3,118,37,117,1,YM,1,1,1,25,19,22,24,6,7,8,7,k,2,0,0,0,1,1087,1
118,119,MemResp,3,119,38,118,1,YF,2,1,2,25,20,22,24,6,7,8,7,k,2,0,0,0,1,1045,1
119,120,MemResp,3,120,39,119,1,YF,2,1,2,25,21,22,24,6,7,8,7,k,2,0,0,0,1,1188,1
120,121,MemResp,3,121,40,120,1,YF,2,1,10,25,21,22,24,6,8,8,7,k,1,0,0,1,0,720,1
121,122,MemResp,3,122,41,121,1,YF,2,1,2,25,22,22,24,6,8,8,7,a,2,1,0,0,0,719,1
122,123,MemResp,3,123,42,122,1,OM,1,2,3,25,22,23,24,6,8,8,7,a,2,1,0,0,0,685,1
123,124,MemResp,3,124,43,123,1,YF,2,1,2,25,23,23,24,6,8,8,7,a,2,1,0,0,0,985,1
124,125,MemResp,3,125,44,124,1,OF,2,2,12,25,23,23,24,6,8,8,8,k,1,0,0,1,0,1525,1
125,126,MemResp,3,126,45,125,1,OF,2,2,4,25,23,23,25,6,8,8,8,a,2,1,0,0,0,794,1
126,127,MemResp,3,127,46,126,1,YF,2,1,2,25,24,23,25,6,8,8,8,a,2,1,0,0,0,1303,1
127,128,MemResp,3,128,47,127,1,YM,1,1,9,25,24,23,25,7,8,8,8,k,1,0,0,1,0,819,1
128,129,MemResp,3,129,48,128,1,YM,1,1,1,26,24,23,25,7,8,8,8,k,2,0,0,0,1,815,1
129,130,MemResp,3,130,49,129,1,YM,1,1,9,26,24,23,25,8,8,8,8,a,1,0,1,0,0,1479,1
130,131,MemResp,3,131,50,130,1,YM,1,1,1,27,24,23,25,8,8,8,8,a,2,1,0,0,0,1058,1
131,132,MemResp,3,132,51,131,1,YF,2,1,10,27,24,23,25,8,9,8,8,a,1,0,1,0,0,852,1
132,133,MemResp,3,133,52,132,1,OF,2,2,4,27,24,23,26,8,9,8,8,a,2,1,0,0,0,634,1
133,134,MemResp,3,134,53,133,1,YM,1,1,9,27,24,23,26,9,9,8,8,k,1,0,0,1,0,968,1
134,135,MemResp,3,135,54,134,1,OF,2,2,4,27,24,23,27,9,9,8,8,a,2,1,0,0,0,989,1
135,136,MemResp,3,136,55,135,1,YF,2,1,2,27,25,23,27,9,9,8,8,k,2,0,0,0,1,681,1
136,137,MemResp,3,137,56,136,1,YF,2,1,2,27,26,23,27,9,9,8,8,k,2,0,0,0,1,790,1
137,138,MemResp,3,138,57,137,1,OF,2,2,12,27,26,23,27,9,9,8,9,a,1,0,1,0,0,770,1
138,139,MemResp,3,139,58,138,1,OF,2,2,4,27,26,23,28,9,9,8,9,k,2,0,0,0,1,783,1
139,140,MemResp,3,140,59,139,1,OF,2,2,4,27,26,23,29,9,9,8,9,a,2,1,0,0,0,798,1
140,141,MemResp,3,141,60,140,1,YF,2,1,2,27,27,23,29,9,9,8,9,a,2,1,0,0,0,945,1
141,142,MemResp,3,142,61,141,1,YM,1,1,9,27,27,23,29,10,9,8,9,k,1,0,0,1,0,806,1
142,143,MemResp,3,143,62,142,1,OM,1,2,3,27,27,24,29,10,9,8,9,a,2,1,0,0,0,713,1
143,144,MemResp,3,144,63,143,1,OM,1,2,11,27,27,24,29,10,9,9,9,k,1,0,0,1,0,1022,1
144,145,MemResp,3,145,64,144,1,YF,2,1,10,27,27,24,29,10,10,9,9,a,1,0,1,0,0,724,1
145,146,MemResp,3,146,65,145,1,OM,1,2,3,27,27,25,29,10,10,9,9,a,2,1,0,0,0,731,1
146,147,MemResp,3,147,66,146,1,OF,2,2,12,27,27,25,29,10,10,9,10,a,1,0,1,0,0,686,1
147,148,MemResp,3,148,67,147,1,OM,1,2,3,27,27,26,29,10,10,9,10,a,2,1,0,0,0,753,1
148,149,MemResp,3,149,68,148,1,YM,1,1,1,28,27,26,29,10,10,9,10,k,2,0,0,0,1,739,1
149,150,MemResp,3,150,69,149,1,OM,1,2,3,28,27,27,29,10,10,9,10,k,2,0,0,0,1,1138,1
150,151,MemResp,3,151,70,150,1,OF,2,2,4,28,27,27,30,10,10,9,10,a,2,1,0,0,0,864,1
151,152,MemResp,3,152,71,151,1,YF,2,1,2,28,28,27,30,10,10,9,10,a,2,1,0,0,0,963,1
152,153,MemResp,3,153,72,152,1,OM,1,2,3,28,28,28,30,10,10,9,10,a,2,1,0,0,0,1137,1
153,154,MemResp,3,154,73,153,1,YF,2,1,2,28,29,28,30,10,10,9,10,a,2,1,0,0,0,846,1
154,155,MemResp,3,155,74,154,1,OM,1,2,11,28,29,28,30,10,10,10,10,k,1,0,0,1,0,713,1
155,156,MemResp,3,156,75,155,1,YM,1,1,1,29,29,28,30,10,10,10,10,a,2,1,0,0,0,1016,1
156,157,MemResp,3,157,76,156,1,OM,1,2,3,29,29,29,30,10,10,10,10,k,2,0,0,0,1,1117,1
157,158,MemResp,3,158,77,157,1,OM,1,2,3,29,29,30,30,10,10,10,10,a,2,1,0,0,0,1073,1
158,159,MemResp,3,159,78,158,1,YF,2,1,2,29,30,30,30,10,10,10,10,a,2,1,0,0,0,765,1
159,160,MemResp,3,160,79,159,1,YM,1,1,1,30,30,30,30,10,10,10,10,k,2,0,0,0,1,"868
Filler",1
0,1,MemRespITI,3,1,0,0,0,YM,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,,2
1,2,MemResp,3,2,1,1,0,OM,1,2,3,1,0,1,0,0,0,0,0,s,2,1,0,0,0,1388,2
2,3,MemResp,3,3,2,2,0,YM,1,1,1,2,0,1,0,0,0,0,0,s,2,1,0,0,0,1236,2
3,4,MemResp,3,4,3,3,0,OF,2,2,4,2,0,1,1,0,0,0,0,a,2,1,0,0,0,913,2
4,5,MemResp,3,5,4,4,0,OM,1,2,3,2,0,2,1,0,0,0,0,s,2,1,0,0,0,767,2
5,6,MemResp,3,6,5,5,0,YM,1,1,1,3,0,2,1,0,0,0,0,k,2,0,0,0,1,925,2
6,7,MemResp,3,7,6,6,0,OM,1,2,3,3,0,3,1,0,0,0,0,s,2,1,0,0,0,1216,2
7,8,MemResp,3,8,7,7,0,OM,1,2,11,3,0,3,1,0,0,1,0,s,1,0,1,0,0,744,2
8,9,MemResp,3,9,8,8,0,OF,2,2,4,3,0,3,2,0,0,1,0,a,2,1,0,0,0,1175,2
9,10,MemResp,3,10,9,9,0,OM,1,2,3,3,0,4,2,0,0,1,0,k,2,0,0,0,1,1036,2
10,11,MemResp,3,11,10,10,0,OF,2,2,4,3,0,4,3,0,0,1,0,s,2,1,0,0,0,971,2
11,12,MemResp,3,12,11,11,0,OM,1,2,3,3,0,5,3,0,0,1,0,l,2,0,0,0,1,1146,2
12,13,MemResp,3,13,12,12,0,YM,1,1,9,3,0,5,3,1,0,1,0,s,1,0,1,0,0,1015,2
13,14,MemResp,3,14,13,13,0,YF,2,1,2,3,1,5,3,1,0,1,0,a,2,1,0,0,0,837,2
14,15,MemResp,3,15,14,14,0,YM,1,1,9,3,1,5,3,2,0,1,0,s,1,0,1,0,0,882,2
15,16,MemResp,3,16,15,15,0,OF,2,2,12,3,1,5,3,2,0,1,1,l,1,0,0,1,0,811,2
16,17,MemResp,3,17,16,16,0,OM,1,2,11,3,1,5,3,2,0,2,1,l,1,0,0,1,0,967,2
17,18,MemResp,3,18,17,17,0,OM,1,2,3,3,1,6,3,2,0,2,1,s,2,1,0,0,0,853,2
18,19,MemResp,3,19,18,18,0,OM,1,2,3,3,1,7,3,2,0,2,1,s,2,1,0,0,0,974,2
19,20,MemResp,3,20,19,19,0,OM,1,2,3,3,1,8,3,2,0,2,1,l,2,0,0,0,1,1023,2
20,21,MemResp,3,21,20,20,0,OF,2,2,4,3,1,8,4,2,0,2,1,s,2,1,0,0,0,958,2
21,22,MemResp,3,22,21,21,0,YF,2,1,2,3,2,8,4,2,0,2,1,a,2,1,0,0,0,810,2
22,23,MemResp,3,23,22,22,0,YF,2,1,10,3,2,8,4,2,1,2,1,a,1,0,1,0,0,752,2
23,24,MemResp,3,24,23,23,0,OF,2,2,12,3,2,8,4,2,1,2,2,l,1,0,0,1,0,675,2
24,25,MemResp,3,25,24,24,0,YM,1,1,9,3,2,8,4,3,1,2,2,l,1,0,0,1,0,895,2
25,26,MemResp,3,26,25,25,0,YF,2,1,2,3,3,8,4,3,1,2,2,a,2,1,0,0,0,781,2
26,27,MemResp,3,27,26,26,0,OF,2,2,4,3,3,8,5,3,1,2,2,s,2,1,0,0,0,922,2
27,28,MemResp,3,28,27,27,0,YM,1,1,1,4,3,8,5,3,1,2,2,l,2,0,0,0,1,772,2
28,29,MemResp,3,29,28,28,0,YF,2,1,2,4,4,8,5,3,1,2,2,s,2,1,0,0,0,933,2
29,30,MemResp,3,30,29,29,0,OF,2,2,12,4,4,8,5,3,1,2,3,s,1,0,1,0,0,959,2
30,31,MemResp,3,31,30,30,0,YM,1,1,1,5,4,8,5,3,1,2,3,a,2,1,0,0,0,913,2
31,32,MemResp,3,32,31,31,0,OF,2,2,4,5,4,8,6,3,1,2,3,l,2,0,0,0,1,935,2
32,33,MemResp,3,33,32,32,0,OM,1,2,11,5,4,8,6,3,1,3,3,l,1,0,0,1,0,795,2
33,34,MemResp,3,34,33,33,0,YM,1,1,1,6,4,8,6,3,1,3,3,s,2,1,0,0,0,1095,2
34,35,MemResp,3,35,34,34,0,YM,1,1,1,7,4,8,6,3,1,3,3,s,2,1,0,0,0,845,2
35,36,MemResp,3,36,35,35,0,YF,2,1,2,7,5,8,6,3,1,3,3,s,2,1,0,0,0,808,2
36,37,MemResp,3,37,36,36,0,YM,1,1,1,8,5,8,6,3,1,3,3,l,2,0,0,0,1,711,2
37,38,MemResp,3,38,37,37,0,YM,1,1,9,8,5,8,6,4,1,3,3,l,1,0,0,1,0,885,2
38,39,MemResp,3,39,38,38,0,YF,2,1,2,8,6,8,6,4,1,3,3,l,2,0,0,0,1,1087,2
39,40,MemResp,3,40,39,39,0,YF,2,1,2,8,7,8,6,4,1,3,3,s,2,1,0,0,0,735,2
40,41,MemResp,3,41,40,40,0,YM,1,1,1,9,7,8,6,4,1,3,3,l,2,0,0,0,1,770,2
41,42,MemResp,3,42,41,41,0,YF,2,1,2,9,8,8,6,4,1,3,3,s,2,1,0,0,0,803,2
42,43,MemResp,3,43,42,42,0,YM,1,1,1,10,8,8,6,4,1,3,3,l,2,0,0,0,1,809,2
43,44,MemResp,3,44,43,43,0,YF,2,1,10,10,8,8,6,4,2,3,3,s,1,0,1,0,0,874,2
44,45,MemResp,3,45,44,44,0,OF,2,2,4,10,8,8,7,4,2,3,3,l,2,0,0,0,1,951,2
45,46,MemResp,3,46,45,45,0,OM,1,2,3,10,8,9,7,4,2,3,3,s,2,1,0,0,0,903,2
46,47,MemResp,3,47,46,46,0,YF,2,1,10,10,8,9,7,4,3,3,3,s,1,0,1,0,0,989,2
47,48,MemResp,3,48,47,47,0,YF,2,1,10,10,8,9,7,4,4,3,3,l,1,0,0,1,0,908,2
48,49,MemResp,3,49,48,48,0,OF,2,2,4,10,8,9,8,4,4,3,3,s,2,1,0,0,0,934,2
49,50,MemResp,3,50,49,49,0,OF,2,2,12,10,8,9,8,4,4,3,4,l,1,0,0,1,0,676,2
50,51,MemResp,3,51,50,50,0,OF,2,2,12,10,8,9,8,4,4,3,5,k,1,0,0,1,0,1048,2
51,52,MemResp,3,52,51,51,0,YF,2,1,2,10,9,9,8,4,4,3,5,s,2,1,0,0,0,815,2
52,53,MemResp,3,53,52,52,0,OM,1,2,3,10,9,10,8,4,4,3,5,s,2,1,0,0,0,817,2
53,54,MemResp,3,54,53,53,0,OF,2,2,4,10,9,10,9,4,4,3,5,l,2,0,0,0,1,737,2
54,55,MemResp,3,55,54,54,0,YF,2,1,2,10,10,10,9,4,4,3,5,s,2,1,0,0,0,704,2
55,56,MemResp,3,56,55,55,0,OF,2,2,4,10,10,10,10,4,4,3,5,s,2,1,0,0,0,824,2
56,57,MemResp,3,57,56,56,0,YM,1,1,9,10,10,10,10,5,4,3,5,l,1,0,0,1,0,935,2
57,58,MemResp,3,58,57,57,0,OM,1,2,3,10,10,11,10,5,4,3,5,s,2,1,0,0,0,706,2
58,59,MemResp,3,59,58,58,0,YM,1,1,1,11,10,11,10,5,4,3,5,l,2,0,0,0,1,688,2
59,60,MemResp,3,60,59,59,0,YF,2,1,2,11,11,11,10,5,4,3,5,s,2,1,0,0,0,650,2
60,61,MemResp,3,61,60,60,0,OM,1,2,3,11,11,12,10,5,4,3,5,s,2,1,0,0,0,924,2
61,62,MemResp,3,62,61,61,0,YF,2,1,2,11,12,12,10,5,4,3,5,s,2,1,0,0,0,796,2
62,63,MemResp,3,63,62,62,0,OF,2,2,4,11,12,12,11,5,4,3,5,s,2,1,0,0,0,846,2
63,64,MemResp,3,64,63,63,0,YF,2,1,10,11,12,12,11,5,5,3,5,s,1,0,1,0,0,1103,2
64,65,MemResp,3,65,64,64,0,YF,2,1,2,11,13,12,11,5,5,3,5,l,2,0,0,0,1,908,2
65,66,MemResp,3,66,65,65,0,YF,2,1,2,11,14,12,11,5,5,3,5,l,2,0,0,0,1,923,2
