,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,Category,Gender,Age,PositiveTransfer,FaceStimMatrix,oldYMcounter,oldYFcounter,oldOMcounter,oldOFcounter,newYMcounter,newYFcounter,newOMcounter,newOFcounter,keyPressed,Mem,Hit,FA,CR,Miss,RT,subject
74,75,MemResp,3,75,74,74,0,YF,2,1,1,2,14,14,15,13,4,5,5,5,a,2,1,0,0,0,1246,17
75,76,MemResp,3,76,75,75,0,YF,2,1,1,2,14,15,15,13,4,5,5,5,a,2,1,0,0,0,726,17
76,77,MemResp,3,77,76,76,0,OF,2,2,0,4,14,15,15,14,4,5,5,5,l,2,0,0,0,1,973,17
77,78,MemResp,3,78,77,77,0,YM,1,1,0,9,14,15,15,14,5,5,5,5,k,1,0,0,1,0,840,17
78,79,MemResp,3,79,78,78,0,YM,1,1,0,1,15,15,15,14,5,5,5,5,s,2,1,0,0,0,1746,17
79,80,MemResp,3,80,79,79,0,OF,2,2,0,4,15,15,15,15,5,5,5,5,a,2,1,0,0,0,1743,17
80,81,MemResp,3,81,0,80,1,OF,2,2,0,4,15,15,15,16,5,5,5,5,k,2,0,0,0,1,1964,17
81,82,MemRespITI,3,82,1,81,1,YF,2,1,1,2,15,16,15,16,5,5,5,5,0,2,0,0,0,0,1964,17
82,83,MemRespITI,3,83,2,82,1,YF,2,1,0,10,15,16,15,16,5,6,5,5,0,1,0,0,0,0,1964,17
83,84,MemResp,3,84,3,83,1,OM,1,2,1,3,15,16,16,16,5,6,5,5,l,2,0,0,0,1,1305,17
84,85,MemRespITI,3,85,4,84,1,YF,2,1,1,2,15,17,16,16,5,6,5,5,d,2,0,0,0,0,1305,17
85,86,MemResp,3,86,5,85,1,YM,1,1,0,9,15,17,16,16,6,6,5,5,l,1,0,0,1,0,821,17
86,87,MemResp,3,87,6,86,1,OF,2,2,0,12,15,17,16,16,6,6,5,6,l,1,0,0,1,0,892,17
87,88,MemResp,3,88,7,87,1,OM,1,2,0,11,15,17,16,16,6,6,6,6,l,1,0,0,1,0,1260,17
88,89,MemRespITI,3,89,8,88,1,OF,2,2,0,4,15,17,16,17,6,6,6,6,d,2,0,0,0,0,1260,17
89,90,MemRespITI,3,90,9,89,1,YF,2,1,1,2,15,18,16,17,6,6,6,6,0,2,0,0,0,0,1260,17
90,91,MemResp,3,91,10,90,1,YF,2,1,0,10,15,18,16,17,6,7,6,6,l,1,0,0,1,0,895,17
91,92,MemResp,3,92,11,91,1,YF,2,1,1,2,15,19,16,17,6,7,6,6,l,2,0,0,0,1,1228,17
92,93,MemResp,3,93,12,92,1,YM,1,1,0,1,16,19,16,17,6,7,6,6,l,2,0,0,0,1,793,17
93,94,MemResp,3,94,13,93,1,OM,1,2,1,3,16,19,17,17,6,7,6,6,s,2,1,0,0,0,1052,17
94,95,MemResp,3,95,14,94,1,OM,1,2,1,3,16,19,18,17,6,7,6,6,s,2,1,0,0,0,870,17
95,96,MemResp,3,96,15,95,1,YM,1,1,0,1,17,19,18,17,6,7,6,6,l,2,0,0,0,1,613,17
96,97,MemResp,3,97,16,96,1,OM,1,2,1,3,17,19,19,17,6,7,6,6,l,2,0,0,0,1,715,17
97,98,MemResp,3,98,17,97,1,YM,1,1,0,9,17,19,19,17,7,7,6,6,l,1,0,0,1,0,866,17
98,99,MemResp,3,99,18,98,1,YM,1,1,0,9,17,19,19,17,8,7,6,6,l,1,0,0,1,0,580,17
99,100,MemResp,3,100,19,99,1,YF,2,1,1,2,17,20,19,17,8,7,6,6,l,2,0,0,0,1,682,17
100,101,MemResp,3,101,20,100,1,YM,1,1,0,1,18,20,19,17,8,7,6,6,l,2,0,0,0,1,431,17
101,102,MemResp,3,102,21,101,1,OM,1,2,1,3,18,20,20,17,8,7,6,6,s,2,1,0,0,0,765,17
102,103,MemResp,3,103,22,102,1,OM,1,2,1,3,18,20,21,17,8,7,6,6,l,2,0,0,0,1,740,17
103,104,MemResp,3,104,23,103,1,OF,2,2,0,12,18,20,21,17,8,7,6,7,l,1,0,0,1,0,650,17
104,105,MemResp,3,105,24,104,1,YM,1,1,0,1,19,20,21,17,8,7,6,7,l,2,0,0,0,1,608,17
105,106,MemResp,3,106,25,105,1,YM,1,1,0,1,20,20,21,17,8,7,6,7,l,2,0,0,0,1,600,17
106,107,MemResp,3,107,26,106,1,OM,1,2,0,11,20,20,21,17,8,7,7,7,l,1,0,0,1,0,765,17
107,108,MemResp,3,108,27,107,1,YM,1,1,0,1,21,20,21,17,8,7,7,7,l,2,0,0,0,1,919,17
108,109,MemResp,3,109,28,108,1,OF,2,2,0,4,21,20,21,18,8,7,7,7,l,2,0,0,0,1,872,17
109,110,MemResp,3,110,29,109,1,YF,2,1,1,2,21,21,21,18,8,7,7,7,s,2,1,0,0,0,940,17
110,111,MemResp,3,111,30,110,1,OF,2,2,0,4,21,21,21,19,8,7,7,7,s,2,1,0,0,0,1079,17
111,112,MemResp,3,112,31,111,1,YF,2,1,1,2,21,22,21,19,8,7,7,7,s,2,1,0,0,0,1215,17
112,113,MemResp,3,113,32,112,1,OF,2,2,0,4,21,22,21,20,8,7,7,7,l,2,0,0,0,1,711,17
113,114,MemResp,3,114,33,113,1,OF,2,2,0,4,21,22,21,21,8,7,7,7,l,2,0,0,0,1,1078,17
114,115,MemResp,3,115,34,114,1,OF,2,2,0,4,21,22,21,22,8,7,7,7,l,2,0,0,0,1,688,17
115,116,MemResp,3,116,35,115,1,YM,1,1,0,1,22,22,21,22,8,7,7,7,l,2,0,0,0,1,622,17
116,117,MemResp,3,117,36,116,1,OM,1,2,1,3,22,22,22,22,8,7,7,7,l,2,0,0,0,1,686,17
117,118,MemResp,3,118,37,117,1,YM,1,1,0,9,22,22,22,22,9,7,7,7,l,1,0,0,1,0,664,17
118,119,MemResp,3,119,38,118,1,OF,2,2,0,4,22,22,22,23,9,7,7,7,l,2,0,0,0,1,672,17
119,120,MemResp,3,120,39,119,1,OM,1,2,1,3,22,22,23,23,9,7,7,7,a,2,1,0,0,0,1242,17
120,121,MemResp,3,121,40,120,1,OF,2,2,0,4,22,22,23,24,9,7,7,7,l,2,0,0,0,1,746,17
121,122,MemResp,3,122,41,121,1,YM,1,1,0,1,23,22,23,24,9,7,7,7,s,2,1,0,0,0,990,17
122,123,MemResp,3,123,42,122,1,OM,1,2,0,11,23,22,23,24,9,7,8,7,l,1,0,0,1,0,668,17
123,124,MemResp,3,124,43,123,1,OF,2,2,0,4,23,22,23,25,9,7,8,7,l,2,0,0,0,1,857,17
124,125,MemResp,3,125,44,124,1,YF,2,1,0,10,23,22,23,25,9,8,8,7,l,1,0,0,1,0,786,17
125,126,MemResp,3,126,45,125,1,OF,2,2,0,12,23,22,23,25,9,8,8,8,l,1,0,0,1,0,646,17
126,127,MemResp,3,127,46,126,1,OM,1,2,1,3,23,22,24,25,9,8,8,8,l,2,0,0,0,1,758,17
127,128,MemResp,3,128,47,127,1,YM,1,1,0,1,24,22,24,25,9,8,8,8,l,2,0,0,0,1,699,17
128,129,MemResp,3,129,48,128,1,OM,1,2,0,11,24,22,24,25,9,8,9,8,l,1,0,0,1,0,627,17
129,130,MemResp,3,130,49,129,1,YF,2,1,1,2,24,23,24,25,9,8,9,8,s,2,1,0,0,0,738,17
130,131,MemResp,3,131,50,130,1,OF,2,2,0,4,24,23,24,26,9,8,9,8,s,2,1,0,0,0,1123,17
131,132,MemResp,3,132,51,131,1,OM,1,2,1,3,24,23,25,26,9,8,9,8,s,2,1,0,0,0,905,17
132,133,MemResp,3,133,52,132,1,OF,2,2,0,12,24,23,25,26,9,8,9,9,l,1,0,0,1,0,730,17
133,134,MemResp,3,134,53,133,1,OF,2,2,0,4,24,23,25,27,9,8,9,9,l,2,0,0,0,1,669,17
134,135,MemResp,3,135,54,134,1,YM,1,1,0,1,25,23,25,27,9,8,9,9,l,2,0,0,0,1,630,17
135,136,MemResp,3,136,55,135,1,OF,2,2,0,4,25,23,25,28,9,8,9,9,l,2,0,0,0,1,743,17
136,137,MemResp,3,137,56,136,1,YF,2,1,1,2,25,24,25,28,9,8,9,9,l,2,0,0,0,1,843,17
137,138,MemResp,3,138,57,137,1,YF,2,1,1,2,25,25,25,28,9,8,9,9,l,2,0,0,0,1,710,17
138,139,MemResp,3,139,58,138,1,OM,1,2,1,3,25,25,26,28,9,8,9,9,l,2,0,0,0,1,636,17
139,140,MemResp,3,140,59,139,1,YM,1,1,0,9,25,25,26,28,10,8,9,9,l,1,0,0,1,0,678,17
140,141,MemResp,3,141,60,140,1,YM,1,1,0,1,26,25,26,28,10,8,9,9,l,2,0,0,0,1,768,17
141,142,MemResp,3,142,61,141,1,YM,1,1,0,1,27,25,26,28,10,8,9,9,l,2,0,0,0,1,827,17
142,143,MemResp,3,143,62,142,1,OF,2,2,0,4,27,25,26,29,10,8,9,9,s,2,1,0,0,0,954,17
143,144,MemResp,3,144,63,143,1,YM,1,1,0,1,28,25,26,29,10,8,9,9,l,2,0,0,0,1,619,17
144,145,MemResp,3,145,64,144,1,YF,2,1,0,10,28,25,26,29,10,9,9,9,l,1,0,0,1,0,844,17
145,146,MemResp,3,146,65,145,1,YF,2,1,1,2,28,26,26,29,10,9,9,9,s,2,1,0,0,0,1079,17
146,147,MemResp,3,147,66,146,1,YF,2,1,1,2,28,27,26,29,10,9,9,9,l,2,0,0,0,1,907,17
147,148,MemResp,3,148,67,147,1,YF,2,1,1,2,28,28,26,29,10,9,9,9,s,2,1,0,0,0,848,17
148,149,MemResp,3,149,68,148,1,YF,2,1,1,2,28,29,26,29,10,9,9,9,s,2,1,0,0,0,766,17
149,150,MemResp,3,150,69,149,1,YM,1,1,0,1,29,29,26,29,10,9,9,9,l,2,0,0,0,1,673,17
150,151,MemResp,3,151,70,150,1,YF,2,1,0,10,29,29,26,29,10,10,9,9,l,1,0,0,1,0,658,17
151,152,MemResp,3,152,71,151,1,OM,1,2,1,3,29,29,27,29,10,10,9,9,a,2,1,0,0,0,1020,17
152,153,MemResp,3,153,72,152,1,OM,1,2,1,3,29,29,28,29,10,10,9,9,l,2,0,0,0,1,683,17
153,154,MemResp,3,154,73,153,1,OM,1,2,0,11,29,29,28,29,10,10,10,9,k,1,0,0,1,0,1221,17
154,155,MemResp,3,155,74,154,1,YM,1,1,0,1,30,29,28,29,10,10,10,9,s,2,1,0,0,0,1244,17
155,156,MemResp,3,156,75,155,1,YF,2,1,1,2,30,30,28,29,10,10,10,9,a,2,1,0,0,0,1083,17
156,157,MemResp,3,157,76,156,1,OF,2,2,0,12,30,30,28,29,10,10,10,10,l,1,0,0,1,0,801,17
157,158,MemResp,3,158,77,157,1,OF,2,2,0,4,30,30,28,30,10,10,10,10,a,2,1,0,0,0,1136,17
158,159,MemResp,3,159,78,158,1,OM,1,2,1,3,30,30,29,30,10,10,10,10,l,2,0,0,0,1,933,17
159,160,MemResp,3,160,79,159,1,OM,1,2,1,3,30,30,30,30,10,10,10,10,l,2,0,0,0,1,805,17
0,1,MemRespITI,3,1,0,0,0,OM,1,2,1,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,,18
1,2,MemRespITI,3,2,1,1,0,OM,1,2,1,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,,18
2,3,MemResp,3,3,2,2,0,YM,1,1,0,9,0,0,2,0,1,0,0,0,s,1,0,1,0,0,1159,18
3,4,MemRespITI,3,4,3,3,0,OM,1,2,0,11,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1159,18
4,5,MemResp,3,5,4,4,0,OM,1,2,0,11,0,0,2,0,1,0,2,0,l,1,0,0,1,0,1474,18
5,6,MemResp,3,6,5,5,0,YF,2,1,1,2,0,1,2,0,1,0,2,0,s,2,1,0,0,0,710,18
6,7,MemResp,3,7,6,6,0,YM,1,1,0,9,0,1,2,0,2,0,2,0,s,1,0,1,0,0,677,18
7,8,MemResp,3,8,7,7,0,YM,1,1,0,1,1,1,2,0,2,0,2,0,s,2,1,0,0,0,978,18
8,9,MemResp,3,9,8,8,0,OM,1,2,1,3,1,1,3,0,2,0,2,0,k,2,0,0,0,1,1052,18
9,10,MemResp,3,10,9,9,0,OF,2,2,0,4,1,1,3,1,2,0,2,0,s,2,1,0,0,0,727,18
10,11,MemResp,3,11,10,10,0,OM,1,2,0,11,1,1,3,1,2,0,3,0,s,1,0,1,0,0,448,18
11,12,MemResp,3,12,11,11,0,OF,2,2,0,4,1,1,3,2,2,0,3,0,l,2,0,0,0,1,395,18
12,13,MemResp,3,13,12,12,0,YF,2,1,0,10,1,1,3,2,2,1,3,0,s,1,0,1,0,0,893,18
13,14,MemResp,3,14,13,13,0,YF,2,1,1,2,1,2,3,2,2,1,3,0,s,2,1,0,0,0,503,18
14,15,MemResp,3,15,14,14,0,YF,2,1,1,2,1,3,3,2,2,1,3,0,s,2,1,0,0,0,376,18
15,16,MemResp,3,16,15,15,0,OF,2,2,0,4,1,3,3,3,2,1,3,0,s,2,1,0,0,0,407,18
16,17,MemResp,3,17,16,16,0,YF,2,1,1,2,1,4,3,3,2,1,3,0,k,2,0,0,0,1,520,18
17,18,MemResp,3,18,17,17,0,YF,2,1,1,2,1,5,3,3,2,1,3,0,s,2,1,0,0,0,703,18
18,19,MemResp,3,19,18,18,0,OM,1,2,1,3,1,5,4,3,2,1,3,0,s,2,1,0,0,0,406,18
19,20,MemResp,3,20,19,19,0,OF,2,2,0,12,1,5,4,3,2,1,3,1,s,1,0,1,0,0,331,18
20,21,MemResp,3,21,20,20,0,OF,2,2,0,4,1,5,4,4,2,1,3,1,a,2,1,0,0,0,481,18
21,22,MemResp,3,22,21,21,0,OF,2,2,0,4,1,5,4,5,2,1,3,1,a,2,1,0,0,0,1034,18
22,23,MemResp,3,23,22,22,0,YF,2,1,1,2,1,6,4,5,2,1,3,1,a,2,1,0,0,0,604,18
23,24,MemRespITI,3,24,23,23,0,OM,1,2,1,3,1,6,5,5,2,1,3,1,0,2,0,0,0,0,604,18
24,25,MemRespITI,3,25,24,24,0,YF,2,1,1,2,1,7,5,5,2,1,3,1,0,2,0,0,0,0,604,18
25,26,MemResp,3,26,25,25,0,YF,2,1,0,10,1,7,5,5,2,2,3,1,a,1,0,1,0,0,1527,18
26,27,MemRespITI,3,27,26,26,0,OM,1,2,0,11,1,7,5,5,2,2,4,1,0,1,0,0,0,0,1527,18
27,28,MemResp,3,28,27,27,0,YF,2,1,1,2,1,8,5,5,2,2,4,1,l,2,0,0,0,1,542,18
28,29,MemResp,3,29,28,28,0,YF,2,1,0,10,1,8,5,5,2,3,4,1,k,1,0,0,1,0,278,18
29,30,MemResp,3,30,29,29,0,OF,2,2,0,12,1,8,5,5,2,3,4,2,k,1,0,0,1,0,582,18
30,31,MemResp,3,31,30,30,0,OF,2,2,0,12,1,8,5,5,2,3,4,3,l,1,0,0,1,0,493,18
31,32,MemResp,3,32,31,31,0,OM,1,2,1,3,1,8,6,5,2,3,4,3,l,2,0,0,0,1,426,18
32,33,MemResp,3,33,32,32,0,OM,1,2,1,3,1,8,7,5,2,3,4,3,a,2,1,0,0,0,633,18
33,34,MemResp,3,34,33,33,0,YF,2,1,0,10,1,8,7,5,2,4,4,3,l,1,0,0,1,0,548,18
34,35,MemResp,3,35,34,34,0,OM,1,2,1,3,1,8,8,5,2,4,4,3,a,2,1,0,0,0,538,18
35,36,MemResp,3,36,35,35,0,OM,1,2,0,11,1,8,8,5,2,4,5,3,a,1,0,1,0,0,437,18
36,37,MemResp,3,37,36,36,0,OM,1,2,1,3,1,8,9,5,2,4,5,3,a,2,1,0,0,0,775,18
37,38,MemResp,3,38,37,37,0,YM,1,1,0,9,1,8,9,5,3,4,5,3,l,1,0,0,1,0,865,18
38,39,MemResp,3,39,38,38,0,OF,2,2,0,4,1,8,9,6,3,4,5,3,k,2,0,0,0,1,1024,18
39,40,MemResp,3,40,39,39,0,OF,2,2,0,4,1,8,9,7,3,4,5,3,a,2,1,0,0,0,1130,18
40,41,MemResp,3,41,40,40,0,YF,2,1,1,2,1,9,9,7,3,4,5,3,a,2,1,0,0,0,744,18
41,42,MemResp,3,42,41,41,0,OM,1,2,1,3,1,9,10,7,3,4,5,3,a,2,1,0,0,0,776,18
42,43,MemResp,3,43,42,42,0,YM,1,1,0,9,1,9,10,7,4,4,5,3,a,1,0,1,0,0,532,18
43,44,MemResp,3,44,43,43,0,YF,2,1,1,2,1,10,10,7,4,4,5,3,l,2,0,0,0,1,470,18
44,45,MemResp,3,45,44,44,0,OF,2,2,0,4,1,10,10,8,4,4,5,3,a,2,1,0,0,0,484,18
45,46,MemResp,3,46,45,45,0,YM,1,1,0,1,2,10,10,8,4,4,5,3,a,2,1,0,0,0,387,18
46,47,MemResp,3,47,46,46,0,YM,1,1,0,1,3,10,10,8,4,4,5,3,a,2,1,0,0,0,350,18
47,48,MemResp,3,48,47,47,0,OF,2,2,0,4,3,10,10,9,4,4,5,3,a,2,1,0,0,0,334,18
48,49,MemResp,3,49,48,48,0,YM,1,1,0,1,4,10,10,9,4,4,5,3,k,2,0,0,0,1,426,18
49,50,MemResp,3,50,49,49,0,OF,2,2,0,12,4,10,10,9,4,4,5,4,s,1,0,1,0,0,344,18
50,51,MemResp,3,51,50,50,0,YM,1,1,0,1,5,10,10,9,4,4,5,4,s,2,1,0,0,0,203,18
51,52,MemResp,3,52,51,51,0,OM,1,2,1,3,5,10,11,9,4,4,5,4,a,2,1,0,0,0,936,18
52,53,MemResp,3,53,52,52,0,OF,2,2,0,4,5,10,11,10,4,4,5,4,k,2,0,0,0,1,489,18
53,54,MemResp,3,54,53,53,0,OM,1,2,1,3,5,10,12,10,4,4,5,4,a,2,1,0,0,0,61,18
54,55,MemResp,3,55,54,54,0,OF,2,2,0,4,5,10,12,11,4,4,5,4,a,2,1,0,0,0,158,18
55,56,MemResp,3,56,55,55,0,OF,2,2,0,12,5,10,12,11,4,4,5,5,a,1,0,1,0,0,20,18
56,57,MemResp,3,57,56,56,0,YM,1,1,0,1,6,10,12,11,4,4,5,5,a,2,1,0,0,0,1047,18
57,58,MemResp,3,58,57,57,0,YF,2,1,1,2,6,11,12,11,4,4,5,5,a,2,1,0,0,0,482,18
58,59,MemResp,3,59,58,58,0,YF,2,1,1,2,6,12,12,11,4,4,5,5,a,2,1,0,0,0,91,18
59,60,MemResp,3,60,59,59,0,YF,2,1,0,10,6,12,12,11,4,5,5,5,a,1,0,1,0,0,1337,18
60,61,MemResp,3,61,60,60,0,YF,2,1,1,2,6,13,12,11,4,5,5,5,l,2,0,0,0,1,928,18
61,62,MemResp,3,62,61,61,0,OF,2,2,0,4,6,13,12,12,4,5,5,5,k,2,0,0,0,1,422,18
62,63,MemResp,3,63,62,62,0,OM,1,2,1,3,6,13,13,12,4,5,5,5,l,2,0,0,0,1,286,18
63,64,MemResp,3,64,63,63,0,YM,1,1,0,1,7,13,13,12,4,5,5,5,k,2,0,0,0,1,444,18
64,65,MemResp,3,65,64,64,0,OF,2,2,0,4,7,13,13,13,4,5,5,5,l,2,0,0,0,1,482,18
65,66,MemResp,3,66,65,65,0,YF,2,1,1,2,7,14,13,13,4,5,5,5,a,2,1,0,0,0,462,18
66,67,MemResp,3,67,66,66,0,YM,1,1,0,9,7,14,13,13,5,5,5,5,a,1,0,1,0,0,601,18
67,68,MemResp,3,68,67,67,0,OM,1,2,1,3,7,14,14,13,5,5,5,5,a,2,1,0,0,0,1033,18
68,69,MemResp,3,69,68,68,0,OF,2,2,0,4,7,14,14,14,5,5,5,5,s,2,1,0,0,0,1121,18
69,70,MemResp,3,70,69,69,0,OM,1,2,1,3,7,14,15,14,5,5,5,5,s,2,1,0,0,0,851,18
70,71,MemResp,3,71,70,70,0,YM,1,1,0,1,8,14,15,14,5,5,5,5,a,2,1,0,0,0,510,18
71,72,MemResp,3,72,71,71,0,YM,1,1,0,1,9,14,15,14,5,5,5,5,a,2,1,0,0,0,570,18
72,73,MemResp,3,73,72,72,0,OF,2,2,0,4,9,14,15,15,5,5,5,5,a,2,1,0,0,0,591,18
73,74,MemResp,3,74,73,73,0,YM,1,1,0,1,10,14,15,15,5,5,5,5,a,2,1,0,0,0,451,18
74,75,MemResp,3,75,74,74,0,YM,1,1,0,1,11,14,15,15,5,5,5,5,a,2,1,0,0,0,366,18
75,76,MemResp,3,76,75,75,0,YF,2,1,1,2,11,15,15,15,5,5,5,5,l,2,0,0,0,1,256,18
76,77,MemResp,3,77,76,76,0,YM,1,1,0,1,12,15,15,15,5,5,5,5,l,2,0,0,0,1,237,18
77,78,MemResp,3,78,77,77,0,YM,1,1,0,1,13,15,15,15,5,5,5,5,l,2,0,0,0,1,359,18
78,79,MemResp,3,79,78,78,0,YM,1,1,0,1,14,15,15,15,5,5,5,5,l,2,0,0,0,1,399,18
79,80,MemResp,3,80,79,79,0,YM,1,1,0,1,15,15,15,15,5,5,5,5,k,2,0,0,0,1,150,18
80,81,MemResp,3,81,0,80,1,OM,1,2,1,3,15,15,16,15,5,5,5,5,s,2,1,0,0,0,1016,18
81,82,MemResp,3,82,1,81,1,YF,2,1,0,10,15,15,16,15,5,6,5,5,a,1,0,1,0,0,559,18
82,83,MemResp,3,83,2,82,1,YF,2,1,1,2,15,16,16,15,5,6,5,5,l,2,0,0,0,1,564,18
83,84,MemResp,3,84,3,83,1,OM,1,2,1,3,15,16,17,15,5,6,5,5,k,2,0,0,0,1,404,18
84,85,MemResp,3,85,4,84,1,YF,2,1,1,2,15,17,17,15,5,6,5,5,l,2,0,0,0,1,453,18
85,86,MemResp,3,86,5,85,1,YF,2,1,1,2,15,18,17,15,5,6,5,5,a,2,1,0,0,0,566,18
86,87,MemResp,3,87,6,86,1,YF,2,1,1,2,15,19,17,15,5,6,5,5,s,2,1,0,0,0,526,18
87,88,MemResp,3,88,7,87,1,YM,1,1,0,1,16,19,17,15,5,6,5,5,a,2,1,0,0,0,827,18
88,89,MemResp,3,89,8,88,1,YM,1,1,0,9,16,19,17,15,6,6,5,5,a,1,0,1,0,0,679,18
89,90,MemResp,3,90,9,89,1,OF,2,2,0,12,16,19,17,15,6,6,5,6,l,1,0,0,1,0,871,18
90,91,MemResp,3,91,10,90,1,YM,1,1,0,1,17,19,17,15,6,6,5,6,l,2,0,0,0,1,674,18
91,92,MemResp,3,92,11,91,1,YF,2,1,1,2,17,20,17,15,6,6,5,6,l,2,0,0,0,1,925,18
92,93,MemResp,3,93,12,92,1,YF,2,1,1,2,17,21,17,15,6,6,5,6,a,2,1,0,0,0,1314,18
93,94,MemResp,3,94,13,93,1,OM,1,2,1,3,17,21,18,15,6,6,5,6,a,2,1,0,0,0,1531,18
94,95,MemResp,3,95,14,94,1,YF,2,1,1,2,17,22,18,15,6,6,5,6,l,2,0,0,0,1,1231,18
95,96,MemResp,3,96,15,95,1,YM,1,1,0,1,18,22,18,15,6,6,5,6,s,2,1,0,0,0,549,18
96,97,MemResp,3,97,16,96,1,OM,1,2,0,11,18,22,18,15,6,6,6,6,k,1,0,0,1,0,372,18
97,98,MemResp,3,98,17,97,1,YM,1,1,0,1,19,22,18,15,6,6,6,6,l,2,0,0,0,1,319,18
98,99,MemResp,3,99,18,98,1,YF,2,1,0,10,19,22,18,15,6,7,6,6,a,1,0,1,0,0,489,18
99,100,MemResp,3,100,19,99,1,OM,1,2,1,3,19,22,19,15,6,7,6,6,k,2,0,0,0,1,373,18
100,101,MemResp,3,101,20,100,1,OM,1,2,1,3,19,22,20,15,6,7,6,6,s,2,1,0,0,0,110,18
101,102,MemResp,3,102,21,101,1,OF,2,2,0,4,19,22,20,16,6,7,6,6,a,2,1,0,0,0,456,18
102,103,MemResp,3,103,22,102,1,YM,1,1,0,1,20,22,20,16,6,7,6,6,a,2,1,0,0,0,813,18
103,104,MemResp,3,104,23,103,1,YM,1,1,0,1,21,22,20,16,6,7,6,6,a,2,1,0,0,0,806,18
104,105,MemResp,3,105,24,104,1,YF,2,1,0,10,21,22,20,16,6,8,6,6,l,1,0,0,1,0,875,18
105,106,MemResp,3,106,25,105,1,OM,1,2,0,11,21,22,20,16,6,8,7,6,k,1,0,0,1,0,464,18
106,107,MemResp,3,107,26,106,1,YM,1,1,0,1,22,22,20,16,6,8,7,6,l,2,0,0,0,1,361,18
107,108,MemResp,3,108,27,107,1,OF,2,2,0,12,22,22,20,16,6,8,7,7,a,1,0,1,0,0,617,18
108,109,MemResp,3,109,28,108,1,OF,2,2,0,4,22,22,20,17,6,8,7,7,a,2,1,0,0,0,765,18
109,110,MemResp,3,110,29,109,1,YM,1,1,0,9,22,22,20,17,7,8,7,7,l,1,0,0,1,0,918,18
110,111,MemResp,3,111,30,110,1,OM,1,2,1,3,22,22,21,17,7,8,7,7,a,2,1,0,0,0,954,18
111,112,MemResp,3,112,31,111,1,OF,2,2,0,4,22,22,21,18,7,8,7,7,a,2,1,0,0,0,677,18
112,113,MemResp,3,113,32,112,1,OM,1,2,1,3,22,22,22,18,7,8,7,7,l,2,0,0,0,1,571,18
113,114,MemResp,3,114,33,113,1,OM,1,2,1,3,22,22,23,18,7,8,7,7,s,2,1,0,0,0,422,18
114,115,MemResp,3,115,34,114,1,OM,1,2,0,11,22,22,23,18,7,8,8,7,a,1,0,1,0,0,508,18
115,116,MemResp,3,116,35,115,1,YF,2,1,0,10,22,22,23,18,7,9,8,7,a,1,0,1,0,0,658,18
116,117,MemResp,3,117,36,116,1,OF,2,2,0,12,22,22,23,18,7,9,8,8,k,1,0,0,1,0,1166,18
117,118,MemResp,3,118,37,117,1,OM,1,2,0,11,22,22,23,18,7,9,9,8,l,1,0,0,1,0,542,18
118,119,MemResp,3,119,38,118,1,YM,1,1,0,1,23,22,23,18,7,9,9,8,k,2,0,0,0,1,411,18
119,120,MemResp,3,120,39,119,1,OF,2,2,0,4,23,22,23,19,7,9,9,8,a,2,1,0,0,0,29,18
120,121,MemResp,3,121,40,120,1,YF,2,1,1,2,23,23,23,19,7,9,9,8,a,2,1,0,0,0,589,18
121,122,MemResp,3,122,41,121,1,YM,1,1,0,9,23,23,23,19,8,9,9,8,a,1,0,1,0,0,1855,18
122,123,MemResp,3,123,42,122,1,OM,1,2,1,3,23,23,24,19,8,9,9,8,s,2,1,0,0,0,872,18
123,124,MemResp,3,124,43,123,1,YF,2,1,1,2,23,24,24,19,8,9,9,8,a,2,1,0,0,0,141,18
124,125,MemResp,3,125,44,124,1,OF,2,2,0,12,23,24,24,19,8,9,9,9,a,1,0,1,0,0,640,18
125,126,MemResp,3,126,45,125,1,YF,2,1,1,2,23,25,24,19,8,9,9,9,k,2,0,0,0,1,1069,18
126,127,MemResp,3,127,46,126,1,YM,1,1,0,1,24,25,24,19,8,9,9,9,l,2,0,0,0,1,52,18
127,128,MemResp,3,128,47,127,1,OF,2,2,0,4,24,25,24,20,8,9,9,9,a,2,1,0,0,0,415,18
128,129,MemResp,3,129,48,128,1,OM,1,2,1,3,24,25,25,20,8,9,9,9,s,2,1,0,0,0,802,18
129,130,MemResp,3,130,49,129,1,YF,2,1,1,2,24,26,25,20,8,9,9,9,s,2,1,0,0,0,393,18
130,131,MemResp,3,131,50,130,1,YM,1,1,0,1,25,26,25,20,8,9,9,9,a,2,1,0,0,0,394,18
131,132,MemResp,3,132,51,131,1,YM,1,1,0,1,26,26,25,20,8,9,9,9,l,2,0,0,0,1,1522,18
132,133,MemResp,3,133,52,132,1,OF,2,2,0,4,26,26,25,21,8,9,9,9,k,2,0,0,0,1,529,18
133,134,MemResp,3,134,53,133,1,OM,1,2,0,11,26,26,25,21,8,9,10,9,s,1,0,1,0,0,1000,18
134,135,MemResp,3,135,54,134,1,OM,1,2,1,3,26,26,26,21,8,9,10,9,k,2,0,0,0,1,444,18
135,136,MemResp,3,136,55,135,1,OF,2,2,0,4,26,26,26,22,8,9,10,9,k,2,0,0,0,1,472,18
