,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,Category,ObjectStimMatrix,StimSequence,NewStimMatrix,oldLLcounter,oldLScounter,oldNLcounter,oldNScounter,newLScounter,newLLcounter,newNScounter,newNLcounter,keyPressed,PressCorrect,Accuracy,RT,ResponseMatrix,subject
0,173,SourceMemColorResp,1,1,0,0,0,NL,2,2,,1,0,0,0,0,0,0,0,a,a,1,1151,1,1
1,174,SourceMemColorResp,1,2,1,1,0,ML,2,10,1,1,0,1,0,0,0,0,0,a,a,1,1703,2,1
2,175,SourceMemColorResp,1,3,2,2,0,MS,2,15,1,1,0,1,1,0,0,0,0,s,s,1,1713,2,1
3,176,SourceMemColorResp,1,4,3,3,0,NS,1,15,1,1,0,1,1,1,0,0,0,a,0,0,1752,0,1
4,177,SourceMemColorRespITI,1,5,4,4,0,MS,2,15,3,1,0,1,2,1,0,0,0,j,s,0,1752,1,1
5,178,SourceMemColorResp,1,6,5,5,0,NL,2,2,3,2,0,1,2,1,0,0,0,a,a,1,949,1,1
6,179,SourceMemColorResp,1,7,6,6,0,ML,2,9,3,2,0,2,2,1,0,0,0,s,a,0,1133,1,1
7,180,SourceMemColorRespITI,1,8,7,7,0,MS,1,2,3,2,0,2,2,1,0,1,0,j,0,0,1133,0,1
8,181,SourceMemColorResp,1,9,8,8,0,NL,2,2,2,3,0,2,2,1,0,1,0,a,a,1,1109,1,1
9,182,SourceMemColorResp,1,10,9,9,0,NL,1,9,2,3,0,2,2,1,1,1,0,a,0,0,925,0,1
10,183,SourceMemColorResp,1,11,10,10,0,ML,2,9,2,3,0,3,2,1,1,1,0,s,a,0,1030,2,1
11,184,SourceMemColorResp,1,12,11,11,0,MS,2,16,2,3,0,3,3,1,1,1,0,a,s,0,1519,2,1
12,185,SourceMemColorResp,1,13,12,12,0,NL,2,4,2,4,0,3,3,1,1,1,0,a,s,0,1376,1,1
13,186,SourceMemColorResp,1,14,13,13,0,NL,1,14,2,4,0,3,3,1,2,1,0,s,0,0,1847,0,1
14,187,SourceMemColorResp,1,15,14,14,0,MS,2,14,1,4,0,3,4,1,2,1,0,s,a,0,1151,1,1
15,188,SourceMemColorResp,1,16,15,15,0,ML,2,9,1,4,0,4,4,1,2,1,0,s,a,0,1369,1,1
16,189,SourceMemColorResp,1,17,16,16,0,NS,1,6,1,4,0,4,4,2,2,1,0,a,0,0,1138,0,1
17,190,SourceMemColorResp,1,18,17,17,0,NS,2,6,3,4,1,4,4,2,2,1,0,a,a,1,986,2,1
18,191,SourceMemColorResp,1,19,18,18,0,MS,1,15,3,4,1,4,4,2,2,2,0,a,0,0,658,0,1
19,192,SourceMemColorResp,1,20,19,19,0,ML,1,15,4,4,1,4,4,2,2,2,1,s,0,0,969,0,1
20,193,SourceMemColorResp,1,21,20,20,0,MS,1,15,3,4,1,4,4,2,2,3,1,a,0,0,323,0,1
21,194,SourceMemColorResp,1,22,21,21,0,MS,2,15,4,4,1,4,5,2,2,3,1,s,s,1,1674,1,1
22,195,SourceMemColorRespITI,1,23,22,22,0,NL,2,2,4,5,1,4,5,2,2,3,1,j,a,0,1674,2,1
23,196,SourceMemColorResp,1,24,23,23,0,MS,2,15,4,5,1,4,6,2,2,3,1,s,s,1,305,1,1
24,197,SourceMemColorResp,1,25,24,24,0,NL,2,1,4,6,1,4,6,2,2,3,1,a,a,1,1489,2,1
25,198,SourceMemColorResp,1,26,25,25,0,NL,2,3,4,7,1,4,6,2,2,3,1,a,s,0,922,1,1
26,199,SourceMemColorResp,1,27,26,26,0,NS,2,5,4,7,2,4,6,2,2,3,1,a,a,1,1268,1,1
27,200,SourceMemColorResp,1,28,27,27,0,ML,1,14,4,7,2,4,6,2,2,3,2,a,0,0,351,0,1
28,201,SourceMemColorResp,1,29,28,28,0,MS,2,14,4,7,2,4,7,2,2,3,2,a,a,1,493,2,1
29,202,SourceMemColorResp,1,30,29,29,0,MS,2,16,4,7,2,4,8,2,2,3,2,a,s,0,837,2,1
30,203,SourceMemColorResp,1,31,30,30,0,NS,2,7,4,7,3,4,8,2,2,3,2,a,s,0,1319,1,1
31,204,SourceMemColorResp,1,32,31,31,0,NS,2,6,4,7,4,4,8,2,2,3,2,a,a,1,894,2,1
32,205,SourceMemColorResp,1,33,32,32,0,ML,1,12,4,7,4,4,8,2,2,3,3,a,0,0,1000,0,1
33,206,SourceMemColorRespITI,1,34,33,33,0,ML,2,12,2,7,4,5,8,2,2,3,3,k,s,0,1000,2,1
34,207,SourceMemColorResp,1,35,34,34,0,MS,2,16,2,7,4,5,9,2,2,3,3,a,s,0,1048,2,1
35,208,SourceMemColorResp,1,36,35,35,0,NL,1,15,2,7,4,5,9,2,3,3,3,a,0,0,1055,0,1
36,209,SourceMemColorResp,1,37,36,36,0,MS,2,15,1,7,4,5,10,2,3,3,3,a,s,0,923,1,1
37,210,SourceMemColorResp,1,38,37,37,0,NS,1,13,1,7,4,5,10,3,3,3,3,a,0,0,706,0,1
38,211,SourceMemColorResp,1,39,38,38,0,MS,2,13,2,7,4,5,11,3,3,3,3,a,a,1,939,1,1
39,212,SourceMemColorResp,1,40,39,39,0,NS,2,6,2,7,5,5,11,3,3,3,3,a,a,1,1458,2,1
40,213,SourceMemColorResp,1,41,40,40,0,ML,2,12,2,7,5,6,11,3,3,3,3,a,s,0,922,1,1
41,214,SourceMemColorResp,1,42,41,41,0,NL,1,10,2,7,5,6,11,3,4,3,3,a,0,0,1402,0,1
42,215,SourceMemColorResp,1,43,42,42,0,ML,2,10,4,7,5,7,11,3,4,3,3,a,a,1,971,2,1
43,216,SourceMemColorResp,1,44,43,43,0,NS,2,8,4,7,6,7,11,3,4,3,3,a,s,0,709,2,1
44,217,SourceMemColorResp,1,45,44,44,0,ML,1,12,4,7,6,7,11,3,4,3,4,a,0,0,291,0,1
45,218,SourceMemColorResp,1,46,45,45,0,ML,2,12,2,7,6,8,11,3,4,3,4,a,s,0,651,2,1
46,219,SourceMemColorResp,1,47,46,46,0,NL,2,3,2,8,6,8,11,3,4,3,4,a,s,0,1381,1,1
47,220,SourceMemColorResp,1,48,47,47,0,MS,2,13,2,8,6,8,12,3,4,3,4,a,a,1,507,1,1
48,221,SourceMemColorResp,1,49,48,48,0,NL,2,1,2,9,6,8,12,3,4,3,4,s,a,0,1171,2,1
49,222,SourceMemColorResp,1,50,49,49,0,ML,2,12,2,9,6,9,12,3,4,3,4,a,s,0,300,2,1
50,223,SourceMemColorResp,1,51,50,50,0,NS,2,7,2,9,7,9,12,3,4,3,4,a,s,0,1555,1,1
51,224,SourceMemColorResp,1,52,51,51,0,NL,2,1,2,10,7,9,12,3,4,3,4,a,a,1,874,2,1
52,225,SourceMemColorResp,1,53,52,52,0,MS,2,16,2,10,7,9,13,3,4,3,4,a,s,0,1234,1,1
53,226,SourceMemColorRespITI,1,54,53,53,0,NL,1,6,2,10,7,9,13,3,5,3,4,l,0,0,1234,0,1
54,227,SourceMemColorResp,1,55,54,54,0,NS,2,6,2,10,8,9,13,3,5,3,4,a,a,1,1371,1,1
55,228,SourceMemColorResp,1,56,55,55,0,NL,1,2,2,10,8,9,13,3,6,3,4,s,0,0,946,0,1
56,229,SourceMemColorResp,1,57,56,56,0,NS,1,2,1,10,8,9,13,4,6,3,4,a,0,0,1787,0,1
57,230,SourceMemColorRespITI,1,58,57,57,0,NL,2,2,4,11,8,9,13,4,6,3,4,j,a,0,1787,2,1
58,231,SourceMemColorResp,1,59,58,58,0,ML,2,12,4,11,8,10,13,4,6,3,4,a,s,0,448,2,1
59,232,SourceMemColorResp,1,60,59,59,0,NS,2,7,4,11,9,10,13,4,6,3,4,s,s,1,697,2,1
60,233,SourceMemColorResp,1,61,60,60,0,NS,2,7,4,11,10,10,13,4,6,3,4,a,s,0,866,2,1
61,234,SourceMemColorResp,1,62,61,61,0,NS,2,8,4,11,11,10,13,4,6,3,4,a,s,0,952,2,1
62,235,SourceMemColorResp,1,63,62,62,0,MS,2,15,4,11,11,10,14,4,6,3,4,s,s,1,851,2,1
63,236,SourceMemColorResp,1,64,63,63,0,ML,1,16,4,11,11,10,14,4,6,3,5,a,0,0,955,0,1
64,237,SourceMemColorResp,1,65,64,64,0,MS,2,16,1,11,11,10,15,4,6,3,5,a,s,0,1541,1,1
65,238,SourceMemColorResp,1,66,65,65,0,MS,2,13,1,11,11,10,16,4,6,3,5,a,a,1,892,2,1
66,239,SourceMemColorResp,1,67,66,66,0,NL,2,3,1,12,11,10,16,4,6,3,5,a,s,0,723,1,1
67,240,SourceMemColorResp,1,68,67,67,0,NS,1,1,1,12,11,10,16,5,6,3,5,s,0,0,1147,0,1
68,241,SourceMemColorResp,1,69,68,68,0,NL,2,1,4,13,11,10,16,5,6,3,5,a,a,1,995,2,1
69,242,SourceMemColorResp,1,70,69,69,0,NL,2,4,4,14,11,10,16,5,6,3,5,a,s,0,428,1,1
70,243,SourceMemColorResp,1,71,70,70,0,MS,2,13,4,14,11,10,17,5,6,3,5,a,a,1,1013,2,1
71,244,SourceMemColorResp,1,72,71,71,0,NL,2,4,4,15,11,10,17,5,6,3,5,s,s,1,1390,1,1
72,245,SourceMemColorResp,1,73,72,72,0,MS,2,13,4,15,11,10,18,5,6,3,5,s,a,0,806,1,1
73,246,SourceMemColorResp,1,74,73,73,0,ML,1,5,4,15,11,10,18,5,6,3,6,a,0,0,1152,0,1
74,247,SourceMemColorResp,1,75,74,74,0,NS,2,5,3,15,12,10,18,5,6,3,6,a,a,1,953,2,1
75,248,SourceMemColorResp,1,76,75,75,0,NL,2,3,3,16,12,10,18,5,6,3,6,s,s,1,1040,1,1
76,249,SourceMemColorResp,1,77,76,76,0,ML,2,9,3,16,12,11,18,5,6,3,6,s,a,0,551,2,1
77,250,SourceMemColorResp,1,78,77,77,0,MS,1,11,3,16,12,11,18,5,6,4,6,s,0,0,943,0,1
78,251,SourceMemColorResp,1,79,78,78,0,ML,2,11,2,16,12,12,18,5,6,4,6,s,s,1,923,2,1
79,252,SourceMemColorResp,1,80,79,79,0,NL,1,8,2,16,12,12,18,5,7,4,6,s,0,0,1298,0,1
80,253,SourceMemColorResp,1,81,80,80,0,NS,2,8,4,16,13,12,18,5,7,4,6,a,s,0,507,2,1
81,254,SourceMemColorResp,1,82,81,81,0,NS,2,8,4,16,14,12,18,5,7,4,6,s,s,1,771,1,1
82,255,SourceMemColorResp,1,83,82,82,0,MS,2,13,4,16,14,12,19,5,7,4,6,s,a,0,1071,1,1
83,256,SourceMemColorResp,1,84,83,83,0,NL,2,2,4,17,14,12,19,5,7,4,6,a,a,1,1350,2,1
84,257,SourceMemColorResp,1,85,84,84,0,NL,2,3,4,18,14,12,19,5,7,4,6,a,s,0,829,1,1
85,258,SourceMemColorResp,1,86,85,85,0,ML,2,9,4,18,14,13,19,5,7,4,6,a,a,1,1206,1,1
86,259,SourceMemColorResp,1,87,0,86,1,ML,1,10,4,18,14,13,19,5,7,4,7,a,0,0,908,0,1
87,260,SourceMemColorResp,1,88,1,87,1,ML,2,10,3,18,14,14,19,5,7,4,7,a,a,1,870,2,1
88,261,SourceMemColorResp,1,89,2,88,1,NL,2,3,3,19,14,14,19,5,7,4,7,s,s,1,430,1,1
89,262,SourceMemColorResp,1,90,3,89,1,NL,2,2,3,20,14,14,19,5,7,4,7,s,a,0,775,1,1
90,263,SourceMemColorResp,1,91,4,90,1,ML,2,10,3,20,14,15,19,5,7,4,7,a,a,1,689,1,1
91,264,SourceMemColorResp,1,92,5,91,1,NL,2,1,3,21,14,15,19,5,7,4,7,a,a,1,1462,1,1
92,265,SourceMemColorResp,1,93,6,92,1,MS,2,14,3,21,14,15,20,5,7,4,7,a,a,1,767,2,1
93,266,SourceMemColorResp,1,94,7,93,1,MS,1,8,3,21,14,15,20,5,7,5,7,a,0,0,967,0,1
94,267,SourceMemColorResp,1,95,8,94,1,NS,2,8,1,21,15,15,20,5,7,5,7,a,s,0,832,1,1
95,268,SourceMemColorResp,1,96,9,95,1,NS,2,5,1,21,16,15,20,5,7,5,7,a,a,1,662,2,1
96,269,SourceMemColorResp,1,97,10,96,1,NS,2,7,1,21,17,15,20,5,7,5,7,a,s,0,826,1,1
97,270,SourceMemColorResp,1,98,11,97,1,NS,2,5,1,21,18,15,20,5,7,5,7,a,a,1,1016,1,1
98,271,SourceMemColorResp,1,99,12,98,1,NS,2,5,1,21,19,15,20,5,7,5,7,a,a,1,1361,2,1
99,272,SourceMemColorResp,1,100,13,99,1,MS,2,16,1,21,19,15,21,5,7,5,7,a,s,0,1211,1,1
100,273,SourceMemColorResp,1,101,14,100,1,NS,2,5,1,21,20,15,21,5,7,5,7,a,a,1,794,1,1
101,274,SourceMemColorResp,1,102,15,101,1,NS,1,9,1,21,20,15,21,6,7,5,7,a,0,0,387,0,1
102,275,SourceMemColorResp,1,103,16,102,1,ML,1,9,4,21,20,15,21,6,7,5,8,a,0,0,554,0,1
103,276,SourceMemColorResp,1,104,17,103,1,ML,2,9,3,21,20,16,21,6,7,5,8,a,a,1,1249,1,1
104,277,SourceMemColorResp,1,105,18,104,1,MS,2,13,3,21,20,16,22,6,7,5,8,a,a,1,285,1,1
105,278,SourceMemColorResp,1,106,19,105,1,MS,2,13,3,21,20,16,23,6,7,5,8,a,a,1,273,1,1
106,279,SourceMemColorResp,1,107,20,106,1,MS,2,14,3,21,20,16,24,6,7,5,8,s,a,0,1306,2,1
107,280,SourceMemColorResp,1,108,21,107,1,ML,2,12,3,21,20,17,24,6,7,5,8,s,s,1,1169,2,1
108,281,SourceMemColorResp,1,109,22,108,1,MS,2,16,3,21,20,17,25,6,7,5,8,a,s,0,714,1,1
109,282,SourceMemColorResp,1,110,23,109,1,ML,2,10,3,21,20,18,25,6,7,5,8,s,a,0,689,1,1
110,283,SourceMemColorResp,1,111,24,110,1,MS,1,14,3,21,20,18,25,6,7,6,8,a,0,0,1658,0,1
111,284,SourceMemColorResp,1,112,25,111,1,MS,2,14,3,21,20,18,26,6,7,6,8,s,a,0,1012,2,1
112,285,SourceMemColorResp,1,113,26,112,1,NL,2,4,3,22,20,18,26,6,7,6,8,a,s,0,941,2,1
113,286,SourceMemColorResp,1,114,27,113,1,ML,2,11,3,22,20,19,26,6,7,6,8,a,s,0,901,2,1
114,287,SourceMemColorResp,1,115,28,114,1,MS,1,11,3,22,20,19,26,6,7,7,8,s,0,0,942,0,1
115,288,SourceMemColorResp,1,116,29,115,1,ML,2,11,2,22,20,20,26,6,7,7,8,s,s,1,1097,2,1
116,289,SourceMemColorResp,1,117,30,116,1,NS,2,7,2,22,21,20,26,6,7,7,8,a,s,0,834,1,1
117,290,SourceMemColorResp,1,118,31,117,1,NL,2,2,2,23,21,20,26,6,7,7,8,a,a,1,810,2,1
118,291,SourceMemColorResp,1,119,32,118,1,MS,2,15,2,23,21,20,27,6,7,7,8,s,s,1,819,2,1
119,292,SourceMemColorResp,1,120,33,119,1,NS,2,8,2,23,22,20,27,6,7,7,8,a,s,0,666,2,1
120,293,SourceMemColorResp,1,121,34,120,1,NL,1,8,2,23,22,20,27,6,8,7,8,a,0,0,804,0,1
121,294,SourceMemColorResp,1,122,35,121,1,NS,2,8,3,23,23,20,27,6,8,7,8,s,s,1,1308,2,1
122,295,SourceMemColorResp,1,123,36,122,1,NL,2,4,3,24,23,20,27,6,8,7,8,a,s,0,950,2,1
123,296,SourceMemColorResp,1,124,37,123,1,MS,1,8,3,24,23,20,27,6,8,8,8,s,0,0,1150,0,1
124,297,SourceMemColorResp,1,125,38,124,1,NS,2,8,2,24,24,20,27,6,8,8,8,a,s,0,517,2,1
125,298,SourceMemColorResp,1,126,39,125,1,NL,2,4,2,25,24,20,27,6,8,8,8,s,s,1,1023,2,1
126,299,SourceMemColorResp,1,127,40,126,1,ML,2,11,2,25,24,21,27,6,8,8,8,a,s,0,311,2,1
127,300,SourceMemColorResp,1,128,41,127,1,ML,2,11,2,25,24,22,27,6,8,8,8,s,s,1,865,1,1
128,301,SourceMemColorResp,1,129,42,128,1,NL,1,1,2,25,24,22,27,6,9,8,8,a,0,0,441,0,1
129,302,SourceMemColorResp,1,130,43,129,1,NS,1,1,1,25,24,22,27,7,9,8,8,a,0,0,818,0,1
130,303,SourceMemColorResp,1,131,44,130,1,NL,2,1,3,26,24,22,27,7,9,8,8,s,a,0,873,1,1
131,304,SourceMemColorResp,1,132,45,131,1,MS,2,14,3,26,24,22,28,7,9,8,8,a,a,1,789,1,1
132,305,SourceMemColorResp,1,133,46,132,1,ML,2,10,3,26,24,23,28,7,9,8,8,a,a,1,735,1,1
133,306,SourceMemColorResp,1,134,47,133,1,MS,1,14,3,26,24,23,28,7,9,9,8,a,0,0,983,0,1
134,307,SourceMemColorResp,1,135,48,134,1,NS,1,14,1,26,24,23,28,8,9,9,8,a,0,0,992,0,1
135,308,SourceMemColorResp,1,136,49,135,1,MS,2,14,4,26,24,23,29,8,9,9,8,a,a,1,696,2,1
136,309,SourceMemColorResp,1,137,50,136,1,ML,1,11,4,26,24,23,29,8,9,9,9,s,0,0,352,0,1
137,310,SourceMemColorResp,1,138,51,137,1,ML,2,11,3,26,24,24,29,8,9,9,9,s,s,1,298,1,1
138,311,SourceMemColorResp,1,139,52,138,1,NL,2,1,3,27,24,24,29,8,9,9,9,s,a,0,1337,1,1
139,312,SourceMemColorResp,1,140,53,139,1,MS,2,14,3,27,24,24,30,8,9,9,9,a,a,1,609,1,1
140,313,SourceMemColorResp,1,141,54,140,1,MS,1,1,3,27,24,24,30,8,9,10,9,a,0,0,745,0,1
141,314,SourceMemColorResp,1,142,55,141,1,NL,2,1,1,28,24,24,30,8,9,10,9,a,a,1,1010,1,1
142,315,SourceMemColorResp,1,143,56,142,1,NS,2,6,1,28,25,24,30,8,9,10,9,s,a,0,666,2,1
143,316,SourceMemColorResp,1,144,57,143,1,NL,2,3,1,29,25,24,30,8,9,10,9,a,s,0,609,1,1
144,317,SourceMemColorResp,1,145,58,144,1,NS,2,5,1,29,26,24,30,8,9,10,9,a,a,1,1803,2,1
145,318,SourceMemColorResp,1,146,59,145,1,MS,2,16,1,29,26,24,31,8,9,10,9,a,s,0,436,1,1
146,319,SourceMemColorResp,1,147,60,146,1,ML,2,9,1,29,26,25,31,8,9,10,9,a,a,1,590,1,1
147,320,SourceMemColorResp,1,148,61,147,1,ML,2,10,1,29,26,26,31,8,9,10,9,s,a,0,310,2,1
148,321,SourceMemColorResp,1,149,62,148,1,NL,2,3,1,30,26,26,31,8,9,10,9,a,s,0,720,2,1
149,322,SourceMemColorResp,1,150,63,149,1,NS,1,4,1,30,26,26,31,9,9,10,9,a,0,0,775,0,1
150,323,SourceMemColorResp,1,151,64,150,1,NL,2,4,4,31,26,26,31,9,9,10,9,a,s,0,689,2,1
151,324,SourceMemColorResp,1,152,65,151,1,ML,1,11,4,31,26,26,31,9,9,10,10,a,0,0,1482,0,1
152,325,SourceMemColorResp,1,153,66,152,1,NS,1,11,1,31,26,26,31,10,9,10,10,a,0,0,995,0,1
153,326,SourceMemColorResp,1,154,67,153,1,ML,2,11,2,31,26,27,31,10,9,10,10,a,s,0,684,1,1
154,327,SourceMemColorResp,1,155,68,154,1,ML,2,9,2,31,26,28,31,10,9,10,10,s,a,0,948,1,1
155,328,SourceMemColorResp,1,156,69,155,1,ML,2,10,2,31,26,29,31,10,9,10,10,a,a,1,654,1,1
156,329,SourceMemColorResp,1,157,70,156,1,NS,2,6,2,31,27,29,31,10,9,10,10,s,a,0,662,2,1
157,330,SourceMemColorResp,1,158,71,157,1,MS,2,15,2,31,27,29,32,10,9,10,10,s,s,1,1277,2,1
158,331,SourceMemColorResp,1,159,72,158,1,NL,1,12,2,31,27,29,32,10,10,10,10,a,0,0,598,0,1
159,332,SourceMemColorResp,1,160,73,159,1,NS,1,12,1,31,27,29,32,11,10,10,10,a,0,0,367,0,1
160,333,SourceMemColorResp,1,161,74,160,1,ML,2,12,2,31,27,30,32,11,10,10,10,a,s,0,312,2,1
161,334,SourceMemColorResp,1,162,75,161,1,NS,2,7,2,31,28,30,32,11,10,10,10,s,s,1,1169,2,1
162,335,SourceMemColorResp,1,163,76,162,1,NL,1,12,2,31,28,30,32,11,11,10,10,a,0,0,907,0,1
163,336,SourceMemColorResp,1,164,77,163,1,ML,2,12,3,31,28,31,32,11,11,10,10,a,s,0,322,2,1
164,337,SourceMemColorResp,1,165,78,164,1,ML,2,11,3,31,28,32,32,11,11,10,10,a,s,0,1373,2,1
165,338,SourceMemColorResp,1,166,79,165,1,NL,2,4,3,32,28,32,32,11,11,10,10,a,s,0,1238,1,1
166,339,SourceMemColorResp,1,167,80,166,1,NS,2,6,3,32,29,32,32,11,11,10,10,a,a,1,302,1,1
167,340,SourceMemColorResp,1,168,81,167,1,MS,1,6,3,32,29,32,32,11,11,11,10,a,0,0,1495,0,1
168,341,SourceMemColorResp,1,169,82,168,1,NS,2,6,4,32,30,32,32,11,11,11,10,a,a,1,1650,2,1
169,342,SourceMemColorResp,1,170,83,169,1,ML,1,7,4,32,30,32,32,11,11,11,11,a,0,0,1084,0,1
170,343,SourceMemColorResp,1,171,84,170,1,NS,2,7,,32,31,32,32,11,11,11,11,a,s,0,729,1,1
171,344,SourceMemColorResp,1,172,85,171,1,NS,2,5,,32,32,32,32,11,11,11,11,a,a,1,383,"1
SourceMemShape",1
0,173,SourceMemColorRespITI,3,1,0,0,0,NS,2,5,,0,1,0,0,0,0,0,0,h,a,0,,1,2
1,174,SourceMemColorRespITI,3,2,1,1,0,ML,1,2,4,0,1,0,0,0,0,0,1,h,0,0,,0,2
2,175,SourceMemColorResp,3,3,2,2,0,NL,2,2,2,1,1,0,0,0,0,0,1,s,a,0,1542,2,2
3,176,SourceMemColorRespITI,3,4,3,3,0,ML,2,11,2,1,1,1,0,0,0,0,1,h,s,0,1542,1,2
4,177,SourceMemColorRespITI,3,5,4,4,0,NL,1,10,2,1,1,1,0,0,1,0,1,0,0,1,1542,0,2
5,178,SourceMemColorRespITI,3,6,5,5,0,NS,1,10,1,1,1,1,0,1,1,0,1,0,0,1,1542,0,2
6,179,SourceMemColorResp,3,7,6,6,0,ML,2,10,2,1,1,2,0,1,1,0,1,s,a,0,1400,2,2
7,180,SourceMemColorResp,3,8,7,7,0,NL,2,3,2,2,1,2,0,1,1,0,1,a,s,0,1125,1,2
8,181,SourceMemColorRespITI,3,9,8,8,0,MS,2,13,2,2,1,2,1,1,1,0,1,j,a,0,1125,2,2
9,182,SourceMemColorResp,3,10,9,9,0,NS,2,7,2,2,2,2,1,1,1,0,1,a,s,0,1139,2,2
10,183,SourceMemColorResp,3,11,10,10,0,ML,2,12,2,2,2,3,1,1,1,0,1,s,s,1,1640,1,2
11,184,SourceMemColorResp,3,12,11,11,0,NS,2,5,2,2,3,3,1,1,1,0,1,a,a,1,1107,2,2
12,185,SourceMemColorResp,3,13,12,12,0,NL,2,4,2,3,3,3,1,1,1,0,1,a,s,0,1003,1,2
13,186,SourceMemColorResp,3,14,13,13,0,NS,2,6,2,3,4,3,1,1,1,0,1,s,a,0,1335,2,2
14,187,SourceMemColorResp,3,15,14,14,0,NS,2,7,2,3,5,3,1,1,1,0,1,a,s,0,871,2,2
15,188,SourceMemColorResp,3,16,15,15,0,NL,2,3,2,4,5,3,1,1,1,0,1,s,s,1,946,1,2
16,189,SourceMemColorResp,3,17,16,16,0,NS,2,6,2,4,6,3,1,1,1,0,1,a,a,1,848,2,2
17,190,SourceMemColorResp,3,18,17,17,0,NS,2,8,2,4,7,3,1,1,1,0,1,a,s,0,784,2,2
18,191,SourceMemColorResp,3,19,18,18,0,NL,2,3,2,5,7,3,1,1,1,0,1,a,s,0,1114,2,2
19,192,SourceMemColorResp,3,20,19,19,0,ML,2,12,2,5,7,4,1,1,1,0,1,a,s,0,789,1,2
20,193,SourceMemColorResp,3,21,20,20,0,NL,1,10,2,5,7,4,1,1,2,0,1,a,0,0,1143,0,2
21,194,SourceMemColorResp,3,22,21,21,0,ML,2,10,3,5,7,5,1,1,2,0,1,a,a,1,1610,2,2
22,195,SourceMemColorResp,3,23,22,22,0,MS,2,16,3,5,7,5,2,1,2,0,1,a,s,0,862,1,2
23,196,SourceMemColorResp,3,24,23,23,0,NL,2,2,3,6,7,5,2,1,2,0,1,a,a,1,1352,2,2
24,197,SourceMemColorResp,3,25,24,24,0,MS,1,15,3,6,7,5,2,1,2,1,1,a,0,0,836,0,2
25,198,SourceMemColorResp,3,26,25,25,0,NS,1,15,1,6,7,5,2,2,2,1,1,a,0,0,1156,0,2
26,199,SourceMemColorRespITI,3,27,26,26,0,MS,2,15,3,6,7,5,3,2,2,1,1,h,s,0,1156,2,2
27,200,SourceMemColorResp,3,28,27,27,0,NS,2,7,3,6,8,5,3,2,2,1,1,a,s,0,1460,1,2
28,201,SourceMemColorResp,3,29,28,28,0,MS,1,9,3,6,8,5,3,2,2,2,1,a,0,0,840,0,2
29,202,SourceMemColorResp,3,30,29,29,0,ML,2,9,1,6,8,6,3,2,2,2,1,a,a,1,1820,1,2
30,203,SourceMemColorRespITI,3,31,30,30,0,NL,2,1,1,7,8,6,3,2,2,2,1,h,a,0,1820,1,2
31,204,SourceMemColorResp,3,32,31,31,0,ML,2,9,1,7,8,7,3,2,2,2,1,a,a,1,705,2,2
32,205,SourceMemColorRespITI,3,33,32,32,0,MS,2,15,1,7,8,7,4,2,2,2,1,h,s,0,705,1,2
33,206,SourceMemColorResp,3,34,33,33,0,MS,2,14,1,7,8,7,5,2,2,2,1,a,a,1,1961,2,2
34,207,SourceMemColorResp,3,35,34,34,0,NS,1,11,1,7,8,7,5,3,2,2,1,a,0,0,1806,0,2
35,208,SourceMemColorResp,3,36,35,35,0,ML,1,11,4,7,8,7,5,3,2,2,2,a,0,0,865,0,2
36,209,SourceMemColorResp,3,37,36,36,0,ML,2,11,1,7,8,8,5,3,2,2,2,a,s,0,797,2,2
37,210,SourceMemColorResp,3,38,37,37,0,NS,1,8,1,7,8,8,5,4,2,2,2,s,0,0,1688,0,2
38,211,SourceMemColorResp,3,39,38,38,0,NS,2,8,4,7,9,8,5,4,2,2,2,s,s,1,794,1,2
39,212,SourceMemColorResp,3,40,39,39,0,NL,2,2,4,8,9,8,5,4,2,2,2,a,a,1,1728,1,2
40,213,SourceMemColorResp,3,41,40,40,0,NL,2,2,4,9,9,8,5,4,2,2,2,a,a,1,873,1,2
41,214,SourceMemColorResp,3,42,41,41,0,MS,2,13,4,9,9,8,6,4,2,2,2,s,a,0,1374,1,2
42,215,SourceMemColorResp,3,43,42,42,0,NL,2,1,4,10,9,8,6,4,2,2,2,a,a,1,1262,2,2
43,216,SourceMemColorResp,3,44,43,43,0,MS,2,16,4,10,9,8,7,4,2,2,2,s,s,1,1083,2,2
44,217,SourceMemColorRespITI,3,45,44,44,0,NL,2,3,4,11,9,8,7,4,2,2,2,h,s,0,1083,1,2
45,218,SourceMemColorResp,3,46,45,45,0,ML,2,9,4,11,9,9,7,4,2,2,2,s,a,0,1089,2,2
46,219,SourceMemColorRespITI,3,47,46,46,0,NL,2,3,4,12,9,9,7,4,2,2,2,h,s,0,1089,2,2
47,220,SourceMemColorResp,3,48,47,47,0,ML,1,16,4,12,9,9,7,4,2,2,3,s,0,0,939,0,2
48,221,SourceMemColorResp,3,49,48,48,0,MS,2,16,3,12,9,9,8,4,2,2,3,a,s,0,1523,1,2
49,222,SourceMemColorRespITI,3,50,49,49,0,MS,2,13,3,12,9,9,9,4,2,2,3,l,a,0,1523,2,2
50,223,SourceMemColorResp,3,51,50,50,0,ML,2,11,3,12,9,10,9,4,2,2,3,a,s,0,772,2,2
51,224,SourceMemColorResp,3,52,51,51,0,NS,2,7,3,12,10,10,9,4,2,2,3,a,s,0,631,1,2
