,Unnamed: 0,TypeOfResponse,LogCounter,TrialCounter,MatrixCounter,RunCounter,ProcedurePreseted,FaceStimMatrix,TrialType,PressCorrect,ResponseMatrix,keyPressed,Accuracy,RT,FeedbackType,PracticeACCCount,ACCCount,subject
0,517,FillerResp,1,0,0,0,1,4,0,z,1,z,1,632,0,1,0,1
1,518,FillerResp,2,1,1,0,1,4,0,z,1,z,1,754,0,2,0,1
2,519,FillerResp,3,2,2,0,1,3,0,z,1,z,1,570,0,3,0,1
3,520,FillerResp,4,3,3,0,1,2,0,c,2,z,0,578,0,3,0,1
4,521,FillerRespITI,5,4,4,0,1,1,0,c,2,0,0,578,0,3,0,1
5,522,FillerResp,6,5,5,0,1,3,0,z,1,z,1,694,0,4,0,1
6,523,FillerResp,7,6,6,0,1,1,0,c,2,c,1,623,0,5,0,1
7,524,FillerResp,8,7,7,0,1,2,0,c,2,c,1,838,0,6,0,1
8,525,FillerResp,9,8,8,0,1,1,0,c,2,c,1,782,0,7,0,1
9,526,FillerResp,10,9,9,0,2,3,0,c,2,z,0,437,0,7,0,1
10,527,FillerRespITI,11,10,10,0,2,2,0,z,1,0,0,437,0,7,0,1
11,528,FillerResp,12,11,11,0,2,3,0,c,2,z,0,702,0,7,0,1
12,529,FillerResp,13,12,12,0,2,4,0,z,1,c,0,949,0,7,0,1
13,530,FillerResp,14,13,13,0,2,1,0,c,2,c,1,796,0,8,0,1
14,531,FillerResp,15,14,14,0,2,2,0,z,1,z,1,772,0,9,0,1
15,532,FillerResp,16,15,15,0,2,4,0,z,1,z,1,651,0,10,0,1
16,533,FillerResp,17,16,16,0,2,2,0,z,1,z,1,533,0,11,0,1
17,534,FillerRespITI,18,17,17,0,2,3,0,c,2,0,0,533,0,11,0,1
18,535,FillerRespITI,19,18,18,0,1,2,0,c,2,0,0,533,0,11,0,1
19,536,FillerResp,20,19,19,0,2,3,0,c,2,c,1,890,0,12,0,1
20,537,FillerResp,21,20,20,0,1,4,0,z,1,z,1,753,0,13,0,1
21,538,FillerResp,22,21,21,0,2,1,0,c,2,c,1,826,0,14,0,1
22,539,FillerResp,23,22,22,0,1,1,0,c,2,z,0,898,0,14,0,1
23,540,FillerResp,24,23,23,0,2,4,0,z,1,z,1,889,0,15,0,1
24,541,FillerResp,25,24,24,0,1,2,0,c,2,c,1,817,0,16,0,1
25,542,FillerResp,26,25,25,0,2,2,0,z,1,c,0,697,0,16,0,1
26,543,FillerRespITI,27,26,26,0,1,3,0,z,1,0,0,697,0,16,0,1
27,544,FillerResp,28,27,27,0,2,1,0,c,2,c,1,671,0,17,0,1
28,545,FillerResp,29,28,28,0,2,4,2,z,1,z,1,783,0,17,1,1
29,546,FillerRespITI,30,29,29,0,1,1,1,c,2,0,0,783,0,17,1,1
30,547,FillerResp,31,30,30,0,2,3,1,c,2,c,1,639,0,17,2,1
31,548,FillerResp,32,31,31,0,2,4,2,z,1,z,1,707,0,17,3,1
32,549,FillerResp,33,32,32,0,2,1,2,c,2,c,1,680,0,17,4,1
33,550,FillerResp,34,33,33,0,1,4,1,z,1,z,1,767,0,17,5,1
34,551,FillerResp,35,34,34,0,1,3,2,z,1,z,1,551,0,17,6,1
35,552,FillerResp,36,35,35,0,2,1,1,c,2,c,1,751,0,17,7,1
36,553,FillerResp,37,36,36,0,1,4,1,z,1,z,1,711,0,17,8,1
37,554,FillerResp,38,37,37,0,1,2,2,c,2,c,1,657,0,17,9,1
38,555,FillerResp,39,38,38,0,2,2,1,z,1,c,0,872,0,17,9,1
39,556,FillerResp,40,39,39,0,1,3,1,z,1,z,1,928,0,17,10,1
40,557,FillerResp,41,40,40,0,1,1,2,c,2,c,1,632,0,17,11,1
41,558,FillerResp,42,41,41,0,1,3,2,z,1,z,1,640,0,17,12,1
42,559,FillerResp,43,42,42,0,2,2,1,z,1,c,0,583,0,17,12,1
43,560,FillerResp,44,43,43,0,2,4,2,z,1,z,1,624,0,17,13,1
44,561,FillerResp,45,44,44,0,1,2,1,c,2,c,1,696,0,17,14,1
45,562,FillerResp,46,45,45,0,1,3,2,z,1,z,1,655,0,17,15,1
46,563,FillerResp,47,46,46,0,2,1,1,c,2,c,1,838,0,17,16,1
47,564,FillerResp,48,47,47,0,2,4,2,z,1,z,1,655,0,17,17,1
48,565,FillerResp,49,48,48,0,1,3,1,z,1,c,0,618,0,17,17,1
49,566,FillerResp,50,49,49,0,2,3,1,c,2,c,1,817,0,17,18,1
50,567,FillerResp,51,50,50,0,1,1,1,c,2,c,1,699,0,17,19,1
51,568,FillerResp,52,51,51,0,2,2,1,z,1,c,0,659,0,17,19,1
52,569,FillerResp,53,52,52,0,2,2,2,z,1,z,1,681,0,17,20,1
53,570,FillerResp,54,53,53,0,2,4,2,z,1,z,1,496,0,17,21,1
54,571,FillerResp,55,54,54,0,2,4,2,z,1,z,1,542,0,17,22,1
55,572,FillerResp,56,55,55,0,1,1,1,c,2,c,1,817,0,17,23,1
56,573,FillerResp,57,56,56,0,1,1,2,c,2,c,1,681,0,17,24,1
57,574,FillerResp,58,57,57,0,1,3,2,z,1,z,1,816,0,17,25,1
58,575,FillerResp,59,58,58,0,1,4,2,z,1,z,1,520,0,17,26,1
59,576,FillerResp,60,59,59,0,1,2,2,c,2,c,1,642,0,17,27,1
60,577,FillerResp,61,60,60,0,1,4,2,z,1,z,1,696,0,17,28,1
61,578,FillerResp,62,61,61,0,1,3,2,z,1,z,1,496,0,17,29,1
62,579,FillerResp,63,62,62,0,2,2,1,z,1,z,1,840,0,17,30,1
63,580,FillerResp,64,63,63,0,1,1,1,c,2,c,1,928,0,17,31,1
64,581,FillerResp,65,64,64,0,2,3,1,c,2,z,0,777,0,17,31,1
65,582,FillerResp,66,65,65,0,2,1,2,c,2,c,1,688,0,17,32,1
66,583,FillerResp,67,66,66,0,2,3,2,c,2,c,1,743,0,17,33,1
67,584,FillerResp,68,67,67,0,1,2,1,c,2,c,1,623,0,17,34,1
68,585,FillerResp,69,68,68,0,1,1,2,c,2,c,1,760,0,17,35,1
69,586,FillerResp,70,69,69,0,2,4,1,z,1,c,0,816,0,17,35,1
70,587,FillerResp,71,70,70,0,2,2,2,z,1,z,1,631,0,17,36,1
71,588,FillerResp,72,71,71,0,2,4,2,z,1,z,1,543,0,17,37,1
72,589,FillerResp,73,72,72,0,1,4,1,z,1,z,1,742,0,17,38,1
73,590,FillerResp,74,73,73,0,2,3,1,c,2,z,0,606,0,17,38,1
74,591,FillerResp,75,74,74,0,2,1,2,c,2,c,1,630,0,17,39,1
75,592,FillerResp,76,75,75,0,2,4,2,z,1,z,1,542,0,17,40,1
76,593,FillerResp,77,76,76,0,1,1,1,c,2,c,1,709,0,17,41,1
77,594,FillerResp,78,77,77,0,2,2,1,z,1,z,1,862,0,17,42,1
78,595,FillerRespITI,79,78,78,0,1,3,1,z,1,0,0,862,0,17,42,1
79,596,FillerResp,80,79,79,0,1,2,2,c,2,z,0,709,0,17,42,1
80,597,FillerResp,81,80,80,0,1,4,2,z,1,z,1,782,0,17,43,1
81,598,FillerResp,82,81,81,0,2,2,1,z,1,z,1,753,0,17,44,1
82,599,FillerResp,83,82,82,0,2,1,2,c,2,c,1,797,0,17,45,1
83,600,FillerResp,84,83,83,0,2,1,2,c,2,c,1,499,0,17,46,1
84,601,FillerResp,85,84,84,0,1,4,1,z,1,z,1,652,0,17,47,1
85,602,FillerResp,86,85,85,0,2,3,1,c,2,c,1,789,0,17,48,1
86,603,FillerResp,87,86,86,0,1,3,1,z,1,z,1,619,0,17,49,1
87,604,FillerResp,88,87,87,0,1,2,2,c,2,c,1,659,0,17,50,1
88,605,FillerResp,89,88,88,0,2,2,1,z,1,z,1,860,0,17,51,1
89,606,FillerResp,90,89,89,0,1,1,1,c,2,c,1,660,0,17,52,1
90,607,FillerResp,91,90,90,0,1,4,2,z,1,z,1,571,0,17,53,1
91,608,FillerResp,92,91,91,0,2,3,1,c,2,c,1,612,0,17,54,1
92,609,FillerResp,93,92,92,0,1,4,1,z,1,z,1,540,0,17,55,1
93,610,FillerResp,94,93,93,0,1,2,2,c,2,c,1,627,0,17,56,1
94,611,FillerResp,95,94,94,0,2,3,1,c,2,z,0,650,0,17,56,1
95,612,FillerResp,96,95,95,0,1,1,1,c,2,c,1,706,0,17,57,1
96,613,FillerResp,97,96,96,0,2,2,1,z,1,z,1,827,0,17,58,1
97,614,FillerResp,98,97,97,0,2,3,2,c,2,z,0,818,0,17,58,1
98,615,FillerResp,99,98,98,0,1,4,1,z,1,z,1,747,0,17,59,1
99,616,FillerResp,100,99,99,0,1,2,2,c,2,c,1,643,0,17,60,1
100,617,FillerResp,101,100,100,0,2,1,1,c,2,c,1,698,0,17,61,1
101,618,FillerResp,102,101,101,0,1,1,1,c,2,z,0,548,0,17,61,1
102,619,FillerResp,103,102,102,0,1,4,2,z,1,z,1,793,0,17,62,1
103,620,FillerResp,104,103,103,0,1,3,2,z,1,z,1,657,0,17,63,1
104,621,FillerResp,105,104,104,0,1,1,2,c,2,c,1,794,0,17,64,1
105,622,FillerResp,106,105,105,0,2,4,1,z,1,z,1,689,0,17,65,1
106,623,FillerResp,107,106,106,0,2,1,2,c,2,c,1,569,0,17,66,1
107,624,FillerResp,108,107,107,0,2,2,2,z,1,c,0,674,0,17,66,1
108,625,FillerResp,109,108,108,0,2,4,2,z,1,z,1,680,0,17,67,1
109,626,FillerResp,110,109,109,0,1,2,1,c,2,z,0,658,0,17,67,1
110,627,FillerResp,111,110,110,0,2,3,1,c,2,c,1,970,0,17,68,1
111,628,FillerResp,112,111,111,0,2,3,2,c,2,c,1,705,0,17,69,1
112,629,FillerResp,113,112,112,0,1,1,1,c,2,z,0,842,0,17,69,1
113,630,FillerResp,114,113,113,0,1,2,2,c,2,c,1,848,0,17,70,1
114,631,FillerRespITI,115,114,114,0,2,1,1,c,2,0,0,848,0,17,70,1
115,632,FillerResp,116,115,115,0,2,3,2,c,2,z,0,681,0,17,70,1
116,633,FillerResp,117,116,116,0,1,4,1,z,1,c,0,800,0,17,70,1
117,634,FillerResp,118,117,117,0,1,4,2,z,1,z,1,504,0,17,71,1
118,635,FillerResp,119,118,118,0,1,2,2,c,2,c,1,688,0,17,72,1
119,636,FillerResp,120,119,119,0,2,3,1,c,2,z,0,632,0,17,72,1
0,517,FillerRespITI,1,0,0,0,1,1,0,c,2,0,0,,0,0,0,2
1,518,FillerResp,2,1,1,0,1,4,0,z,1,z,1,811,0,1,0,2
2,519,FillerResp,3,2,2,0,1,1,0,c,2,z,0,833,0,1,0,2
3,520,FillerResp,4,3,3,0,1,2,0,c,2,z,0,678,0,1,0,2
4,521,FillerResp,5,4,4,0,1,4,0,z,1,z,1,564,0,2,0,2
5,522,FillerResp,6,5,5,0,1,2,0,c,2,z,0,433,0,2,0,2
6,523,FillerResp,7,6,6,0,1,3,0,z,1,z,1,347,0,3,0,2
7,524,FillerResp,8,7,7,0,1,3,0,z,1,z,1,624,0,4,0,2
8,525,FillerResp,9,8,8,0,1,2,0,c,2,z,0,509,0,4,0,2
9,526,FillerResp,10,9,9,0,2,1,0,c,2,c,1,779,0,5,0,2
10,527,FillerResp,11,10,10,0,2,4,0,z,1,c,0,524,0,5,0,2
11,528,FillerResp,12,11,11,0,2,3,0,c,2,c,1,547,0,6,0,2
12,529,FillerResp,13,12,12,0,2,1,0,c,2,c,1,538,0,7,0,2
13,530,FillerResp,14,13,13,0,2,2,0,z,1,c,0,672,0,7,0,2
14,531,FillerResp,15,14,14,0,2,4,0,z,1,c,0,655,0,7,0,2
15,532,FillerResp,16,15,15,0,2,3,0,c,2,c,1,646,0,8,0,2
16,533,FillerResp,17,16,16,0,2,2,0,z,1,c,0,486,0,8,0,2
17,534,FillerRespITI,18,17,17,0,2,2,0,z,1,0,0,486,0,8,0,2
18,535,FillerResp,19,18,18,0,1,3,0,z,1,z,1,616,0,9,0,2
19,536,FillerResp,20,19,19,0,2,1,0,c,2,c,1,600,0,10,0,2
20,537,FillerResp,21,20,20,0,1,1,0,c,2,z,0,842,0,10,0,2
21,538,FillerResp,22,21,21,0,2,4,0,z,1,c,0,692,0,10,0,2
22,539,FillerResp,23,22,22,0,1,3,0,z,1,z,1,644,0,11,0,2
23,540,FillerResp,24,23,23,0,2,4,0,z,1,c,0,285,0,11,0,2
24,541,FillerResp,25,24,24,0,1,3,0,z,1,z,1,422,0,12,0,2
25,542,FillerResp,26,25,25,0,2,4,0,z,1,c,0,443,0,12,0,2
26,543,FillerResp,27,26,26,0,1,3,0,z,1,z,1,380,0,13,0,2
27,544,FillerResp,28,27,27,0,2,2,0,z,1,c,0,693,0,13,0,2
28,545,FillerRespITI,29,28,28,0,1,1,1,c,2,0,0,693,0,13,0,2
29,546,FillerRespITI,30,29,29,0,1,2,2,c,2,0,0,693,0,13,0,2
30,547,FillerRespITI,31,30,30,0,2,1,1,c,2,c,0,693,0,13,0,2
31,548,FillerResp,32,31,31,0,1,4,1,z,1,z,1,902,0,13,1,2
32,549,FillerRespITI,33,32,32,0,2,1,1,c,2,0,0,902,0,13,1,2
33,550,FillerResp,34,33,33,0,1,1,1,c,2,z,0,557,0,13,1,2
34,551,FillerRespITI,35,34,34,0,1,2,2,c,2,0,0,557,0,13,1,2
35,552,FillerResp,36,35,35,0,1,3,2,z,1,c,0,502,0,13,1,2
36,553,FillerResp,37,36,36,0,1,3,2,z,1,c,0,998,0,13,1,2
37,554,FillerRespITI,38,37,37,0,2,2,1,z,1,0,0,998,0,13,1,2
38,555,FillerResp,39,38,38,0,1,4,1,z,1,z,1,658,0,13,2,2
39,556,FillerRespITI,40,39,39,0,2,4,1,z,1,0,0,658,0,13,2,2
40,557,FillerResp,41,40,40,0,2,4,2,z,1,z,1,927,0,13,3,2
41,558,FillerResp,42,41,41,0,1,4,1,z,1,z,1,880,0,13,4,2
42,559,FillerRespITI,43,42,42,0,1,2,2,c,2,0,0,880,0,13,4,2
43,560,FillerResp,44,43,43,0,2,3,1,c,2,c,1,975,0,13,5,2
44,561,FillerRespITI,45,44,44,0,2,1,2,c,2,0,0,975,0,13,5,2
45,562,FillerResp,46,45,45,0,1,3,1,z,1,z,1,990,0,13,6,2
46,563,FillerRespITI,47,46,46,0,2,2,1,z,1,0,0,990,0,13,6,2
47,564,FillerRespITI,48,47,47,0,1,1,1,c,2,0,0,990,0,13,6,2
48,565,FillerRespITI,49,48,48,0,1,3,2,z,1,0,0,990,0,13,6,2
49,566,FillerResp,50,49,49,0,2,1,1,c,2,c,1,877,0,13,7,2
50,567,FillerResp,51,50,50,0,1,3,1,z,1,z,1,759,0,13,8,2
51,568,FillerRespITI,52,51,51,0,1,1,2,c,2,0,0,759,0,13,8,2
52,569,FillerResp,53,52,52,0,1,2,2,c,2,c,1,999,0,13,9,2
53,570,FillerResp,54,53,53,0,1,2,2,c,2,c,1,873,0,13,10,2
54,571,FillerRespITI,55,54,54,0,1,4,2,z,1,z,0,1012,1,13,10,2
55,572,FillerResp,56,55,55,0,1,4,2,z,1,z,1,700,0,13,11,2
56,573,FillerRespITI,57,56,56,0,2,3,1,c,2,0,0,700,0,13,11,2
57,574,FillerRespITI,58,57,57,0,1,1,1,c,2,c,0,1001,1,13,11,2
58,575,FillerResp,59,58,58,0,2,3,1,c,2,c,1,890,0,13,12,2
59,576,FillerResp,60,59,59,0,1,4,1,z,1,z,1,844,0,13,13,2
60,577,FillerResp,61,60,60,0,1,2,2,c,2,c,1,896,0,13,14,2
61,578,FillerResp,62,61,61,0,2,4,1,z,1,z,1,993,0,13,15,2
62,579,FillerRespITI,63,62,62,0,1,2,1,c,2,0,0,993,0,13,15,2
63,580,FillerResp,64,63,63,0,1,1,2,c,2,c,1,865,0,13,16,2
64,581,FillerResp,65,64,64,0,2,3,1,c,2,c,1,994,0,13,17,2
65,582,FillerResp,66,65,65,0,2,3,2,c,2,c,1,662,0,13,18,2
66,583,FillerRespITI,67,66,66,0,1,1,1,c,2,c,0,1010,1,13,18,2
67,584,FillerResp,68,67,67,0,2,4,1,z,1,z,1,751,0,13,19,2
68,585,FillerResp,69,68,68,0,2,2,2,z,1,z,1,958,0,13,20,2
69,586,FillerResp,70,69,69,0,2,1,2,c,2,c,1,840,0,13,21,2
70,587,FillerResp,71,70,70,0,1,2,1,c,2,z,0,577,0,13,21,2
71,588,FillerResp,72,71,71,0,1,4,2,z,1,z,1,781,0,13,22,2
72,589,FillerResp,73,72,72,0,1,4,2,z,1,z,1,700,0,13,23,2
73,590,FillerResp,74,73,73,0,2,4,1,z,1,z,1,834,0,13,24,2
74,591,FillerResp,75,74,74,0,1,3,1,z,1,c,0,934,0,13,24,2
75,592,FillerResp,76,75,75,0,2,2,1,z,1,c,0,922,0,13,24,2
76,593,FillerResp,77,76,76,0,1,3,1,z,1,z,1,694,0,13,25,2
77,594,FillerResp,78,77,77,0,1,1,2,c,2,c,1,864,0,13,26,2
78,595,FillerRespITI,79,78,78,0,1,2,2,c,2,0,0,864,0,13,26,2
79,596,FillerResp,80,79,79,0,2,1,1,c,2,c,1,924,0,13,27,2
80,597,FillerResp,81,80,80,0,1,1,1,c,2,c,1,656,0,13,28,2
81,598,FillerResp,82,81,81,0,2,4,1,z,1,z,1,647,0,13,29,2
82,599,FillerResp,83,82,82,0,2,3,2,c,2,c,1,887,0,13,30,2
83,600,FillerResp,84,83,83,0,1,4,1,z,1,z,1,981,0,13,31,2
84,601,FillerResp,85,84,84,0,1,3,2,z,1,c,0,900,0,13,31,2
85,602,FillerResp,86,85,85,0,2,2,1,z,1,c,0,809,0,13,31,2
86,603,FillerResp,87,86,86,0,2,1,2,c,2,c,1,973,0,13,32,2
87,604,FillerResp,88,87,87,0,1,2,1,c,2,z,0,996,0,13,32,2
88,605,FillerRespITI,89,88,88,0,1,1,2,c,2,0,0,996,0,13,32,2
89,606,FillerResp,90,89,89,0,2,2,1,z,1,c,0,943,0,13,32,2
90,607,FillerRespITI,91,90,90,0,2,3,2,c,2,0,0,943,0,13,32,2
91,608,FillerResp,92,91,91,0,1,2,1,c,2,c,1,888,0,13,33,2
92,609,FillerResp,93,92,92,0,1,4,2,z,1,z,1,725,0,13,34,2
93,610,FillerResp,94,93,93,0,2,1,1,c,2,c,1,859,0,13,35,2
94,611,FillerResp,95,94,94,0,1,4,1,z,1,z,1,924,0,13,36,2
95,612,FillerResp,96,95,95,0,2,3,1,c,2,c,1,832,0,13,37,2
96,613,FillerResp,97,96,96,0,2,2,2,z,1,c,0,961,0,13,37,2
97,614,FillerResp,98,97,97,0,1,2,1,c,2,c,1,878,0,13,38,2
98,615,FillerRespITI,99,98,98,0,1,3,2,z,1,0,0,878,0,13,38,2
99,616,FillerResp,100,99,99,0,2,1,1,c,2,c,1,713,0,13,39,2
100,617,FillerResp,101,100,100,0,2,3,2,c,2,c,1,839,0,13,40,2
101,618,FillerResp,102,101,101,0,2,4,2,z,1,z,1,685,0,13,41,2
102,619,FillerResp,103,102,102,0,1,1,1,c,2,c,1,778,0,13,42,2
103,620,FillerResp,104,103,103,0,1,4,2,z,1,z,1,941,0,13,43,2
104,621,FillerRespITI,105,104,104,0,1,3,2,z,1,0,0,941,0,13,43,2
105,622,FillerResp,106,105,105,0,1,3,2,z,1,c,0,920,0,13,43,2
106,623,FillerResp,107,106,106,0,1,4,2,z,1,z,1,693,0,13,44,2
107,624,FillerResp,108,107,107,0,1,1,2,c,2,c,1,754,0,13,45,2
108,625,FillerResp,109,108,108,0,2,2,1,z,1,c,0,852,0,13,45,2
109,626,FillerResp,110,109,109,0,1,4,1,z,1,z,1,842,0,13,46,2
110,627,FillerResp,111,110,110,0,1,2,2,c,2,c,1,682,0,13,47,2
111,628,FillerResp,112,111,111,0,1,1,2,c,2,c,1,890,0,13,48,2
112,629,FillerResp,113,112,112,0,1,4,2,z,1,z,1,803,0,13,49,2
113,630,FillerResp,114,113,113,0,1,3,2,z,1,c,0,934,0,13,49,2
114,631,FillerRespITI,115,114,114,0,1,3,2,z,1,0,0,934,0,13,49,2
115,632,FillerResp,116,115,115,0,1,2,2,c,2,c,1,736,0,13,50,2
116,633,FillerResp,117,116,116,0,1,1,2,c,2,c,1,972,0,13,51,2
117,634,FillerResp,118,117,117,0,1,1,2,c,2,c,1,889,0,13,52,2
118,635,FillerResp,119,118,118,0,1,4,2,z,1,z,1,662,0,13,53,2
119,636,FillerResp,120,119,119,0,2,2,1,z,1,c,0,753,0,13,53,2
0,523,FillerRespITI,1,0,0,0,1,4,0,z,1,0,0,,0,0,0,3
1,524,FillerResp,2,1,1,0,1,3,0,z,1,z,1,583,0,1,0,3
2,525,FillerResp,3,2,2,0,1,2,0,c,2,z,0,456,0,1,0,3
3,526,FillerResp,4,3,3,0,1,4,0,z,1,z,1,660,0,2,0,3
4,527,FillerResp,5,4,4,0,1,2,0,c,2,c,1,613,0,3,0,3
5,528,FillerResp,6,5,5,0,1,3,0,z,1,z,1,740,0,4,0,3
6,529,FillerResp,7,6,6,0,1,1,0,c,2,c,1,727,0,5,0,3
7,530,FillerResp,8,7,7,0,1,1,0,c,2,c,1,678,0,6,0,3
8,531,FillerResp,9,8,8,0,1,3,0,z,1,z,1,598,0,7,0,3
9,532,FillerRespITI,10,9,9,0,2,1,0,c,2,0,0,598,0,7,0,3
10,533,FillerResp,11,10,10,0,2,3,0,c,2,z,0,703,0,7,0,3
11,534,FillerResp,12,11,11,0,2,2,0,z,1,z,1,511,0,8,0,3
12,535,FillerResp,13,12,12,0,2,2,0,z,1,z,1,624,0,9,0,3
13,536,FillerResp,14,13,13,0,2,4,0,z,1,z,1,689,0,10,0,3
14,537,FillerResp,15,14,14,0,2,1,0,c,2,c,1,594,0,11,0,3
15,538,FillerResp,16,15,15,0,2,4,0,z,1,z,1,682,0,12,0,3
16,539,FillerResp,17,16,16,0,2,1,0,c,2,c,1,578,0,13,0,3
17,540,FillerResp,18,17,17,0,2,1,0,c,2,c,1,602,0,14,0,3
18,541,FillerResp,19,18,18,0,1,2,0,c,2,z,0,923,0,14,0,3
19,542,FillerRespITI,20,19,19,0,2,3,0,c,2,0,0,923,0,14,0,3
20,543,FillerResp,21,20,20,0,1,4,0,z,1,z,1,853,0,15,0,3
21,544,FillerResp,22,21,21,0,2,2,0,z,1,z,1,958,0,16,0,3
22,545,FillerResp,23,22,22,0,1,3,0,z,1,c,0,717,0,16,0,3
23,546,FillerResp,24,23,23,0,2,4,0,z,1,z,1,765,0,17,0,3
24,547,FillerResp,25,24,24,0,1,1,0,c,2,c,1,669,0,18,0,3
25,548,FillerResp,26,25,25,0,2,3,0,c,2,z,0,782,0,18,0,3
26,549,FillerResp,27,26,26,0,1,4,0,z,1,z,1,840,0,19,0,3
27,550,FillerRespITI,28,27,27,0,2,2,0,z,1,0,0,840,0,19,0,3
28,551,FillerRespITI,29,28,28,0,1,3,1,z,1,0,0,840,0,19,0,3
29,552,FillerResp,30,29,29,0,2,2,1,z,1,z,1,626,0,19,1,3
30,553,FillerResp,31,30,30,0,1,4,1,z,1,z,1,474,0,19,2,3
31,554,FillerResp,32,31,31,0,2,1,1,c,2,c,1,533,0,19,3,3
32,555,FillerResp,33,32,32,0,2,2,2,z,1,z,1,741,0,19,4,3
33,556,FillerResp,34,33,33,0,1,4,1,z,1,z,1,837,0,19,5,3
34,557,FillerResp,35,34,34,0,2,2,1,z,1,z,1,604,0,19,6,3
35,558,FillerResp,36,35,35,0,1,1,1,c,2,c,1,628,0,19,7,3
36,559,FillerResp,37,36,36,0,2,3,1,c,2,c,1,715,0,19,8,3
37,560,FillerResp,38,37,37,0,2,1,2,c,2,c,1,560,0,19,9,3
38,561,FillerResp,39,38,38,0,1,3,1,z,1,z,1,490,0,19,10,3
39,562,FillerResp,40,39,39,0,1,4,2,z,1,z,1,474,0,19,11,3
40,563,FillerResp,41,40,40,0,2,1,1,c,2,c,1,708,0,19,12,3
41,564,FillerResp,42,41,41,0,1,2,1,c,2,c,1,971,0,19,13,3
42,565,FillerResp,43,42,42,0,1,2,2,c,2,c,1,510,0,19,14,3
43,566,FillerResp,44,43,43,0,1,4,2,z,1,c,0,447,0,19,14,3
44,567,FillerResp,45,44,44,0,2,3,1,c,2,z,0,705,0,19,14,3
45,568,FillerResp,46,45,45,0,1,4,1,z,1,z,1,608,0,19,15,3
46,569,FillerResp,47,46,46,0,1,1,2,c,2,c,1,560,0,19,16,3
47,570,FillerResp,48,47,47,0,1,3,2,z,1,z,1,577,0,19,17,3
48,571,FillerResp,49,48,48,0,1,3,2,z,1,z,1,658,0,19,18,3
49,572,FillerResp,50,49,49,0,1,4,2,z,1,z,1,642,0,19,19,3
50,573,FillerResp,51,50,50,0,2,1,1,c,2,c,1,923,0,19,20,3
51,574,FillerResp,52,51,51,0,2,2,2,z,1,z,1,668,0,19,21,3
52,575,FillerResp,53,52,52,0,2,1,2,c,2,c,1,551,0,19,22,3
53,576,FillerResp,54,53,53,0,1,4,1,z,1,z,1,815,0,19,23,3
54,577,FillerResp,55,54,54,0,1,2,2,c,2,c,1,470,0,19,24,3
55,578,FillerResp,56,55,55,0,1,3,2,z,1,z,1,573,0,19,25,3
56,579,FillerResp,57,56,56,0,2,3,1,c,2,c,1,712,0,19,26,3
57,580,FillerResp,58,57,57,0,2,1,2,c,2,c,1,625,0,19,27,3
58,581,FillerResp,59,58,58,0,2,4,2,z,1,z,1,674,0,19,28,3
59,582,FillerResp,60,59,59,0,1,4,1,z,1,c,0,738,0,19,28,3
60,583,FillerResp,61,60,60,0,2,2,1,z,1,c,0,835,0,19,28,3
61,584,FillerResp,62,61,61,0,2,2,2,z,1,z,1,627,0,19,29,3
62,585,FillerResp,63,62,62,0,1,3,1,z,1,z,1,734,0,19,30,3
63,586,FillerResp,64,63,63,0,1,1,2,c,2,c,1,591,0,19,31,3
64,587,FillerResp,65,64,64,0,1,2,2,c,2,c,1,750,0,19,32,3
65,588,FillerResp,66,65,65,0,2,3,1,c,2,z,0,824,0,19,32,3
66,589,FillerResp,67,66,66,0,1,3,1,z,1,z,1,945,0,19,33,3
67,590,FillerRespITI,68,67,67,0,1,1,2,c,2,0,0,945,0,19,33,3
68,591,FillerResp,69,68,68,0,1,2,2,c,2,c,1,645,0,19,34,3
69,592,FillerResp,70,69,69,0,2,4,1,z,1,z,1,740,0,19,35,3
70,593,FillerResp,71,70,70,0,2,4,2,z,1,z,1,549,0,19,36,3
71,594,FillerResp,72,71,71,0,1,1,1,c,2,c,1,679,0,19,37,3
72,595,FillerResp,73,72,72,0,1,2,2,c,2,c,1,849,0,19,38,3
73,596,FillerResp,74,73,73,0,1,3,2,z,1,z,1,587,0,19,39,3
74,597,FillerResp,75,74,74,0,2,3,1,c,2,c,1,573,0,19,40,3
75,598,FillerResp,76,75,75,0,1,2,1,c,2,c,1,604,0,19,41,3
76,599,FillerResp,77,76,76,0,1,4,2,z,1,z,1,636,0,19,42,3
77,600,FillerResp,78,77,77,0,2,1,1,c,2,c,1,766,0,19,43,3
78,601,FillerResp,79,78,78,0,2,1,2,c,2,c,1,455,0,19,44,3
79,602,FillerResp,80,79,79,0,2,4,2,z,1,z,1,617,0,19,45,3
80,603,FillerResp,81,80,80,0,2,3,2,c,2,z,0,514,0,19,45,3
81,604,FillerResp,82,81,81,0,2,4,2,z,1,z,1,610,0,19,46,3
82,605,FillerResp,83,82,82,0,2,3,2,c,2,c,1,781,0,19,47,3
83,606,FillerResp,84,83,83,0,2,1,2,c,2,c,1,389,0,19,48,3
84,607,FillerResp,85,84,84,0,1,2,1,c,2,c,1,597,0,19,49,3
85,608,FillerResp,86,85,85,0,2,1,1,c,2,c,1,700,0,19,50,3
86,609,FillerResp,87,86,86,0,2,2,2,z,1,z,1,799,0,19,51,3
87,610,FillerResp,88,87,87,0,1,4,1,z,1,z,1,645,0,19,52,3
