,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,Category,ObjectStimMatrix,StimSequence,NewStimMatrix,oldLLcounter,oldLScounter,oldNLcounter,oldNScounter,newLScounter,newLLcounter,newNScounter,newNLcounter,keyPressed,Mem,RT,Hit,FA,CR,Miss,subject
54,55,MemResp,3,55,54,54,0,ML,2,12,4,8,10,11,9,4,2,7,4,k,2,1101,0,0,0,1,8
55,56,MemResp,3,56,55,55,0,ML,2,10,4,8,10,12,9,4,2,7,4,j,2,1217,1,0,0,0,8
56,57,MemResp,3,57,56,56,0,MS,2,15,4,8,10,12,10,4,2,7,4,j,2,1118,1,0,0,0,8
57,58,MemResp,3,58,57,57,0,MS,2,16,4,8,10,12,11,4,2,7,4,k,2,1119,0,0,0,1,8
58,59,MemResp,3,59,58,58,0,MS,2,14,4,8,10,12,12,4,2,7,4,k,2,1209,0,0,0,1,8
59,60,MemResp,3,60,59,59,0,NS,2,7,4,8,11,12,12,4,2,7,4,k,2,969,0,0,0,1,8
60,61,MemResp,3,61,60,60,0,MS,2,14,4,8,11,12,13,4,2,7,4,l,2,1358,0,0,0,1,8
61,62,MemResp,3,62,61,61,0,NS,2,8,4,8,12,12,13,4,2,7,4,l,2,1674,0,0,0,1,8
62,63,MemResp,3,63,62,62,0,NS,2,8,4,8,13,12,13,4,2,7,4,k,2,1629,0,0,0,1,8
63,64,MemResp,3,64,63,63,0,MS,2,15,4,8,13,12,14,4,2,7,4,k,2,1205,0,0,0,1,8
64,65,MemResp,3,65,64,64,0,NL,2,3,4,9,13,12,14,4,2,7,4,j,2,884,1,0,0,0,8
65,66,MemResp,3,66,65,65,0,ML,1,1,4,9,13,12,14,4,2,7,5,k,1,1159,0,0,1,0,8
66,67,MemResp,3,67,66,66,0,NL,2,1,3,10,13,12,14,4,2,7,5,j,2,1302,1,0,0,0,8
67,68,MemResp,3,68,67,67,0,MS,2,15,3,10,13,12,15,4,2,7,5,h,2,1483,1,0,0,0,8
68,69,MemResp,3,69,68,68,0,ML,2,10,3,10,13,13,15,4,2,7,5,k,2,1107,0,0,0,1,8
69,70,MemResp,3,70,69,69,0,NL,2,3,3,11,13,13,15,4,2,7,5,h,2,1210,1,0,0,0,8
70,71,MemResp,3,71,70,70,0,NL,2,4,3,12,13,13,15,4,2,7,5,k,2,1896,0,0,0,1,8
71,72,MemRespITI,3,72,71,71,0,NL,2,4,3,13,13,13,15,4,2,7,5,g,2,1896,0,0,0,0,8
72,73,MemResp,3,73,72,72,0,ML,2,11,3,13,13,14,15,4,2,7,5,j,2,1495,1,0,0,0,8
73,74,MemResp,3,74,73,73,0,NL,2,1,3,14,13,14,15,4,2,7,5,h,2,1301,1,0,0,0,8
74,75,MemResp,3,75,74,74,0,MS,2,13,3,14,13,14,16,4,2,7,5,k,2,1452,0,0,0,1,8
75,76,MemResp,3,76,75,75,0,ML,2,12,3,14,13,15,16,4,2,7,5,k,2,1068,0,0,0,1,8
76,77,MemResp,3,77,76,76,0,MS,1,9,3,14,13,15,16,4,2,8,5,k,1,883,0,0,1,0,8
77,78,MemResp,3,78,77,77,0,NL,1,9,2,14,13,15,16,4,3,8,5,k,1,1164,0,0,1,0,8
78,79,MemResp,3,79,78,78,0,ML,2,9,1,14,13,16,16,4,3,8,5,j,2,1306,1,0,0,0,8
79,80,MemResp,3,80,79,79,0,NS,1,2,1,14,13,16,16,5,3,8,5,k,1,1149,0,0,1,0,8
80,81,MemResp,3,81,80,80,0,NL,2,2,2,15,13,16,16,5,3,8,5,j,2,1877,1,0,0,0,8
81,82,MemResp,3,82,81,81,0,NS,2,5,2,15,14,16,16,5,3,8,5,k,2,1740,0,0,0,1,8
82,83,MemResp,3,83,82,82,0,NL,1,5,2,15,14,16,16,5,4,8,5,j,1,1253,0,1,0,0,8
83,84,MemResp,3,84,83,83,0,NS,2,5,4,15,15,16,16,5,4,8,5,k,2,692,0,0,0,1,8
84,85,MemResp,3,85,84,84,0,ML,2,11,4,15,15,17,16,5,4,8,5,k,2,1249,0,0,0,1,8
85,86,MemResp,3,86,85,85,0,NS,2,8,4,15,16,17,16,5,4,8,5,j,2,1042,1,0,0,0,8
86,87,MemResp,3,87,0,86,1,ML,2,12,4,15,16,18,16,5,4,8,5,k,2,1254,0,0,0,1,8
87,88,MemResp,3,88,1,87,1,ML,1,9,4,15,16,18,16,5,4,8,6,k,1,957,0,0,1,0,8
88,89,MemResp,3,89,2,88,1,NL,1,9,2,15,16,18,16,5,5,8,6,k,1,1467,0,0,1,0,8
89,90,MemResp,3,90,3,89,1,MS,1,9,3,15,16,18,16,5,5,9,6,k,1,1345,0,0,1,0,8
90,91,MemResp,3,91,4,90,1,ML,2,9,4,15,16,19,16,5,5,9,6,j,2,1548,1,0,0,0,8
91,92,MemResp,3,92,5,91,1,NS,2,7,4,15,17,19,16,5,5,9,6,k,2,1088,0,0,0,1,8
92,93,MemResp,3,93,6,92,1,NL,2,3,4,16,17,19,16,5,5,9,6,j,2,877,1,0,0,0,8
93,94,MemResp,3,94,7,93,1,NL,2,3,4,17,17,19,16,5,5,9,6,j,2,1411,1,0,0,0,8
94,95,MemResp,3,95,8,94,1,ML,1,15,4,17,17,19,16,5,5,9,7,l,1,1441,0,0,1,0,8
95,96,MemResp,3,96,9,95,1,MS,2,15,4,17,17,19,17,5,5,9,7,j,2,1247,1,0,0,0,8
96,97,MemResp,3,97,10,96,1,MS,2,15,4,17,17,19,18,5,5,9,7,j,2,1069,1,0,0,0,8
97,98,MemResp,3,98,11,97,1,ML,2,11,4,17,17,20,18,5,5,9,7,j,2,1220,1,0,0,0,8
98,99,MemResp,3,99,12,98,1,NS,2,5,4,17,18,20,18,5,5,9,7,j,2,1219,1,0,0,0,8
99,100,MemResp,3,100,13,99,1,NL,2,2,4,18,18,20,18,5,5,9,7,k,2,1209,0,0,0,1,8
100,101,MemResp,3,101,14,100,1,ML,2,9,4,18,18,21,18,5,5,9,7,k,2,1198,0,0,0,1,8
101,102,MemResp,3,102,15,101,1,NS,2,7,4,18,19,21,18,5,5,9,7,k,2,1019,0,0,0,1,8
102,103,MemResp,3,103,16,102,1,NL,2,2,4,19,19,21,18,5,5,9,7,k,2,1371,0,0,0,1,8
103,104,MemResp,3,104,17,103,1,MS,2,16,4,19,19,21,19,5,5,9,7,j,2,1540,1,0,0,0,8
104,105,MemResp,3,105,18,104,1,ML,1,1,4,19,19,21,19,5,5,9,8,k,1,1207,0,0,1,0,8
105,106,MemResp,3,106,19,105,1,NL,2,1,2,20,19,21,19,5,5,9,8,k,2,1179,0,0,0,1,8
106,107,MemResp,3,107,20,106,1,NS,2,7,2,20,20,21,19,5,5,9,8,j,2,1211,1,0,0,0,8
107,108,MemResp,3,108,21,107,1,NL,1,8,2,20,20,21,19,5,6,9,8,l,1,1385,0,0,1,0,8
108,109,MemResp,3,109,22,108,1,NS,2,8,2,20,21,21,19,5,6,9,8,k,2,1327,0,0,0,1,8
109,110,MemResp,3,110,23,109,1,MS,2,13,2,20,21,21,20,5,6,9,8,j,2,1259,1,0,0,0,8
110,111,MemResp,3,111,24,110,1,NL,1,10,2,20,21,21,20,5,7,9,8,k,1,1209,0,0,1,0,8
111,112,MemResp,3,112,25,111,1,NS,1,10,1,20,21,21,20,6,7,9,8,k,1,1603,0,0,1,0,8
112,113,MemResp,3,113,26,112,1,ML,2,10,4,20,21,22,20,6,7,9,8,l,2,1324,0,0,0,1,8
113,114,MemResp,3,114,27,113,1,NS,2,7,4,20,22,22,20,6,7,9,8,l,2,1174,0,0,0,1,8
114,115,MemResp,3,115,28,114,1,ML,1,12,4,20,22,22,20,6,7,9,9,k,1,1440,0,0,1,0,8
115,116,MemResp,3,116,29,115,1,NL,1,12,2,20,22,22,20,6,8,9,9,k,1,1288,0,0,1,0,8
116,117,MemResp,3,117,30,116,1,ML,2,12,2,20,22,23,20,6,8,9,9,k,2,1138,0,0,0,1,8
117,118,MemResp,3,118,31,117,1,MS,2,16,2,20,22,23,21,6,8,9,9,k,2,1171,0,0,0,1,8
118,119,MemResp,3,119,32,118,1,NL,2,1,2,21,22,23,21,6,8,9,9,j,2,1029,1,0,0,0,8
119,120,MemResp,3,120,33,119,1,NL,1,5,2,21,22,23,21,6,9,9,9,k,1,1291,0,0,1,0,8
120,121,MemResp,3,121,34,120,1,NS,2,5,4,21,23,23,21,6,9,9,9,k,2,1412,0,0,0,1,8
121,122,MemResp,3,122,35,121,1,MS,2,16,4,21,23,23,22,6,9,9,9,j,2,1290,1,0,0,0,8
122,123,MemResp,3,123,36,122,1,MS,2,15,4,21,23,23,23,6,9,9,9,j,2,1452,1,0,0,0,8
123,124,MemResp,3,124,37,123,1,NS,2,6,4,21,24,23,23,6,9,9,9,k,2,1046,0,0,0,1,8
124,125,MemResp,3,125,38,124,1,ML,2,10,4,21,24,24,23,6,9,9,9,j,2,1154,1,0,0,0,8
125,126,MemResp,3,126,39,125,1,ML,1,3,4,21,24,24,23,6,9,9,10,k,1,1092,0,0,1,0,8
126,127,MemResp,3,127,40,126,1,NL,2,3,1,22,24,24,23,6,9,9,10,j,2,1081,1,0,0,0,8
127,128,MemResp,3,128,41,127,1,NL,2,1,1,23,24,24,23,6,9,9,10,j,2,1239,1,0,0,0,8
128,129,MemResp,3,129,42,128,1,NL,2,4,1,24,24,24,23,6,9,9,10,j,2,1515,1,0,0,0,8
129,130,MemResp,3,130,43,129,1,NS,1,9,1,24,24,24,23,7,9,9,10,k,1,1272,0,0,1,0,8
130,131,MemResp,3,131,44,130,1,ML,2,9,3,24,24,25,23,7,9,9,10,l,2,1294,0,0,0,1,8
131,132,MemResp,3,132,45,131,1,NS,2,7,3,24,25,25,23,7,9,9,10,k,2,1163,0,0,0,1,8
132,133,MemResp,3,133,46,132,1,NL,2,4,3,25,25,25,23,7,9,9,10,j,2,1301,1,0,0,0,8
133,134,MemResp,3,134,47,133,1,MS,1,6,3,25,25,25,23,7,9,10,10,l,1,957,0,0,1,0,8
134,135,MemResp,3,135,48,134,1,NS,2,6,1,25,26,25,23,7,9,10,10,h,2,1618,1,0,0,0,8
135,136,MemResp,3,136,49,135,1,NS,1,14,1,25,26,25,23,8,9,10,10,k,1,1112,0,0,1,0,8
136,137,MemResp,3,137,50,136,1,MS,2,14,3,25,26,25,24,8,9,10,10,j,2,1358,1,0,0,0,8
137,138,MemResp,3,138,51,137,1,MS,2,14,3,25,26,25,25,8,9,10,10,k,2,1316,0,0,0,1,8
138,139,MemResp,3,139,52,138,1,NL,2,4,3,26,26,25,25,8,9,10,10,l,2,1459,0,0,0,1,8
139,140,MemResp,3,140,53,139,1,ML,2,11,3,26,26,26,25,8,9,10,10,j,2,1163,1,0,0,0,8
140,141,MemResp,3,141,54,140,1,NS,2,8,3,26,27,26,25,8,9,10,10,k,2,1046,0,0,0,1,8
141,142,MemResp,3,142,55,141,1,MS,2,15,3,26,27,26,26,8,9,10,10,j,2,1305,1,0,0,0,8
142,143,MemResp,3,143,56,142,1,NS,2,6,3,26,28,26,26,8,9,10,10,k,2,1013,0,0,0,1,8
143,144,MemResp,3,144,57,143,1,NL,2,1,3,27,28,26,26,8,9,10,10,j,2,1594,1,0,0,0,8
144,145,MemResp,3,145,58,144,1,NS,2,6,3,27,29,26,26,8,9,10,10,k,2,1069,0,0,0,1,8
145,146,MemResp,3,146,59,145,1,MS,2,14,3,27,29,26,27,8,9,10,10,k,2,993,0,0,0,1,8
146,147,MemResp,3,147,60,146,1,NS,2,6,3,27,30,26,27,8,9,10,10,j,2,824,1,0,0,0,8
147,148,MemResp,3,148,61,147,1,NS,2,8,3,27,31,26,27,8,9,10,10,j,2,1051,1,0,0,0,8
148,149,MemResp,3,149,62,148,1,NL,2,2,3,28,31,26,27,8,9,10,10,k,2,1094,0,0,0,1,8
149,150,MemResp,3,150,63,149,1,MS,1,13,3,28,31,26,27,8,9,11,10,k,1,1475,0,0,1,0,8
150,151,MemResp,3,151,64,150,1,MS,2,13,1,28,31,26,28,8,9,11,10,j,2,1133,1,0,0,0,8
151,152,MemResp,3,152,65,151,1,ML,2,10,1,28,31,27,28,8,9,11,10,k,2,1130,0,0,0,1,8
152,153,MemResp,3,153,66,152,1,ML,2,10,1,28,31,28,28,8,9,11,10,k,2,1159,0,0,0,1,8
153,154,MemResp,3,154,67,153,1,ML,2,9,1,28,31,29,28,8,9,11,10,k,2,1155,0,0,0,1,8
154,155,MemResp,3,155,68,154,1,NS,1,2,1,28,31,29,28,9,9,11,10,k,1,1029,0,0,1,0,8
155,156,MemResp,3,156,69,155,1,NL,1,2,2,28,31,29,28,9,10,11,10,l,1,1590,0,0,1,0,8
156,157,MemResp,3,157,70,156,1,NL,2,2,1,29,31,29,28,9,10,11,10,l,2,1451,0,0,0,1,8
157,158,MemResp,3,158,71,157,1,MS,2,16,1,29,31,29,29,9,10,11,10,j,2,1479,1,0,0,0,8
158,159,MemRespITI,3,159,72,158,1,NL,2,3,1,30,31,29,29,9,10,11,10,a,2,1479,0,0,0,0,8
159,160,MemResp,3,160,73,159,1,NL,2,2,1,31,31,29,29,9,10,11,10,k,2,1261,0,0,0,1,8
160,161,MemResp,3,161,74,160,1,NS,2,6,1,31,32,29,29,9,10,11,10,j,2,1312,1,0,0,0,8
161,162,MemResp,3,162,75,161,1,NS,1,11,1,31,32,29,29,10,10,11,10,k,1,1067,0,0,1,0,8
162,163,MemResp,3,163,76,162,1,ML,2,11,1,31,32,30,29,10,10,11,10,j,2,1444,1,0,0,0,8
163,164,MemResp,3,164,77,163,1,ML,2,9,1,31,32,31,29,10,10,11,10,j,2,1224,1,0,0,0,8
164,165,MemResp,3,165,78,164,1,NS,1,15,1,31,32,31,29,11,10,11,10,k,1,1212,0,0,1,0,8
165,166,MemResp,3,166,79,165,1,NL,1,15,2,31,32,31,29,11,11,11,10,k,1,1248,0,0,1,0,8
166,167,MemResp,3,167,80,166,1,MS,2,15,4,31,32,31,30,11,11,11,10,l,2,1337,0,0,0,1,8
167,168,MemResp,3,168,81,167,1,NL,2,4,4,32,32,31,30,11,11,11,10,k,2,1742,0,0,0,1,8
168,169,MemResp,3,169,82,168,1,ML,2,12,4,32,32,32,30,11,11,11,10,l,2,1119,0,0,0,1,8
169,170,MemResp,3,170,83,169,1,ML,1,14,4,32,32,32,30,11,11,11,11,j,1,1417,0,1,0,0,8
170,171,MemResp,3,171,84,170,1,MS,2,14,,32,32,32,31,11,11,11,11,l,2,966,0,0,0,1,8
171,172,MemResp,3,172,85,171,1,MS,2,16,,32,32,32,32,11,11,11,11,j,2,1463,1,0,0,0,8
0,1,MemResp,7,1,0,0,0,ML,2,12,,0,0,1,0,0,0,0,0,j,2,1754,1,0,0,0,9
1,2,MemRespITI,7,2,1,1,0,NS,2,5,1,0,1,1,0,0,0,0,0,0,2,1754,0,0,0,0,9
2,3,MemResp,7,3,2,2,0,NS,1,8,1,0,1,1,0,1,0,0,0,k,1,1688,0,0,1,0,9
3,4,MemResp,7,4,3,3,0,NS,1,8,1,0,1,1,0,2,0,0,0,h,1,1582,0,1,0,0,9
4,5,MemResp,7,5,4,4,0,NS,2,8,3,0,2,1,0,2,0,0,0,h,2,1582,1,0,0,0,9
5,6,MemResp,7,6,5,5,0,MS,1,15,3,0,2,1,0,2,0,1,0,j,1,1614,0,1,0,0,9
6,7,MemResp,7,7,6,6,0,MS,2,15,3,0,2,1,1,2,0,1,0,j,2,1605,1,0,0,0,9
7,8,MemResp,7,8,7,7,0,NL,2,1,3,1,2,1,1,2,0,1,0,h,2,1232,1,0,0,0,9
8,9,MemResp,7,9,8,8,0,MS,1,8,3,1,2,1,1,2,0,2,0,k,1,1274,0,0,1,0,9
9,10,MemResp,7,10,9,9,0,NS,2,8,2,1,3,1,1,2,0,2,0,j,2,1697,1,0,0,0,9
10,11,MemResp,7,11,10,10,0,NL,2,3,2,2,3,1,1,2,0,2,0,j,2,1521,1,0,0,0,9
11,12,MemResp,7,12,11,11,0,ML,2,12,2,2,3,2,1,2,0,2,0,k,2,1159,0,0,0,1,9
12,13,MemResp,7,13,12,12,0,MS,2,13,2,2,3,2,2,2,0,2,0,k,2,949,0,0,0,1,9
13,14,MemResp,7,14,13,13,0,NL,1,12,2,2,3,2,2,2,1,2,0,j,1,1228,0,1,0,0,9
14,15,MemResp,7,15,14,14,0,ML,2,12,3,2,3,3,2,2,1,2,0,k,2,1119,0,0,0,1,9
15,16,MemResp,7,16,15,15,0,ML,2,12,3,2,3,4,2,2,1,2,0,l,2,556,0,0,0,1,9
16,17,MemResp,7,17,16,16,0,MS,1,12,3,2,3,4,2,2,1,3,0,k,1,1437,0,0,1,0,9
17,18,MemResp,7,18,17,17,0,ML,2,12,4,2,3,5,2,2,1,3,0,j,2,1388,1,0,0,0,9
18,19,MemResp,7,19,18,18,0,MS,2,16,4,2,3,5,3,2,1,3,0,h,2,1320,1,0,0,0,9
19,20,MemResp,7,20,19,19,0,MS,2,14,4,2,3,5,4,2,1,3,0,j,2,1277,1,0,0,0,9
20,21,MemResp,7,21,20,20,0,ML,2,10,4,2,3,6,4,2,1,3,0,h,2,1154,1,0,0,0,9
21,22,MemResp,7,22,21,21,0,ML,2,11,4,2,3,7,4,2,1,3,0,j,2,1288,1,0,0,0,9
22,23,MemResp,7,23,22,22,0,MS,2,14,4,2,3,7,5,2,1,3,0,k,2,1376,0,0,0,1,9
23,24,MemResp,7,24,23,23,0,ML,1,12,4,2,3,7,5,2,1,3,1,k,1,1131,0,0,1,0,9
24,25,MemResp,7,25,24,24,0,NL,1,12,2,2,3,7,5,2,2,3,1,l,1,1204,0,0,1,0,9
25,26,MemResp,7,26,25,25,0,NS,1,12,1,2,3,7,5,3,2,3,1,h,1,1464,0,1,0,0,9
26,27,MemResp,7,27,26,26,0,ML,2,12,1,2,3,8,5,3,2,3,1,h,2,1130,1,0,0,0,9
27,28,MemResp,7,28,27,27,0,MS,2,13,1,2,3,8,6,3,2,3,1,h,2,1160,1,0,0,0,9
28,29,MemResp,7,29,28,28,0,NS,2,8,1,2,4,8,6,3,2,3,1,k,2,1416,0,0,0,1,9
29,30,MemResp,7,30,29,29,0,MS,2,16,1,2,4,8,7,3,2,3,1,h,2,1363,1,0,0,0,9
30,31,MemResp,7,31,30,30,0,NS,2,6,1,2,5,8,7,3,2,3,1,h,2,1129,1,0,0,0,9
31,32,MemResp,7,32,31,31,0,NS,1,4,1,2,5,8,7,4,2,3,1,k,1,1173,0,0,1,0,9
32,33,MemResp,7,33,32,32,0,NL,2,4,3,3,5,8,7,4,2,3,1,l,2,1051,0,0,0,1,9
33,34,MemResp,7,34,33,33,0,MS,1,1,3,3,5,8,7,4,2,4,1,h,1,999,0,1,0,0,9
34,35,MemResp,7,35,34,34,0,NL,2,1,2,4,5,8,7,4,2,4,1,l,2,1102,0,0,0,1,9
35,36,MemResp,7,36,35,35,0,ML,2,9,2,4,5,9,7,4,2,4,1,h,2,1033,1,0,0,0,9
36,37,MemResp,7,37,36,36,0,MS,2,13,2,4,5,9,8,4,2,4,1,h,2,1028,1,0,0,0,9
37,38,MemResp,7,38,37,37,0,NS,2,5,2,4,6,9,8,4,2,4,1,h,2,1100,1,0,0,0,9
38,39,MemResp,7,39,38,38,0,NL,1,2,2,4,6,9,8,4,3,4,1,l,1,1096,0,0,1,0,9
39,40,MemResp,7,40,39,39,0,NL,2,2,2,5,6,9,8,4,3,4,1,k,2,1300,0,0,0,1,9
40,41,MemResp,7,41,40,40,0,NL,2,4,2,6,6,9,8,4,3,4,1,j,2,1452,1,0,0,0,9
41,42,MemResp,7,42,41,41,0,NS,2,8,2,6,7,9,8,4,3,4,1,h,2,1302,1,0,0,0,9
42,43,MemResp,7,43,42,42,0,MS,2,16,2,6,7,9,9,4,3,4,1,h,2,1179,1,0,0,0,9
43,44,MemResp,7,44,43,43,0,NL,1,7,2,6,7,9,9,4,4,4,1,h,1,1010,0,1,0,0,9
44,45,MemResp,7,45,44,44,0,ML,1,7,4,6,7,9,9,4,4,4,2,k,1,1433,0,0,1,0,9
45,46,MemResp,7,46,45,45,0,NS,2,7,3,6,8,9,9,4,4,4,2,k,2,1080,0,0,0,1,9
46,47,MemResp,7,47,46,46,0,MS,2,15,3,6,8,9,10,4,4,4,2,h,2,1260,1,0,0,0,9
47,48,MemResp,7,48,47,47,0,NL,2,4,3,7,8,9,10,4,4,4,2,j,2,1375,1,0,0,0,9
48,49,MemResp,7,49,48,48,0,MS,1,16,3,7,8,9,10,4,4,5,2,k,1,1298,0,0,1,0,9
49,50,MemResp,7,50,49,49,0,ML,1,16,4,7,8,9,10,4,4,5,3,l,1,1233,0,0,1,0,9
50,51,MemResp,7,51,50,50,0,MS,2,16,4,7,8,9,11,4,4,5,3,h,2,1103,1,0,0,0,9
51,52,MemResp,7,52,51,51,0,MS,2,13,4,7,8,9,12,4,4,5,3,k,2,1317,0,0,0,1,9
52,53,MemResp,7,53,52,52,0,ML,2,9,4,7,8,10,12,4,4,5,3,h,2,1007,1,0,0,0,9
53,54,MemResp,7,54,53,53,0,NS,2,5,4,7,9,10,12,4,4,5,3,h,2,1277,1,0,0,0,9
54,55,MemResp,7,55,54,54,0,MS,2,14,4,7,9,10,13,4,4,5,3,k,2,1393,0,0,0,1,9
55,56,MemResp,7,56,55,55,0,ML,1,3,4,7,9,10,13,4,4,5,4,l,1,1267,0,0,1,0,9
56,57,MemResp,7,57,56,56,0,NL,1,3,2,7,9,10,13,4,5,5,4,k,1,1326,0,0,1,0,9
57,58,MemResp,7,58,57,57,0,NL,2,3,4,8,9,10,13,4,5,5,4,l,2,1598,0,0,0,1,9
58,59,MemResp,7,59,58,58,0,ML,1,9,4,8,9,10,13,4,5,5,5,k,1,1363,0,0,1,0,9
59,60,MemResp,7,60,59,59,0,ML,2,9,1,8,9,11,13,4,5,5,5,h,2,1115,1,0,0,0,9
60,61,MemResp,7,61,60,60,0,MS,2,14,1,8,9,11,14,4,5,5,5,k,2,1258,0,0,0,1,9
61,62,MemResp,7,62,61,61,0,NS,2,8,1,8,10,11,14,4,5,5,5,h,2,1164,1,0,0,0,9
62,63,MemResp,7,63,62,62,0,ML,2,10,1,8,10,12,14,4,5,5,5,h,2,1740,1,0,0,0,9
63,64,MemResp,7,64,63,63,0,NL,2,3,1,9,10,12,14,4,5,5,5,j,2,1102,1,0,0,0,9
64,65,MemResp,7,65,64,64,0,MS,2,15,1,9,10,12,15,4,5,5,5,h,2,1314,1,0,0,0,9
65,66,MemResp,7,66,65,65,0,NL,2,3,1,10,10,12,15,4,5,5,5,h,2,1074,1,0,0,0,9
66,67,MemResp,7,67,66,66,0,MS,2,16,1,10,10,12,16,4,5,5,5,k,2,1303,0,0,0,1,9
67,68,MemResp,7,68,67,67,0,NS,2,7,1,10,11,12,16,4,5,5,5,k,2,1566,0,0,0,1,9
68,69,MemResp,7,69,68,68,0,NS,1,15,1,10,11,12,16,5,5,5,5,k,1,1814,0,0,1,0,9
69,70,MemResp,7,70,69,69,0,MS,2,15,1,10,11,12,17,5,5,5,5,j,2,1399,1,0,0,0,9
70,71,MemResp,7,71,70,70,0,MS,2,14,1,10,11,12,18,5,5,5,5,h,2,1280,1,0,0,0,9
71,72,MemResp,7,72,71,71,0,NS,1,6,1,10,11,12,18,6,5,5,5,j,1,1597,0,1,0,0,9
72,73,MemResp,7,73,72,72,0,NS,2,6,2,10,12,12,18,6,5,5,5,k,2,1332,0,0,0,1,9
73,74,MemResp,7,74,73,73,0,ML,2,11,2,10,12,13,18,6,5,5,5,j,2,1540,1,0,0,0,9
74,75,MemResp,7,75,74,74,0,NS,2,7,2,10,13,13,18,6,5,5,5,j,2,1336,1,0,0,0,9
75,76,MemResp,7,76,75,75,0,MS,2,14,2,10,13,13,19,6,5,5,5,k,2,1366,0,0,0,1,9
76,77,MemResp,7,77,76,76,0,NL,2,1,2,11,13,13,19,6,5,5,5,l,2,1125,0,0,0,1,9
77,78,MemResp,7,78,77,77,0,NL,1,11,2,11,13,13,19,6,6,5,5,l,1,1408,0,0,1,0,9
78,79,MemResp,7,79,78,78,0,ML,2,11,4,11,13,14,19,6,6,5,5,l,2,1420,0,0,0,1,9
79,80,MemResp,7,80,79,79,0,NL,2,2,4,12,13,14,19,6,6,5,5,h,2,1853,1,0,0,0,9
80,81,MemResp,7,81,80,80,0,NL,2,4,4,13,13,14,19,6,6,5,5,l,2,1129,0,0,0,1,9
81,82,MemResp,7,82,81,81,0,NL,2,1,4,14,13,14,19,6,6,5,5,l,2,981,0,0,0,1,9
82,83,MemResp,7,83,82,82,0,MS,2,13,4,14,13,14,20,6,6,5,5,l,2,1072,0,0,0,1,9
83,84,MemResp,7,84,83,83,0,NL,2,1,4,15,13,14,20,6,6,5,5,l,2,867,0,0,0,1,9
84,85,MemResp,7,85,84,84,0,ML,2,11,4,15,13,15,20,6,6,5,5,h,2,1174,1,0,0,0,9
85,86,MemResp,7,86,85,85,0,NS,2,7,4,15,14,15,20,6,6,5,5,h,2,1202,1,0,0,0,9
86,87,MemResp,7,87,0,86,1,ML,2,9,4,15,14,16,20,6,6,5,5,k,2,1902,0,0,0,1,9
87,88,MemResp,7,88,1,87,1,MS,2,14,4,15,14,16,21,6,6,5,5,h,2,1502,1,0,0,0,9
88,89,MemResp,7,89,2,88,1,NL,2,3,4,16,14,16,21,6,6,5,5,h,2,913,1,0,0,0,9
89,90,MemResp,7,90,3,89,1,ML,2,10,4,16,14,17,21,6,6,5,5,l,2,1495,0,0,0,1,9
90,91,MemResp,7,91,4,90,1,NL,2,2,4,17,14,17,21,6,6,5,5,j,2,1377,1,0,0,0,9
91,92,MemResp,7,92,5,91,1,NS,2,8,4,17,15,17,21,6,6,5,5,l,2,1350,0,0,0,1,9
92,93,MemResp,7,93,6,92,1,NS,2,7,4,17,16,17,21,6,6,5,5,l,2,1153,0,0,0,1,9
93,94,MemResp,7,94,7,93,1,NL,2,2,4,18,16,17,21,6,6,5,5,k,2,1088,0,0,0,1,9
94,95,MemResp,7,95,8,94,1,ML,1,10,4,18,16,17,21,6,6,5,6,k,1,1508,0,0,1,0,9
95,96,MemResp,7,96,9,95,1,ML,2,10,1,18,16,18,21,6,6,5,6,j,2,1130,1,0,0,0,9
96,97,MemResp,7,97,10,96,1,ML,2,12,1,18,16,19,21,6,6,5,6,h,2,1247,1,0,0,0,9
97,98,MemResp,7,98,11,97,1,ML,2,11,1,18,16,20,21,6,6,5,6,k,2,1354,0,0,0,1,9
98,99,MemResp,7,99,12,98,1,NL,2,3,1,19,16,20,21,6,6,5,6,h,2,1172,1,0,0,0,9
99,100,MemResp,7,100,13,99,1,MS,2,16,1,19,16,20,22,6,6,5,6,h,2,1111,1,0,0,0,9
100,101,MemResp,7,101,14,100,1,ML,2,12,1,19,16,21,22,6,6,5,6,h,2,1179,1,0,0,0,9
101,102,MemResp,7,102,15,101,1,NL,2,1,1,20,16,21,22,6,6,5,6,j,2,1495,1,0,0,0,9
102,103,MemResp,7,103,16,102,1,ML,2,11,1,20,16,22,22,6,6,5,6,k,2,1351,0,0,0,1,9
103,104,MemResp,7,104,17,103,1,NL,2,4,1,21,16,22,22,6,6,5,6,j,2,1383,1,0,0,0,9
104,105,MemResp,7,105,18,104,1,NS,1,16,1,21,16,22,22,7,6,5,6,k,1,1388,0,0,1,0,9
105,106,MemResp,7,106,19,105,1,MS,2,16,3,21,16,22,23,7,6,5,6,h,2,1159,1,0,0,0,9
106,107,MemResp,7,107,20,106,1,MS,1,10,3,21,16,22,23,7,6,6,6,k,1,1377,0,0,1,0,9
107,108,MemResp,7,108,21,107,1,ML,2,10,3,21,16,23,23,7,6,6,6,h,2,1043,1,0,0,0,9
108,109,MemResp,7,109,22,108,1,NS,2,6,3,21,17,23,23,7,6,6,6,h,2,990,1,0,0,0,9
