,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,Category,ObjectStimMatrix,StimSequence,NewStimMatrix,oldLLcounter,oldLScounter,oldNLcounter,oldNScounter,newLScounter,newLLcounter,newNScounter,newNLcounter,keyPressed,Mem,RT,Hit,FA,CR,Miss,subject
0,1,MemRespITI,1,1,0,0,0,NL,2,2,,1,0,0,0,0,0,0,0,0,2,,0,0,0,0,1
1,2,MemResp,1,2,1,1,0,ML,2,10,1,1,0,1,0,0,0,0,0,l,2,1471,0,0,0,1,1
2,3,MemResp,1,3,2,2,0,MS,2,15,1,1,0,1,1,0,0,0,0,h,2,1991,1,0,0,0,1
3,4,MemResp,1,4,3,3,0,NS,1,15,1,1,0,1,1,1,0,0,0,l,1,1934,0,0,1,0,1
4,5,MemRespITI,1,5,4,4,0,MS,2,15,3,1,0,1,2,1,0,0,0,0,2,1934,0,0,0,0,1
5,6,MemResp,1,6,5,5,0,NL,2,2,3,2,0,1,2,1,0,0,0,h,2,1676,1,0,0,0,1
6,7,MemResp,1,7,6,6,0,ML,2,9,3,2,0,2,2,1,0,0,0,k,2,1732,0,0,0,1,1
7,8,MemResp,1,8,7,7,0,MS,1,2,3,2,0,2,2,1,0,1,0,j,1,1612,0,1,0,0,1
8,9,MemResp,1,9,8,8,0,NL,2,2,2,3,0,2,2,1,0,1,0,j,2,1755,1,0,0,0,1
9,10,MemResp,1,10,9,9,0,NL,1,9,2,3,0,2,2,1,1,1,0,j,1,1589,0,1,0,0,1
10,11,MemResp,1,11,10,10,0,ML,2,9,2,3,0,3,2,1,1,1,0,k,2,1517,0,0,0,1,1
11,12,MemResp,1,12,11,11,0,MS,2,16,2,3,0,3,3,1,1,1,0,j,2,1561,1,0,0,0,1
12,13,MemRespITI,1,13,12,12,0,NL,2,4,2,4,0,3,3,1,1,1,0,0,2,1561,0,0,0,0,1
13,14,MemResp,1,14,13,13,0,NL,1,14,2,4,0,3,3,1,2,1,0,k,1,1503,0,0,1,0,1
14,15,MemResp,1,15,14,14,0,MS,2,14,1,4,0,3,4,1,2,1,0,k,2,1559,0,0,0,1,1
15,16,MemResp,1,16,15,15,0,ML,2,9,1,4,0,4,4,1,2,1,0,j,2,1760,1,0,0,0,1
16,17,MemResp,1,17,16,16,0,NS,1,6,1,4,0,4,4,2,2,1,0,j,1,1688,0,1,0,0,1
17,18,MemResp,1,18,17,17,0,NS,2,6,3,4,1,4,4,2,2,1,0,j,2,1473,1,0,0,0,1
18,19,MemResp,1,19,18,18,0,MS,1,15,3,4,1,4,4,2,2,2,0,j,1,1143,0,1,0,0,1
19,20,MemResp,1,20,19,19,0,ML,1,15,4,4,1,4,4,2,2,2,1,k,1,1680,0,0,1,0,1
20,21,MemResp,1,21,20,20,0,MS,1,15,3,4,1,4,4,2,2,3,1,j,1,1338,0,1,0,0,1
21,22,MemResp,1,22,21,21,0,MS,2,15,4,4,1,4,5,2,2,3,1,j,2,1905,1,0,0,0,1
22,23,MemResp,1,23,22,22,0,NL,2,2,4,5,1,4,5,2,2,3,1,j,2,1912,1,0,0,0,1
23,24,MemResp,1,24,23,23,0,MS,2,15,4,5,1,4,6,2,2,3,1,j,2,1190,1,0,0,0,1
24,25,MemRespITI,1,25,24,24,0,NL,2,1,4,6,1,4,6,2,2,3,1,0,2,1190,0,0,0,0,1
25,26,MemResp,1,26,25,25,0,NL,2,3,4,7,1,4,6,2,2,3,1,j,2,1552,1,0,0,0,1
26,27,MemResp,1,27,26,26,0,NS,2,5,4,7,2,4,6,2,2,3,1,j,2,1481,1,0,0,0,1
27,28,MemResp,1,28,27,27,0,ML,1,14,4,7,2,4,6,2,2,3,2,j,1,1653,0,1,0,0,1
28,29,MemRespITI,1,29,28,28,0,MS,2,14,4,7,2,4,7,2,2,3,2,0,2,1653,0,0,0,0,1
29,30,MemResp,1,30,29,29,0,MS,2,16,4,7,2,4,8,2,2,3,2,j,2,1245,1,0,0,0,1
30,31,MemResp,1,31,30,30,0,NS,2,7,4,7,3,4,8,2,2,3,2,j,2,1644,1,0,0,0,1
31,32,MemResp,1,32,31,31,0,NS,2,6,4,7,4,4,8,2,2,3,2,k,2,1940,0,0,0,1,1
32,33,MemResp,1,33,32,32,0,ML,1,12,4,7,4,4,8,2,2,3,3,j,1,1374,0,1,0,0,1
33,34,MemResp,1,34,33,33,0,ML,2,12,2,7,4,5,8,2,2,3,3,k,2,1592,0,0,0,1,1
34,35,MemResp,1,35,34,34,0,MS,2,16,2,7,4,5,9,2,2,3,3,h,2,1456,1,0,0,0,1
35,36,MemResp,1,36,35,35,0,NL,1,15,2,7,4,5,9,2,3,3,3,j,1,1527,0,1,0,0,1
36,37,MemResp,1,37,36,36,0,MS,2,15,1,7,4,5,10,2,3,3,3,j,2,1440,1,0,0,0,1
37,38,MemResp,1,38,37,37,0,NS,1,13,1,7,4,5,10,3,3,3,3,l,1,1482,0,0,1,0,1
38,39,MemResp,1,39,38,38,0,MS,2,13,2,7,4,5,11,3,3,3,3,j,2,1377,1,0,0,0,1
39,40,MemResp,1,40,39,39,0,NS,2,6,2,7,5,5,11,3,3,3,3,l,2,1771,0,0,0,1,1
40,41,MemResp,1,41,40,40,0,ML,2,12,2,7,5,6,11,3,3,3,3,j,2,1426,1,0,0,0,1
41,42,MemResp,1,42,41,41,0,NL,1,10,2,7,5,6,11,3,4,3,3,l,1,1804,0,0,1,0,1
42,43,MemResp,1,43,42,42,0,ML,2,10,4,7,5,7,11,3,4,3,3,l,2,1555,0,0,0,1,1
43,44,MemResp,1,44,43,43,0,NS,2,8,4,7,6,7,11,3,4,3,3,l,2,1373,0,0,0,1,1
44,45,MemResp,1,45,44,44,0,ML,1,12,4,7,6,7,11,3,4,3,4,l,1,1226,0,0,1,0,1
45,46,MemResp,1,46,45,45,0,ML,2,12,2,7,6,8,11,3,4,3,4,l,2,1393,0,0,0,1,1
46,47,MemResp,1,47,46,46,0,NL,2,3,2,8,6,8,11,3,4,3,4,h,2,1419,1,0,0,0,1
47,48,MemResp,1,48,47,47,0,MS,2,13,2,8,6,8,12,3,4,3,4,l,2,1139,0,0,0,1,1
48,49,MemResp,1,49,48,48,0,NL,2,1,2,9,6,8,12,3,4,3,4,h,2,1370,1,0,0,0,1
49,50,MemResp,1,50,49,49,0,ML,2,12,2,9,6,9,12,3,4,3,4,l,2,1122,0,0,0,1,1
50,51,MemResp,1,51,50,50,0,NS,2,7,2,9,7,9,12,3,4,3,4,l,2,1340,0,0,0,1,1
51,52,MemResp,1,52,51,51,0,NL,2,1,2,10,7,9,12,3,4,3,4,j,2,1345,1,0,0,0,1
52,53,MemResp,1,53,52,52,0,MS,2,16,2,10,7,9,13,3,4,3,4,l,2,1114,0,0,0,1,1
53,54,MemResp,1,54,53,53,0,NL,1,6,2,10,7,9,13,3,5,3,4,l,1,1104,0,0,1,0,1
54,55,MemResp,1,55,54,54,0,NS,2,6,2,10,8,9,13,3,5,3,4,j,2,1360,1,0,0,0,1
55,56,MemResp,1,56,55,55,0,NL,1,2,2,10,8,9,13,3,6,3,4,l,1,1386,0,0,1,0,1
56,57,MemResp,1,57,56,56,0,NS,1,2,1,10,8,9,13,4,6,3,4,j,1,1618,0,1,0,0,1
57,58,MemResp,1,58,57,57,0,NL,2,2,4,11,8,9,13,4,6,3,4,j,2,1725,1,0,0,0,1
58,59,MemResp,1,59,58,58,0,ML,2,12,4,11,8,10,13,4,6,3,4,l,2,1079,0,0,0,1,1
59,60,MemResp,1,60,59,59,0,NS,2,7,4,11,9,10,13,4,6,3,4,l,2,1055,0,0,0,1,1
60,61,MemResp,1,61,60,60,0,NS,2,7,4,11,10,10,13,4,6,3,4,l,2,1016,0,0,0,1,1
61,62,MemResp,1,62,61,61,0,NS,2,8,4,11,11,10,13,4,6,3,4,j,2,1553,1,0,0,0,1
62,63,MemResp,1,63,62,62,0,MS,2,15,4,11,11,10,14,4,6,3,4,l,2,1114,0,0,0,1,1
63,64,MemResp,1,64,63,63,0,ML,1,16,4,11,11,10,14,4,6,3,5,l,1,1043,0,0,1,0,1
64,65,MemResp,1,65,64,64,0,MS,2,16,1,11,11,10,15,4,6,3,5,h,2,1517,1,0,0,0,1
65,66,MemResp,1,66,65,65,0,MS,2,13,1,11,11,10,16,4,6,3,5,l,2,1234,0,0,0,1,1
66,67,MemResp,1,67,66,66,0,NL,2,3,1,12,11,10,16,4,6,3,5,l,2,1340,0,0,0,1,1
67,68,MemResp,1,68,67,67,0,NS,1,1,1,12,11,10,16,5,6,3,5,h,1,1410,0,1,0,0,1
68,69,MemResp,1,69,68,68,0,NL,2,1,4,13,11,10,16,5,6,3,5,l,2,1371,0,0,0,1,1
69,70,MemResp,1,70,69,69,0,NL,2,4,4,14,11,10,16,5,6,3,5,l,2,1091,0,0,0,1,1
70,71,MemResp,1,71,70,70,0,MS,2,13,4,14,11,10,17,5,6,3,5,l,2,1403,0,0,0,1,1
71,72,MemResp,1,72,71,71,0,NL,2,4,4,15,11,10,17,5,6,3,5,j,2,1605,1,0,0,0,1
72,73,MemResp,1,73,72,72,0,MS,2,13,4,15,11,10,18,5,6,3,5,l,2,830,0,0,0,1,1
73,74,MemResp,1,74,73,73,0,ML,1,5,4,15,11,10,18,5,6,3,6,l,1,1127,0,0,1,0,1
74,75,MemResp,1,75,74,74,0,NS,2,5,3,15,12,10,18,5,6,3,6,l,2,1153,0,0,0,1,1
75,76,MemResp,1,76,75,75,0,NL,2,3,3,16,12,10,18,5,6,3,6,l,2,1175,0,0,0,1,1
76,77,MemResp,1,77,76,76,0,ML,2,9,3,16,12,11,18,5,6,3,6,l,2,1200,0,0,0,1,1
77,78,MemResp,1,78,77,77,0,MS,1,11,3,16,12,11,18,5,6,4,6,l,1,1287,0,0,1,0,1
78,79,MemResp,1,79,78,78,0,ML,2,11,2,16,12,12,18,5,6,4,6,l,2,1201,0,0,0,1,1
79,80,MemResp,1,80,79,79,0,NL,1,8,2,16,12,12,18,5,7,4,6,j,1,1578,0,1,0,0,1
80,81,MemResp,1,81,80,80,0,NS,2,8,4,16,13,12,18,5,7,4,6,l,2,1123,0,0,0,1,1
81,82,MemResp,1,82,81,81,0,NS,2,8,4,16,14,12,18,5,7,4,6,l,2,1355,0,0,0,1,1
82,83,MemResp,1,83,82,82,0,MS,2,13,4,16,14,12,19,5,7,4,6,l,2,1304,0,0,0,1,1
83,84,MemResp,1,84,83,83,0,NL,2,2,4,17,14,12,19,5,7,4,6,j,2,1468,1,0,0,0,1
84,85,MemResp,1,85,84,84,0,NL,2,3,4,18,14,12,19,5,7,4,6,l,2,1302,0,0,0,1,1
85,86,MemResp,1,86,85,85,0,ML,2,9,4,18,14,13,19,5,7,4,6,j,2,1835,1,0,0,0,1
86,87,MemResp,1,87,0,86,1,ML,1,10,4,18,14,13,19,5,7,4,7,l,1,833,0,0,1,0,1
87,88,MemResp,1,88,1,87,1,ML,2,10,3,18,14,14,19,5,7,4,7,l,2,860,0,0,0,1,1
88,89,MemResp,1,89,2,88,1,NL,2,3,3,19,14,14,19,5,7,4,7,l,2,964,0,0,0,1,1
89,90,MemResp,1,90,3,89,1,NL,2,2,3,20,14,14,19,5,7,4,7,l,2,1402,0,0,0,1,1
90,91,MemResp,1,91,4,90,1,ML,2,10,3,20,14,15,19,5,7,4,7,l,2,1319,0,0,0,1,1
91,92,MemResp,1,92,5,91,1,NL,2,1,3,21,14,15,19,5,7,4,7,l,2,1263,0,0,0,1,1
92,93,MemResp,1,93,6,92,1,MS,2,14,3,21,14,15,20,5,7,4,7,j,2,1511,1,0,0,0,1
93,94,MemResp,1,94,7,93,1,MS,1,8,3,21,14,15,20,5,7,5,7,l,1,1215,0,0,1,0,1
94,95,MemResp,1,95,8,94,1,NS,2,8,1,21,15,15,20,5,7,5,7,l,2,1462,0,0,0,1,1
95,96,MemResp,1,96,9,95,1,NS,2,5,1,21,16,15,20,5,7,5,7,l,2,1455,0,0,0,1,1
96,97,MemResp,1,97,10,96,1,NS,2,7,1,21,17,15,20,5,7,5,7,l,2,1253,0,0,0,1,1
97,98,MemResp,1,98,11,97,1,NS,2,5,1,21,18,15,20,5,7,5,7,j,2,1504,1,0,0,0,1
98,99,MemResp,1,99,12,98,1,NS,2,5,1,21,19,15,20,5,7,5,7,l,2,1290,0,0,0,1,1
99,100,MemResp,1,100,13,99,1,MS,2,16,1,21,19,15,21,5,7,5,7,j,2,1779,1,0,0,0,1
100,101,MemResp,1,101,14,100,1,NS,2,5,1,21,20,15,21,5,7,5,7,j,2,1584,1,0,0,0,1
101,102,MemResp,1,102,15,101,1,NS,1,9,1,21,20,15,21,6,7,5,7,l,1,1418,0,0,1,0,1
102,103,MemResp,1,103,16,102,1,ML,1,9,4,21,20,15,21,6,7,5,8,l,1,1160,0,0,1,0,1
103,104,MemResp,1,104,17,103,1,ML,2,9,3,21,20,16,21,6,7,5,8,j,2,1916,1,0,0,0,1
104,105,MemResp,1,105,18,104,1,MS,2,13,3,21,20,16,22,6,7,5,8,l,2,1040,0,0,0,1,1
105,106,MemResp,1,106,19,105,1,MS,2,13,3,21,20,16,23,6,7,5,8,l,2,1047,0,0,0,1,1
106,107,MemResp,1,107,20,106,1,MS,2,14,3,21,20,16,24,6,7,5,8,h,2,1384,1,0,0,0,1
107,108,MemResp,1,108,21,107,1,ML,2,12,3,21,20,17,24,6,7,5,8,j,2,1689,1,0,0,0,1
108,109,MemResp,1,109,22,108,1,MS,2,16,3,21,20,17,25,6,7,5,8,j,2,1649,1,0,0,0,1
109,110,MemResp,1,110,23,109,1,ML,2,10,3,21,20,18,25,6,7,5,8,j,2,1417,1,0,0,0,1
110,111,MemResp,1,111,24,110,1,MS,1,14,3,21,20,18,25,6,7,6,8,l,1,1202,0,0,1,0,1
111,112,MemResp,1,112,25,111,1,MS,2,14,3,21,20,18,26,6,7,6,8,h,2,1451,1,0,0,0,1
112,113,MemResp,1,113,26,112,1,NL,2,4,3,22,20,18,26,6,7,6,8,h,2,1540,1,0,0,0,1
113,114,MemResp,1,114,27,113,1,ML,2,11,3,22,20,19,26,6,7,6,8,l,2,925,0,0,0,1,1
114,115,MemResp,1,115,28,114,1,MS,1,11,3,22,20,19,26,6,7,7,8,l,1,1350,0,0,1,0,1
115,116,MemResp,1,116,29,115,1,ML,2,11,2,22,20,20,26,6,7,7,8,j,2,1280,1,0,0,0,1
116,117,MemResp,1,117,30,116,1,NS,2,7,2,22,21,20,26,6,7,7,8,j,2,1384,1,0,0,0,1
117,118,MemResp,1,118,31,117,1,NL,2,2,2,23,21,20,26,6,7,7,8,l,2,1137,0,0,0,1,1
118,119,MemResp,1,119,32,118,1,MS,2,15,2,23,21,20,27,6,7,7,8,h,2,1207,1,0,0,0,1
119,120,MemResp,1,120,33,119,1,NS,2,8,2,23,22,20,27,6,7,7,8,j,2,1378,1,0,0,0,1
120,121,MemResp,1,121,34,120,1,NL,1,8,2,23,22,20,27,6,8,7,8,l,1,1178,0,0,1,0,1
121,122,MemResp,1,122,35,121,1,NS,2,8,3,23,23,20,27,6,8,7,8,h,2,1524,1,0,0,0,1
122,123,MemResp,1,123,36,122,1,NL,2,4,3,24,23,20,27,6,8,7,8,h,2,1351,1,0,0,0,1
123,124,MemResp,1,124,37,123,1,MS,1,8,3,24,23,20,27,6,8,8,8,j,1,1350,0,1,0,0,1
124,125,MemResp,1,125,38,124,1,NS,2,8,2,24,24,20,27,6,8,8,8,l,2,1052,0,0,0,1,1
125,126,MemResp,1,126,39,125,1,NL,2,4,2,25,24,20,27,6,8,8,8,h,2,1414,1,0,0,0,1
126,127,MemResp,1,127,40,126,1,ML,2,11,2,25,24,21,27,6,8,8,8,l,2,1187,0,0,0,1,1
127,128,MemResp,1,128,41,127,1,ML,2,11,2,25,24,22,27,6,8,8,8,h,2,1480,1,0,0,0,1
128,129,MemResp,1,129,42,128,1,NL,1,1,2,25,24,22,27,6,9,8,8,l,1,992,0,0,1,0,1
129,130,MemResp,1,130,43,129,1,NS,1,1,1,25,24,22,27,7,9,8,8,l,1,1002,0,0,1,0,1
130,131,MemResp,1,131,44,130,1,NL,2,1,3,26,24,22,27,7,9,8,8,l,2,1376,0,0,0,1,1
131,132,MemResp,1,132,45,131,1,MS,2,14,3,26,24,22,28,7,9,8,8,l,2,1195,0,0,0,1,1
132,133,MemResp,1,133,46,132,1,ML,2,10,3,26,24,23,28,7,9,8,8,l,2,1125,0,0,0,1,1
133,134,MemResp,1,134,47,133,1,MS,1,14,3,26,24,23,28,7,9,9,8,l,1,999,0,0,1,0,1
134,135,MemResp,1,135,48,134,1,NS,1,14,1,26,24,23,28,8,9,9,8,l,1,1302,0,0,1,0,1
135,136,MemResp,1,136,49,135,1,MS,2,14,4,26,24,23,29,8,9,9,8,l,2,959,0,0,0,1,1
136,137,MemResp,1,137,50,136,1,ML,1,11,4,26,24,23,29,8,9,9,9,l,1,808,0,0,1,0,1
137,138,MemResp,1,138,51,137,1,ML,2,11,3,26,24,24,29,8,9,9,9,l,2,993,0,0,0,1,1
138,139,MemResp,1,139,52,138,1,NL,2,1,3,27,24,24,29,8,9,9,9,j,2,1536,1,0,0,0,1
139,140,MemResp,1,140,53,139,1,MS,2,14,3,27,24,24,30,8,9,9,9,j,2,1351,1,0,0,0,1
140,141,MemResp,1,141,54,140,1,MS,1,1,3,27,24,24,30,8,9,10,9,l,1,1071,0,0,1,0,1
141,142,MemResp,1,142,55,141,1,NL,2,1,1,28,24,24,30,8,9,10,9,h,2,1418,1,0,0,0,1
142,143,MemResp,1,143,56,142,1,NS,2,6,1,28,25,24,30,8,9,10,9,h,2,944,1,0,0,0,1
143,144,MemResp,1,144,57,143,1,NL,2,3,1,29,25,24,30,8,9,10,9,l,2,1114,0,0,0,1,1
144,145,MemResp,1,145,58,144,1,NS,2,5,1,29,26,24,30,8,9,10,9,l,2,1087,0,0,0,1,1
145,146,MemResp,1,146,59,145,1,MS,2,16,1,29,26,24,31,8,9,10,9,l,2,1131,0,0,0,1,1
146,147,MemResp,1,147,60,146,1,ML,2,9,1,29,26,25,31,8,9,10,9,j,2,1125,1,0,0,0,1
147,148,MemResp,1,148,61,147,1,ML,2,10,1,29,26,26,31,8,9,10,9,l,2,894,0,0,0,1,1
148,149,MemResp,1,149,62,148,1,NL,2,3,1,30,26,26,31,8,9,10,9,l,2,1110,0,0,0,1,1
149,150,MemResp,1,150,63,149,1,NS,1,4,1,30,26,26,31,9,9,10,9,l,1,1230,0,0,1,0,1
150,151,MemResp,1,151,64,150,1,NL,2,4,4,31,26,26,31,9,9,10,9,l,2,1191,0,0,0,1,1
151,152,MemResp,1,152,65,151,1,ML,1,11,4,31,26,26,31,9,9,10,10,l,1,1249,0,0,1,0,1
152,153,MemResp,1,153,66,152,1,NS,1,11,1,31,26,26,31,10,9,10,10,l,1,1242,0,0,1,0,1
153,154,MemResp,1,154,67,153,1,ML,2,11,2,31,26,27,31,10,9,10,10,l,2,1029,0,0,0,1,1
154,155,MemResp,1,155,68,154,1,ML,2,9,2,31,26,28,31,10,9,10,10,h,2,1254,1,0,0,0,1
155,156,MemResp,1,156,69,155,1,ML,2,10,2,31,26,29,31,10,9,10,10,l,2,1412,0,0,0,1,1
156,157,MemResp,1,157,70,156,1,NS,2,6,2,31,27,29,31,10,9,10,10,l,2,1100,0,0,0,1,1
157,158,MemResp,1,158,71,157,1,MS,2,15,2,31,27,29,32,10,9,10,10,h,2,1653,1,0,0,0,1
158,159,MemResp,1,159,72,158,1,NL,1,12,2,31,27,29,32,10,10,10,10,l,1,1117,0,0,1,0,1
159,160,MemResp,1,160,73,159,1,NS,1,12,1,31,27,29,32,11,10,10,10,l,1,935,0,0,1,0,1
160,161,MemResp,1,161,74,160,1,ML,2,12,2,31,27,30,32,11,10,10,10,l,2,930,0,0,0,1,1
161,162,MemResp,1,162,75,161,1,NS,2,7,2,31,28,30,32,11,10,10,10,l,2,1095,0,0,0,1,1
162,163,MemResp,1,163,76,162,1,NL,1,12,2,31,28,30,32,11,11,10,10,l,1,1008,0,0,1,0,1
163,164,MemResp,1,164,77,163,1,ML,2,12,3,31,28,31,32,11,11,10,10,l,2,859,0,0,0,1,1
164,165,MemResp,1,165,78,164,1,ML,2,11,3,31,28,32,32,11,11,10,10,j,2,1300,1,0,0,0,1
165,166,MemResp,1,166,79,165,1,NL,2,4,3,32,28,32,32,11,11,10,10,h,2,1741,1,0,0,0,1
166,167,MemResp,1,167,80,166,1,NS,2,6,3,32,29,32,32,11,11,10,10,l,2,1060,0,0,0,1,1
167,168,MemResp,1,168,81,167,1,MS,1,6,3,32,29,32,32,11,11,11,10,l,1,1007,0,0,1,0,1
168,169,MemResp,1,169,82,168,1,NS,2,6,4,32,30,32,32,11,11,11,10,j,2,1641,1,0,0,0,1
169,170,MemResp,1,170,83,169,1,ML,1,7,4,32,30,32,32,11,11,11,11,j,1,1619,0,1,0,0,1
170,171,MemResp,1,171,84,170,1,NS,2,7,,32,31,32,32,11,11,11,11,k,2,846,0,0,0,1,1
171,172,MemResp,1,172,85,171,1,NS,2,5,,32,32,32,32,11,11,11,11,l,2,1223,0,0,0,1,1
0,1,MemRespITI,3,1,0,0,0,NS,2,5,,0,1,0,0,0,0,0,0,0,2,,0,0,0,0,2
1,2,MemRespITI,3,2,1,1,0,ML,1,2,4,0,1,0,0,0,0,0,1,0,1,,0,0,0,0,2
2,3,MemResp,3,3,2,2,0,NL,2,2,2,1,1,0,0,0,0,0,1,h,2,1859,1,0,0,0,2
3,4,MemRespITI,3,4,3,3,0,ML,2,11,2,1,1,1,0,0,0,0,1,0,2,1859,0,0,0,0,2
4,5,MemRespITI,3,5,4,4,0,NL,1,10,2,1,1,1,0,0,1,0,1,0,1,1859,0,0,0,0,2
5,6,MemRespITI,3,6,5,5,0,NS,1,10,1,1,1,1,0,1,1,0,1,0,1,1859,0,0,0,0,2
6,7,MemRespITI,3,7,6,6,0,ML,2,10,2,1,1,2,0,1,1,0,1,0,2,1859,0,0,0,0,2
7,8,MemResp,3,8,7,7,0,NL,2,3,2,2,1,2,0,1,1,0,1,j,2,1591,1,0,0,0,2
8,9,MemRespITI,3,9,8,8,0,MS,2,13,2,2,1,2,1,1,1,0,1,0,2,1591,0,0,0,0,2
9,10,MemResp,3,10,9,9,0,NS,2,7,2,2,2,2,1,1,1,0,1,k,2,1957,0,0,0,1,2
10,11,MemRespITI,3,11,10,10,0,ML,2,12,2,2,2,3,1,1,1,0,1,0,2,1957,0,0,0,0,2
11,12,MemRespITI,3,12,11,11,0,NS,2,5,2,2,3,3,1,1,1,0,1,0,2,1957,0,0,0,0,2
12,13,MemResp,3,13,12,12,0,NL,2,4,2,3,3,3,1,1,1,0,1,j,2,1687,1,0,0,0,2
13,14,MemResp,3,14,13,13,0,NS,2,6,2,3,4,3,1,1,1,0,1,h,2,1842,1,0,0,0,2
14,15,MemRespITI,3,15,14,14,0,NS,2,7,2,3,5,3,1,1,1,0,1,0,2,1842,0,0,0,0,2
15,16,MemResp,3,16,15,15,0,NL,2,3,2,4,5,3,1,1,1,0,1,h,2,1629,1,0,0,0,2
16,17,MemRespITI,3,17,16,16,0,NS,2,6,2,4,6,3,1,1,1,0,1,0,2,1629,0,0,0,0,2
17,18,MemRespITI,3,18,17,17,0,NS,2,8,2,4,7,3,1,1,1,0,1,0,2,1629,0,0,0,0,2
18,19,MemResp,3,19,18,18,0,NL,2,3,2,5,7,3,1,1,1,0,1,l,2,1735,0,0,0,1,2
19,20,MemResp,3,20,19,19,0,ML,2,12,2,5,7,4,1,1,1,0,1,k,2,1623,0,0,0,1,2
20,21,MemRespITI,3,21,20,20,0,NL,1,10,2,5,7,4,1,1,2,0,1,0,1,1623,0,0,0,0,2
21,22,MemResp,3,22,21,21,0,ML,2,10,3,5,7,5,1,1,2,0,1,j,2,1681,1,0,0,0,2
22,23,MemResp,3,23,22,22,0,MS,2,16,3,5,7,5,2,1,2,0,1,k,2,1691,0,0,0,1,2
23,24,MemResp,3,24,23,23,0,NL,2,2,3,6,7,5,2,1,2,0,1,h,2,1741,1,0,0,0,2
24,25,MemRespITI,3,25,24,24,0,MS,1,15,3,6,7,5,2,1,2,1,1,0,1,1741,0,0,0,0,2
25,26,MemResp,3,26,25,25,0,NS,1,15,1,6,7,5,2,2,2,1,1,k,1,1635,0,0,1,0,2
26,27,MemRespITI,3,27,26,26,0,MS,2,15,3,6,7,5,3,2,2,1,1,0,2,1635,0,0,0,0,2
27,28,MemResp,3,28,27,27,0,NS,2,7,3,6,8,5,3,2,2,1,1,h,2,1924,1,0,0,0,2
28,29,MemResp,3,29,28,28,0,MS,1,9,3,6,8,5,3,2,2,2,1,h,1,1712,0,1,0,0,2
29,30,MemResp,3,30,29,29,0,ML,2,9,1,6,8,6,3,2,2,2,1,h,2,1279,1,0,0,0,2
30,31,MemResp,3,31,30,30,0,NL,2,1,1,7,8,6,3,2,2,2,1,h,2,1785,1,0,0,0,2
31,32,MemRespITI,3,32,31,31,0,ML,2,9,1,7,8,7,3,2,2,2,1,0,2,1785,0,0,0,0,2
32,33,MemResp,3,33,32,32,0,MS,2,15,1,7,8,7,4,2,2,2,1,h,2,1632,1,0,0,0,2
33,34,MemResp,3,34,33,33,0,MS,2,14,1,7,8,7,5,2,2,2,1,h,2,1494,1,0,0,0,2
34,35,MemResp,3,35,34,34,0,NS,1,11,1,7,8,7,5,3,2,2,1,j,1,1676,0,1,0,0,2
35,36,MemResp,3,36,35,35,0,ML,1,11,4,7,8,7,5,3,2,2,2,h,1,1704,0,1,0,0,2
36,37,MemResp,3,37,36,36,0,ML,2,11,1,7,8,8,5,3,2,2,2,k,2,1772,0,0,0,1,2
37,38,MemResp,3,38,37,37,0,NS,1,8,1,7,8,8,5,4,2,2,2,j,1,1412,0,1,0,0,2
38,39,MemRespITI,3,39,38,38,0,NS,2,8,4,7,9,8,5,4,2,2,2,0,2,1412,0,0,0,0,2
39,40,MemResp,3,40,39,39,0,NL,2,2,4,8,9,8,5,4,2,2,2,j,2,1868,1,0,0,0,2
40,41,MemResp,3,41,40,40,0,NL,2,2,4,9,9,8,5,4,2,2,2,k,2,1449,0,0,0,1,2
41,42,MemResp,3,42,41,41,0,MS,2,13,4,9,9,8,6,4,2,2,2,h,2,1342,1,0,0,0,2
42,43,MemResp,3,43,42,42,0,NL,2,1,4,10,9,8,6,4,2,2,2,j,2,1698,1,0,0,0,2
43,44,MemResp,3,44,43,43,0,MS,2,16,4,10,9,8,7,4,2,2,2,h,2,1301,1,0,0,0,2
44,45,MemResp,3,45,44,44,0,NL,2,3,4,11,9,8,7,4,2,2,2,h,2,1378,1,0,0,0,2
45,46,MemResp,3,46,45,45,0,ML,2,9,4,11,9,9,7,4,2,2,2,k,2,1669,0,0,0,1,2
46,47,MemRespITI,3,47,46,46,0,NL,2,3,4,12,9,9,7,4,2,2,2,s,2,1669,0,0,0,0,2
47,48,MemResp,3,48,47,47,0,ML,1,16,4,12,9,9,7,4,2,2,3,j,1,1780,0,1,0,0,2
48,49,MemResp,3,49,48,48,0,MS,2,16,3,12,9,9,8,4,2,2,3,k,2,1555,0,0,0,1,2
49,50,MemResp,3,50,49,49,0,MS,2,13,3,12,9,9,9,4,2,2,3,l,2,1897,0,0,0,1,2
50,51,MemResp,3,51,50,50,0,ML,2,11,3,12,9,10,9,4,2,2,3,k,2,1711,0,0,0,1,2
51,52,MemResp,3,52,51,51,0,NS,2,7,3,12,10,10,9,4,2,2,3,k,2,1675,0,0,0,1,2
52,53,MemResp,3,53,52,52,0,ML,2,10,3,12,10,11,9,4,2,2,3,k,2,1541,0,0,0,1,2
53,54,MemResp,3,54,53,53,0,NL,2,1,3,13,10,11,9,4,2,2,3,k,2,1538,0,0,0,1,2
