,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,LLCounter,LSCounter,NLCounter,NSCounter,Action,Category,StimCategory,StimSequence,ResponseMatrix,PressCorrect,keyPressed,Accuracy,RT,FeedbackType,subject
120,120,Resp,4,121,120,120,0,28,30,31,32,3,MS,BS,15,3,n,v,0,616,2,13
121,121,Resp,4,122,121,121,0,29,30,31,32,1,NL,RS,1,1,v,v,1,916,1,13
122,122,Resp,4,123,122,122,0,30,30,31,32,1,NL,RS,1,1,v,v,1,595,1,13
123,123,Resp,4,124,123,123,0,31,30,31,32,1,NL,RS,1,1,v,v,1,1247,1,13
124,124,Resp,4,125,124,124,0,31,31,31,32,4,NS,BC,8,2,b,b,1,701,1,13
125,125,Resp,4,126,125,125,0,31,31,32,32,1,ML,RS,9,1,v,v,1,707,1,13
126,126,Resp,4,127,126,126,0,32,31,32,32,2,NL,RC,2,4,m,m,1,1168,1,13
127,127,Resp,4,128,127,127,0,32,32,32,32,1,NS,RS,5,1,v,v,1,660,1,13
0,0,Resp,2,1,0,0,0,1,0,0,0,2,NL,RC,2,2,b,v,0,1016,2,14
1,1,Resp,2,2,1,1,0,1,0,0,1,4,MS,BC,16,4,m,b,0,1235,2,14
2,2,Resp,2,3,2,2,0,1,0,1,1,3,ML,BS,11,3,n,b,0,1056,2,14
3,3,Resp,2,4,3,3,0,1,0,1,2,3,MS,BS,15,3,n,v,0,930,2,14
4,4,Resp,2,5,4,4,0,1,0,1,3,2,MS,RC,14,2,b,v,0,1031,2,14
5,5,Resp,2,6,5,5,0,1,0,2,3,2,ML,RC,10,2,b,b,1,651,1,14
6,6,Resp,2,7,6,6,0,1,1,2,3,2,NS,RC,6,2,b,b,1,536,1,14
7,7,Resp,2,8,7,7,0,1,1,3,3,1,ML,RS,9,1,v,v,1,913,1,14
8,8,Resp,2,9,8,8,0,2,1,3,3,2,NL,RC,2,2,b,n,0,1052,2,14
9,9,Resp,2,10,9,9,0,2,1,3,4,1,MS,RS,13,1,v,v,1,765,1,14
10,10,Resp,2,11,10,10,0,3,1,3,4,4,NL,BC,4,4,m,n,0,926,2,14
11,11,Resp,2,12,11,11,0,3,2,3,4,4,NS,BC,8,4,m,m,1,570,1,14
12,12,Resp,2,13,12,12,0,3,2,3,5,1,MS,RS,13,1,v,n,0,866,2,14
13,13,Resp,2,14,13,13,0,3,2,3,6,2,MS,RC,14,2,b,b,1,735,1,14
14,14,Resp,2,15,14,14,0,3,2,4,6,4,ML,BC,12,4,m,b,0,958,2,14
15,15,Resp,2,16,15,15,0,4,2,4,6,3,NL,BS,3,3,n,b,0,1196,2,14
16,16,Resp,2,17,16,16,0,4,2,5,6,1,ML,RS,9,1,v,v,1,1028,1,14
17,17,Resp,2,18,17,17,0,4,3,5,6,1,NS,RS,5,1,v,v,1,742,1,14
18,18,Resp,2,19,18,18,0,5,3,5,6,2,NL,RC,2,2,b,b,1,756,1,14
19,19,Resp,2,20,19,19,0,6,3,5,6,1,NL,RS,1,1,v,v,1,1018,1,14
20,20,Resp,2,21,20,20,0,6,4,5,6,2,NS,RC,6,2,b,b,1,559,1,14
21,21,Resp,2,22,21,21,0,7,4,5,6,1,NL,RS,1,1,v,v,1,779,1,14
22,22,Resp,2,23,22,22,0,7,4,5,7,3,MS,BS,15,3,n,b,0,706,2,14
23,23,Resp,2,24,23,23,0,7,4,5,8,2,MS,RC,14,2,b,b,1,836,1,14
24,24,Resp,2,25,24,24,0,7,4,6,8,1,ML,RS,9,1,v,v,1,779,1,14
25,25,Resp,2,26,25,25,0,8,4,6,8,2,NL,RC,2,2,b,b,1,699,1,14
26,26,Resp,2,27,26,26,0,8,4,6,9,3,MS,BS,15,3,n,n,1,802,1,14
27,27,RespITI,2,28,27,27,0,8,4,7,9,2,ML,RC,10,2,b,0,0,802,3,14
28,28,RespITI,2,29,28,28,0,8,5,7,9,3,NS,BS,7,3,n,0,0,802,3,14
29,29,RespITI,2,30,29,29,0,8,6,7,9,1,NS,RS,5,1,v,0,0,802,3,14
30,30,RespITI,2,31,30,30,0,8,7,7,9,4,NS,BC,8,4,m,0,0,802,3,14
31,31,Resp,2,32,31,31,0,9,7,7,9,3,NL,BS,3,3,n,n,1,1029,1,14
32,32,Resp,2,33,32,32,0,9,8,7,9,1,NS,RS,5,1,v,v,1,1204,1,14
33,33,Resp,2,34,33,33,0,9,8,7,10,3,MS,BS,15,3,n,n,1,877,1,14
34,34,Resp,2,35,34,34,0,9,8,7,11,4,MS,BC,16,4,m,m,1,1073,1,14
35,35,Resp,2,36,35,35,0,9,8,7,12,4,MS,BC,16,4,m,m,1,826,1,14
36,36,Resp,2,37,36,36,0,9,8,8,12,4,ML,BC,12,4,m,m,1,687,1,14
37,37,Resp,2,38,37,37,0,10,8,8,12,3,NL,BS,3,3,n,n,1,728,1,14
38,38,Resp,2,39,38,38,0,11,8,8,12,4,NL,BC,4,4,m,m,1,705,1,14
39,39,Resp,2,40,39,39,0,11,9,8,12,2,NS,RC,6,2,b,b,1,1135,1,14
40,40,Resp,2,41,40,40,0,12,9,8,12,4,NL,BC,4,4,m,m,1,870,1,14
41,41,Resp,2,42,41,41,0,12,9,9,12,3,ML,BS,11,3,n,n,1,746,1,14
42,42,RespITI,2,43,42,42,0,12,9,10,12,3,ML,BS,11,3,n,0,0,746,3,14
43,43,Resp,2,44,43,43,0,13,9,10,12,3,NL,BS,3,3,n,n,1,686,1,14
44,44,Resp,2,45,44,44,0,13,9,10,13,3,MS,BS,15,3,n,n,1,674,1,14
45,45,Resp,2,46,45,45,0,13,9,11,13,1,ML,RS,9,1,v,v,1,920,1,14
46,46,Resp,2,47,46,46,0,13,9,12,13,3,ML,BS,11,3,n,n,1,631,1,14
47,47,Resp,2,48,47,47,0,14,9,12,13,2,NL,RC,2,2,b,b,1,1071,1,14
48,48,Resp,2,49,48,48,0,14,9,13,13,4,ML,BC,12,4,m,m,1,779,1,14
49,49,Resp,2,50,49,49,0,14,10,13,13,4,NS,BC,8,4,m,m,1,648,1,14
50,50,Resp,2,51,50,50,0,14,11,13,13,3,NS,BS,7,3,n,n,1,747,1,14
51,51,Resp,2,52,51,51,0,14,11,13,14,3,MS,BS,15,3,n,n,1,560,1,14
52,52,Resp,2,53,52,52,0,15,11,13,14,3,NL,BS,3,3,n,n,1,641,1,14
53,53,Resp,2,54,53,53,0,15,11,14,14,3,ML,BS,11,3,n,n,1,656,1,14
54,54,Resp,2,55,54,54,0,16,11,14,14,3,NL,BS,3,3,n,n,1,682,1,14
55,55,Resp,2,56,55,55,0,16,12,14,14,3,NS,BS,7,3,n,n,1,662,1,14
56,56,Resp,2,57,56,56,0,17,12,14,14,4,NL,BC,4,4,m,m,1,871,1,14
57,57,Resp,2,58,57,57,0,18,12,14,14,2,NL,RC,2,2,b,b,1,948,1,14
58,58,Resp,2,59,58,58,0,18,12,14,15,4,MS,BC,16,4,m,m,1,692,1,14
59,59,Resp,2,60,59,59,0,18,13,14,15,1,NS,RS,5,1,v,v,1,794,1,14
60,60,Resp,2,61,60,60,0,18,14,14,15,3,NS,BS,7,3,n,n,1,657,1,14
61,61,Resp,2,62,61,61,0,18,14,14,16,3,MS,BS,15,3,n,n,1,548,1,14
62,62,Resp,2,63,62,62,0,18,14,14,17,3,MS,BS,15,3,n,n,1,558,1,14
63,63,Resp,2,64,63,63,0,18,14,14,18,2,MS,RC,14,2,b,b,1,895,1,14
64,64,Resp,2,65,64,64,0,18,14,15,18,4,ML,BC,12,4,m,m,1,642,1,14
65,65,Resp,2,66,65,65,0,18,15,15,18,1,NS,RS,5,1,v,v,1,1160,1,14
66,66,Resp,2,67,66,66,0,18,15,16,18,2,ML,RC,10,2,b,b,1,742,1,14
67,67,Resp,2,68,67,67,0,18,15,16,19,4,MS,BC,16,4,m,m,1,682,1,14
68,68,Resp,2,69,68,68,0,19,15,16,19,4,NL,BC,4,4,m,m,1,639,1,14
69,69,Resp,2,70,69,69,0,20,15,16,19,4,NL,BC,4,4,m,m,1,736,1,14
70,70,Resp,2,71,70,70,0,20,16,16,19,3,NS,BS,7,3,n,n,1,893,1,14
71,71,Resp,2,72,71,71,0,20,16,16,20,2,MS,RC,14,2,b,b,1,965,1,14
72,72,Resp,2,73,72,72,0,20,17,16,20,1,NS,RS,5,1,v,v,1,710,1,14
73,73,Resp,2,74,73,73,0,21,17,16,20,1,NL,RS,1,1,v,v,1,747,1,14
74,74,Resp,2,75,74,74,0,21,17,17,20,1,ML,RS,9,1,v,v,1,639,1,14
75,75,Resp,2,76,75,75,0,22,17,17,20,4,NL,BC,4,4,m,m,1,785,1,14
76,76,Resp,2,77,76,76,0,22,18,17,20,2,NS,RC,6,2,b,b,1,1007,1,14
77,77,Resp,2,78,77,77,0,22,18,18,20,1,ML,RS,9,1,v,v,1,698,1,14
78,78,Resp,2,79,78,78,0,22,18,19,20,2,ML,RC,10,2,b,b,1,727,1,14
79,79,Resp,2,80,79,79,0,22,18,19,21,2,MS,RC,14,2,b,b,1,542,1,14
80,80,Resp,2,81,80,80,0,22,18,20,21,4,ML,BC,12,4,m,m,1,717,1,14
81,81,Resp,2,82,81,81,0,22,19,20,21,3,NS,BS,7,3,n,n,1,711,1,14
82,82,Resp,2,83,82,82,0,23,19,20,21,2,NL,RC,2,2,b,b,1,680,1,14
83,83,Resp,2,84,83,83,0,23,19,21,21,2,ML,RC,10,2,b,b,1,745,1,14
84,84,Resp,2,85,84,84,0,23,20,21,21,4,NS,BC,8,4,m,m,1,1132,1,14
85,85,Resp,2,86,85,85,0,24,20,21,21,4,NL,BC,4,4,m,m,1,839,1,14
86,86,Resp,2,87,86,86,0,24,20,21,22,1,MS,RS,13,1,v,v,1,956,1,14
87,87,Resp,2,88,87,87,0,24,20,22,22,1,ML,RS,9,1,v,v,1,1037,1,14
88,88,Resp,2,89,88,88,0,24,20,22,23,2,MS,RC,14,2,b,b,1,772,1,14
89,89,Resp,2,90,89,89,0,25,20,22,23,1,NL,RS,1,1,v,v,1,723,1,14
90,90,Resp,2,91,90,90,0,25,20,22,24,4,MS,BC,16,4,m,m,1,819,1,14
91,91,Resp,2,92,91,91,0,25,21,22,24,4,NS,BC,8,4,m,b,0,1101,2,14
92,92,Resp,2,93,92,92,0,25,22,22,24,1,NS,RS,5,1,v,v,1,988,1,14
93,93,Resp,2,94,93,93,0,26,22,22,24,1,NL,RS,1,1,v,v,1,808,1,14
94,94,Resp,2,95,94,94,0,26,22,23,24,1,ML,RS,9,1,v,v,1,650,1,14
95,95,Resp,2,96,95,95,0,26,22,23,25,1,MS,RS,13,1,v,v,1,545,1,14
96,96,Resp,2,97,96,96,0,26,23,23,25,4,NS,BC,8,4,m,m,1,707,1,14
97,97,Resp,2,98,97,97,0,27,23,23,25,3,NL,BS,3,3,n,n,1,895,1,14
98,98,Resp,2,99,98,98,0,27,23,23,26,1,MS,RS,13,1,v,v,1,819,1,14
99,99,Resp,2,100,99,99,0,27,24,23,26,2,NS,RC,6,2,b,b,1,1120,1,14
100,100,Resp,2,101,100,100,0,27,25,23,26,4,NS,BC,8,4,m,m,1,832,1,14
101,101,Resp,2,102,101,101,0,27,26,23,26,2,NS,RC,6,2,b,b,1,1096,1,14
102,102,Resp,2,103,102,102,0,28,26,23,26,1,NL,RS,1,1,v,v,1,777,1,14
103,103,Resp,2,104,103,103,0,28,26,23,27,1,MS,RS,13,1,v,v,1,914,1,14
104,104,Resp,2,105,104,104,0,28,26,23,28,4,MS,BC,16,4,m,m,1,916,1,14
105,105,Resp,2,106,105,105,0,28,27,23,28,4,NS,BC,8,4,m,m,1,571,1,14
106,106,Resp,2,107,106,106,0,28,28,23,28,2,NS,RC,6,2,b,b,1,785,1,14
107,107,Resp,2,108,107,107,0,29,28,23,28,3,NL,BS,3,3,n,n,1,1207,1,14
108,108,Resp,2,109,108,108,0,29,28,24,28,3,ML,BS,11,3,n,n,1,715,1,14
109,109,Resp,2,110,109,109,0,29,28,25,28,2,ML,RC,10,2,b,b,1,771,1,14
110,110,Resp,2,111,110,110,0,30,28,25,28,1,NL,RS,1,1,v,v,1,1093,1,14
111,111,Resp,2,112,111,111,0,31,28,25,28,2,NL,RC,2,2,b,b,1,786,1,14
112,112,Resp,2,113,112,112,0,31,28,25,29,1,MS,RS,13,1,v,v,1,622,1,14
113,113,Resp,2,114,113,113,0,31,28,26,29,4,ML,BC,12,4,m,m,1,906,1,14
114,114,Resp,2,115,114,114,0,31,28,27,29,4,ML,BC,12,4,m,m,1,682,1,14
115,115,Resp,2,116,115,115,0,31,28,28,29,3,ML,BS,11,3,n,n,1,778,1,14
116,116,Resp,2,117,116,116,0,32,28,28,29,1,NL,RS,1,1,v,v,1,805,1,14
117,117,Resp,2,118,117,117,0,32,29,28,29,2,NS,RC,6,2,b,b,1,794,1,14
118,118,Resp,2,119,118,118,0,32,29,29,29,2,ML,RC,10,2,b,b,1,657,1,14
119,119,Resp,2,120,119,119,0,32,29,30,29,3,ML,BS,11,3,n,n,1,776,1,14
120,120,Resp,2,121,120,120,0,32,29,30,30,2,MS,RC,14,2,b,b,1,866,1,14
121,121,Resp,2,122,121,121,0,32,29,30,31,1,MS,RS,13,1,v,v,1,805,1,14
122,122,Resp,2,123,122,122,0,32,30,30,31,3,NS,BS,7,3,n,n,1,956,1,14
123,123,Resp,2,124,123,123,0,32,31,30,31,1,NS,RS,5,1,v,v,1,1182,1,14
124,124,Resp,2,125,124,124,0,32,32,30,31,3,NS,BS,7,3,n,n,1,741,1,14
125,125,Resp,2,126,125,125,0,32,32,31,31,4,ML,BC,12,4,m,m,1,1115,1,14
126,126,Resp,2,127,126,126,0,32,32,32,31,2,ML,RC,10,2,b,b,1,973,1,14
127,127,Resp,2,128,127,127,0,32,32,32,32,4,MS,BC,16,4,m,m,1,864,1,14
0,0,Resp,5,1,0,0,0,0,1,0,0,1,NS,RS,5,1,v,v,1,673,1,15
1,1,Resp,5,2,1,1,0,0,1,0,1,1,MS,RS,13,1,v,v,1,635,1,15
2,2,Resp,5,3,2,2,0,0,1,1,1,4,ML,BC,12,4,m,b,0,920,2,15
3,3,Resp,5,4,3,3,0,0,2,1,1,1,NS,RS,5,1,v,v,1,589,1,15
4,4,Resp,5,5,4,4,0,0,3,1,1,4,NS,BC,8,4,m,n,0,597,2,15
5,5,Resp,5,6,5,5,0,0,3,2,1,3,ML,RC,10,3,n,b,0,1091,2,15
6,6,RespITI,5,7,6,6,0,0,3,2,2,4,MS,BC,16,4,m,0,0,1091,3,15
7,7,Resp,5,8,7,7,0,0,4,2,2,4,NS,BC,8,4,m,m,1,564,1,15
8,8,Resp,5,9,8,8,0,1,4,2,2,3,NL,RC,2,3,n,b,0,761,2,15
9,9,Resp,5,10,9,9,0,1,4,2,3,1,MS,RS,13,1,v,v,1,702,1,15
10,10,Resp,5,11,10,10,0,1,4,3,3,1,ML,RS,9,1,v,v,1,585,1,15
11,11,Resp,5,12,11,11,0,1,4,4,3,1,ML,RS,9,1,v,v,1,545,1,15
12,12,RespITI,5,13,12,12,0,2,4,4,3,3,NL,RC,2,3,n,0,0,545,3,15
13,13,Resp,5,14,13,13,0,2,5,4,3,2,NS,BS,7,2,b,n,0,1022,2,15
14,14,Resp,5,15,14,14,0,2,5,5,3,4,ML,BC,12,4,m,m,1,772,1,15
15,15,Resp,5,16,15,15,0,3,5,5,3,4,NL,BC,4,4,m,n,0,978,2,15
16,16,Resp,5,17,16,16,0,3,6,5,3,2,NS,BS,7,2,b,m,0,783,2,15
17,17,RespITI,5,18,17,17,0,4,6,5,3,4,NL,BC,4,4,m,0,0,783,3,15
18,18,Resp,5,19,18,18,0,4,7,5,3,2,NS,BS,7,2,b,b,1,1010,1,15
19,19,Resp,5,20,19,19,0,5,7,5,3,4,NL,BC,4,4,m,m,1,932,1,15
20,20,Resp,5,21,20,20,0,6,7,5,3,2,NL,BS,3,2,b,b,1,740,1,15
21,21,Resp,5,22,21,21,0,6,7,6,3,2,ML,BS,11,2,b,b,1,584,1,15
22,22,Resp,5,23,22,22,0,6,7,7,3,1,ML,RS,9,1,v,v,1,423,1,15
23,23,Resp,5,24,23,23,0,7,7,7,3,3,NL,RC,2,3,n,n,1,777,1,15
24,24,Resp,5,25,24,24,0,7,7,8,3,1,ML,RS,9,1,v,v,1,617,1,15
25,25,Resp,5,26,25,25,0,8,7,8,3,4,NL,BC,4,4,m,m,1,553,1,15
26,26,Resp,5,27,26,26,0,8,7,9,3,2,ML,BS,11,2,b,b,1,939,1,15
27,27,Resp,5,28,27,27,0,8,7,10,3,2,ML,BS,11,2,b,b,1,499,1,15
28,28,Resp,5,29,28,28,0,8,7,10,4,3,MS,RC,14,3,n,n,1,1149,1,15
29,29,Resp,5,30,29,29,0,8,7,10,5,3,MS,RC,14,3,n,n,1,533,1,15
30,30,Resp,5,31,30,30,0,9,7,10,5,1,NL,RS,1,1,v,v,1,614,1,15
31,31,Resp,5,32,31,31,0,9,7,11,5,2,ML,BS,11,2,b,b,1,607,1,15
32,32,Resp,5,33,32,32,0,9,8,11,5,2,NS,BS,7,2,b,b,1,654,1,15
33,33,Resp,5,34,33,33,0,10,8,11,5,4,NL,BC,4,4,m,m,1,1107,1,15
34,34,Resp,5,35,34,34,0,10,8,12,5,4,ML,BC,12,4,m,m,1,530,1,15
35,35,Resp,5,36,35,35,0,10,8,12,6,1,MS,RS,13,1,v,v,1,692,1,15
36,36,Resp,5,37,36,36,0,10,8,12,7,3,MS,RC,14,3,n,n,1,665,1,15
37,37,Resp,5,38,37,37,0,10,9,12,7,1,NS,RS,5,1,v,v,1,762,1,15
38,38,Resp,5,39,38,38,0,10,9,12,8,2,MS,BS,15,2,b,b,1,672,1,15
39,39,Resp,5,40,39,39,0,10,10,12,8,4,NS,BC,8,4,m,m,1,963,1,15
40,40,Resp,5,41,40,40,0,10,10,13,8,4,ML,BC,12,4,m,n,0,1162,2,15
41,41,Resp,5,42,41,41,0,10,10,14,8,3,ML,RC,10,3,n,n,1,891,1,15
42,42,Resp,5,43,42,42,0,10,11,14,8,2,NS,BS,7,2,b,b,1,776,1,15
43,43,Resp,5,44,43,43,0,10,11,15,8,1,ML,RS,9,1,v,v,1,613,1,15
44,44,Resp,5,45,44,44,0,10,11,15,9,3,MS,RC,14,3,n,n,1,1217,1,15
45,45,Resp,5,46,45,45,0,10,12,15,9,4,NS,BC,8,4,m,m,1,551,1,15
46,46,Resp,5,47,46,46,0,10,13,15,9,4,NS,BC,8,4,m,m,1,585,1,15
47,47,Resp,5,48,47,47,0,11,13,15,9,1,NL,RS,1,1,v,v,1,539,1,15
48,48,Resp,5,49,48,48,0,11,13,15,10,4,MS,BC,16,4,m,m,1,529,1,15
49,49,Resp,5,50,49,49,0,12,13,15,10,3,NL,RC,2,3,n,n,1,811,1,15
50,50,Resp,5,51,50,50,0,12,13,15,11,2,MS,BS,15,2,b,b,1,707,1,15
51,51,Resp,5,52,51,51,0,13,13,15,11,2,NL,BS,3,2,b,b,1,832,1,15
52,52,Resp,5,53,52,52,0,13,13,15,12,2,MS,BS,15,2,b,b,1,451,1,15
53,53,Resp,5,54,53,53,0,13,13,15,13,1,MS,RS,13,1,v,v,1,821,1,15
54,54,Resp,5,55,54,54,0,13,13,16,13,3,ML,RC,10,3,n,n,1,1041,1,15
55,55,Resp,5,56,55,55,0,13,13,17,13,4,ML,BC,12,4,m,m,1,644,1,15
56,56,Resp,5,57,56,56,0,14,13,17,13,2,NL,BS,3,2,b,b,1,697,1,15
57,57,Resp,5,58,57,57,0,14,13,17,14,2,MS,BS,15,2,b,b,1,472,1,15
58,58,Resp,5,59,58,58,0,15,13,17,14,4,NL,BC,4,4,m,n,0,685,2,15
59,59,Resp,5,60,59,59,0,16,13,17,14,1,NL,RS,1,1,v,v,1,788,1,15
60,60,Resp,5,61,60,60,0,16,14,17,14,2,NS,BS,7,2,b,b,1,963,1,15
61,61,Resp,5,62,61,61,0,16,14,17,15,1,MS,RS,13,1,v,v,1,616,1,15
62,62,Resp,5,63,62,62,0,16,14,18,15,1,ML,RS,9,1,v,v,1,521,1,15
63,63,Resp,5,64,63,63,0,16,15,18,15,3,NS,RC,6,3,n,m,0,887,2,15
64,64,Resp,5,65,64,64,0,16,16,18,15,3,NS,RC,6,3,n,n,1,636,1,15
65,65,Resp,5,66,65,65,0,16,17,18,15,1,NS,RS,5,1,v,v,1,672,1,15
66,66,Resp,5,67,66,66,0,16,17,18,16,4,MS,BC,16,4,m,m,1,907,1,15
67,67,Resp,5,68,67,67,0,16,17,18,17,2,MS,BS,15,2,b,n,0,1168,2,15
68,68,Resp,5,69,68,68,0,16,17,19,17,3,ML,RC,10,3,n,m,0,898,2,15
69,69,Resp,5,70,69,69,0,16,17,19,18,4,MS,BC,16,4,m,m,1,989,1,15
70,70,Resp,5,71,70,70,0,17,17,19,18,1,NL,RS,1,1,v,v,1,661,1,15
71,71,Resp,5,72,71,71,0,17,18,19,18,1,NS,RS,5,1,v,v,1,492,1,15
72,72,RespITI,5,73,72,72,0,17,18,20,18,3,ML,RC,10,3,n,0,0,492,3,15
73,73,Resp,5,74,73,73,0,18,18,20,18,2,NL,BS,3,2,b,b,1,1143,1,15
74,74,Resp,5,75,74,74,0,18,19,20,18,4,NS,BC,8,4,m,m,1,1221,1,15
75,75,Resp,5,76,75,75,0,18,19,21,18,2,ML,BS,11,2,b,b,1,950,1,15
76,76,Resp,5,77,76,76,0,19,19,21,18,1,NL,RS,1,1,v,v,1,755,1,15
77,77,Resp,5,78,77,77,0,19,19,22,18,4,ML,BC,12,4,m,m,1,1229,1,15
78,78,RespITI,5,79,78,78,0,20,19,22,18,3,NL,RC,2,3,n,0,0,1229,3,15
79,79,Resp,5,80,79,79,0,20,20,22,18,4,NS,BC,8,4,m,m,1,543,1,15
80,80,RespITI,5,81,80,80,0,21,20,22,18,2,NL,BS,3,2,b,0,0,543,3,15
81,81,Resp,5,82,81,81,0,21,20,22,19,2,MS,BS,15,2,b,b,1,608,1,15
82,82,RespITI,5,83,82,82,0,22,20,22,19,3,NL,RC,2,3,n,0,0,608,3,15
83,83,Resp,5,84,83,83,0,22,20,23,19,2,ML,BS,11,2,b,v,0,618,2,15
84,84,Resp,5,85,84,84,0,22,20,23,20,4,MS,BC,16,4,m,m,1,884,1,15
85,85,Resp,5,86,85,85,0,22,20,23,21,3,MS,RC,14,3,n,b,0,1038,2,15
86,86,Resp,5,87,86,86,0,22,20,24,21,3,ML,RC,10,3,n,n,1,544,1,15
87,87,Resp,5,88,87,87,0,22,20,24,22,3,MS,RC,14,3,n,n,1,632,1,15
88,88,Resp,5,89,88,88,0,22,21,24,22,3,NS,RC,6,3,n,n,1,497,1,15
89,89,Resp,5,90,89,89,0,23,21,24,22,1,NL,RS,1,1,v,v,1,597,1,15
90,90,Resp,5,91,90,90,0,24,21,24,22,4,NL,BC,4,4,m,m,1,685,1,15
91,91,Resp,5,92,91,91,0,24,22,24,22,4,NS,BC,8,4,m,m,1,536,1,15
92,92,Resp,5,93,92,92,0,24,23,24,22,3,NS,RC,6,3,n,n,1,457,1,15
93,93,Resp,5,94,93,93,0,24,24,24,22,3,NS,RC,6,3,n,n,1,465,1,15
94,94,Resp,5,95,94,94,0,24,24,24,23,3,MS,RC,14,3,n,n,1,381,1,15
95,95,Resp,5,96,95,95,0,24,24,24,24,1,MS,RS,13,1,v,v,1,559,1,15
96,96,Resp,5,97,96,96,0,24,25,24,24,1,NS,RS,5,1,v,v,1,470,1,15
97,97,Resp,5,98,97,97,0,25,25,24,24,2,NL,BS,3,2,b,b,1,381,1,15
98,98,Resp,5,99,98,98,0,26,25,24,24,1,NL,RS,1,1,v,v,1,652,1,15
99,99,Resp,5,100,99,99,0,27,25,24,24,2,NL,BS,3,2,b,v,0,490,2,15
100,100,Resp,5,101,100,100,0,27,25,25,24,1,ML,RS,9,1,v,v,1,523,1,15
101,101,RespITI,5,102,101,101,0,27,25,25,25,3,MS,RC,14,3,n,0,0,523,3,15
102,102,Resp,5,103,102,102,0,27,26,25,25,1,NS,RS,5,1,v,v,1,783,1,15
103,103,Resp,5,104,103,103,0,27,26,26,25,3,ML,RC,10,3,n,n,1,485,1,15
104,104,Resp,5,105,104,104,0,27,27,26,25,3,NS,RC,6,3,n,n,1,542,1,15
105,105,Resp,5,106,105,105,0,27,27,27,25,2,ML,BS,11,2,b,b,1,692,1,15
106,106,Resp,5,107,106,106,0,27,27,27,26,4,MS,BC,16,4,m,m,1,890,1,15
107,107,Resp,5,108,107,107,0,27,28,27,26,1,NS,RS,5,1,v,v,1,598,1,15
108,108,Resp,5,109,108,108,0,28,28,27,26,3,NL,RC,2,3,n,n,1,966,1,15
109,109,Resp,5,110,109,109,0,28,28,27,27,1,MS,RS,13,1,v,v,1,556,1,15
110,110,Resp,5,111,110,110,0,28,28,27,28,1,MS,RS,13,1,v,v,1,541,1,15
111,111,Resp,5,112,111,111,0,28,28,28,28,4,ML,BC,12,4,m,n,0,1025,2,15
112,112,Resp,5,113,112,112,0,29,28,28,28,1,NL,RS,1,1,v,v,1,548,1,15
113,113,Resp,5,114,113,113,0,29,28,28,29,2,MS,BS,15,2,b,b,1,875,1,15
114,114,Resp,5,115,114,114,0,30,28,28,29,2,NL,BS,3,2,b,b,1,551,1,15
115,115,Resp,5,116,115,115,0,30,29,28,29,2,NS,BS,7,2,b,b,1,573,1,15
116,116,Resp,5,117,116,116,0,30,29,29,29,4,ML,BC,12,4,m,n,0,741,2,15
117,117,Resp,5,118,117,117,0,30,30,29,29,3,NS,RC,6,3,n,m,0,740,2,15
118,118,Resp,5,119,118,118,0,30,30,30,29,3,ML,RC,10,3,n,n,1,811,1,15
119,119,Resp,5,120,119,119,0,31,30,30,29,3,NL,RC,2,3,n,n,1,446,1,15
120,120,Resp,5,121,120,120,0,31,30,30,30,2,MS,BS,15,2,b,b,1,758,1,15
121,121,RespITI,5,122,121,121,0,31,30,30,31,4,MS,BC,16,4,m,0,0,758,3,15
122,122,Resp,5,123,122,122,0,31,30,31,31,2,ML,BS,11,2,b,n,0,767,2,15
123,123,Resp,5,124,123,123,0,32,30,31,31,4,NL,BC,4,4,m,m,1,643,1,15
124,124,Resp,5,125,124,124,0,32,31,31,31,2,NS,BS,7,2,b,b,1,969,1,15
125,125,Resp,5,126,125,125,0,32,31,32,31,1,ML,RS,9,1,v,v,1,473,1,15
126,126,Resp,5,127,126,126,0,32,31,32,32,4,MS,BC,16,4,m,m,1,813,1,15
127,127,Resp,5,128,127,127,0,32,32,32,32,3,NS,RC,6,3,n,n,1,430,1,15
0,0,Resp,1,1,0,0,0,1,0,0,0,4,NL,BC,4,4,m,v,0,625,2,16
1,1,Resp,1,2,1,1,0,1,0,1,0,3,ML,RC,10,3,n,v,0,815,2,16
2,2,Resp,1,3,2,2,0,1,0,1,1,4,MS,BC,16,4,m,v,0,782,2,16
3,3,Resp,1,4,3,3,0,1,1,1,1,3,NS,RC,6,3,n,b,0,391,2,16
4,4,Resp,1,5,4,4,0,2,1,1,1,4,NL,BC,4,4,m,n,0,876,2,16
5,5,RespITI,1,6,5,5,0,3,1,1,1,2,NL,BS,3,2,b,0,0,876,3,16
6,6,Resp,1,7,6,6,0,3,2,1,1,2,NS,BS,7,2,b,v,0,529,2,16
7,7,Resp,1,8,7,7,0,4,2,1,1,1,NL,RS,1,1,v,v,1,853,1,16
8,8,RespITI,1,9,8,8,0,4,2,1,2,3,MS,RC,14,3,n,0,0,853,3,16
9,9,Resp,1,10,9,9,0,4,2,2,2,3,ML,RC,10,3,n,n,1,580,1,16
10,10,Resp,1,11,10,10,0,4,2,2,3,1,MS,RS,13,1,v,v,1,735,1,16
11,11,Resp,1,12,11,11,0,5,2,2,3,2,NL,BS,3,2,b,b,1,756,1,16
