,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,LLCounter,LSCounter,NLCounter,NSCounter,Action,Category,StimCategory,StimSequence,ResponseMatrix,PressCorrect,keyPressed,Accuracy,RT,FeedbackType,subject
0,0,Resp,1,1,0,0,0,1,0,0,0,3,NL,RC,2,3,n,v,0,597,2,1
1,1,Resp,1,2,1,1,0,1,0,1,0,3,ML,RC,10,3,n,b,0,776,2,1
2,2,Resp,1,3,2,2,0,1,0,1,1,2,MS,BS,15,2,b,v,0,877,2,1
3,3,Resp,1,4,3,3,0,1,0,1,2,2,MS,BS,15,2,b,b,1,1071,1,1
4,4,Resp,1,5,4,4,0,2,0,1,2,3,NL,RC,2,3,n,n,1,1108,1,1
5,5,Resp,1,6,5,5,0,2,0,2,2,1,ML,RS,9,1,v,m,0,855,2,1
6,6,Resp,1,7,6,6,0,3,0,2,2,3,NL,RC,2,3,n,n,1,513,1,1
7,7,Resp,1,8,7,7,0,3,0,3,2,1,ML,RS,9,1,v,n,0,574,2,1
8,8,Resp,1,9,8,8,0,3,0,3,3,4,MS,BC,16,4,m,b,0,931,2,1
9,9,Resp,1,10,9,9,0,4,0,3,3,4,NL,BC,4,4,m,m,1,822,1,1
10,10,Resp,1,11,10,10,0,4,0,3,4,3,MS,RC,14,3,n,n,1,676,1,1
11,11,Resp,1,12,11,11,0,4,0,4,4,1,ML,RS,9,1,v,v,1,430,1,1
12,12,Resp,1,13,12,12,0,4,1,4,4,3,NS,RC,6,3,n,n,1,642,1,1
13,13,Resp,1,14,13,13,0,4,1,4,5,2,MS,BS,15,2,b,m,0,502,2,1
14,14,Resp,1,15,14,14,0,5,1,4,5,3,NL,RC,2,3,n,n,1,745,1,1
15,15,Resp,1,16,15,15,0,5,1,4,6,2,MS,BS,15,2,b,b,1,877,1,1
16,16,Resp,1,17,16,16,0,6,1,4,6,1,NL,RS,1,1,v,n,0,722,2,1
17,17,Resp,1,18,17,17,0,7,1,4,6,2,NL,BS,3,2,b,m,0,931,2,1
18,18,Resp,1,19,18,18,0,7,2,4,6,1,NS,RS,5,1,v,v,1,1096,1,1
19,19,Resp,1,20,19,19,0,7,2,4,7,3,MS,RC,14,3,n,n,1,780,1,1
20,20,Resp,1,21,20,20,0,7,2,4,8,4,MS,BC,16,4,m,b,0,817,2,1
21,21,Resp,1,22,21,21,0,7,3,4,8,2,NS,BS,7,2,b,b,1,1109,1,1
22,22,Resp,1,23,22,22,0,7,4,4,8,3,NS,RC,6,3,n,n,1,696,1,1
23,23,Resp,1,24,23,23,0,7,4,5,8,4,ML,BC,12,4,m,m,1,940,1,1
24,24,Resp,1,25,24,24,0,7,4,5,9,4,MS,BC,16,4,m,m,1,591,1,1
25,25,Resp,1,26,25,25,0,7,4,5,10,2,MS,BS,15,2,b,b,1,692,1,1
26,26,Resp,1,27,26,26,0,7,4,5,11,1,MS,RS,13,1,v,v,1,710,1,1
27,27,Resp,1,28,27,27,0,7,5,5,11,3,NS,RC,6,3,n,n,1,539,1,1
28,28,Resp,1,29,28,28,0,7,5,6,11,4,ML,BC,12,4,m,m,1,782,1,1
29,29,Resp,1,30,29,29,0,7,5,7,11,3,ML,RC,10,3,n,n,1,675,1,1
30,30,Resp,1,31,30,30,0,7,6,7,11,4,NS,BC,8,4,m,n,0,726,2,1
31,31,Resp,1,32,31,31,0,7,6,8,11,4,ML,BC,12,4,m,m,1,715,1,1
32,32,Resp,1,33,32,32,0,8,6,8,11,2,NL,BS,3,2,b,b,1,1086,1,1
33,33,Resp,1,34,33,33,0,8,6,8,12,1,MS,RS,13,1,v,v,1,643,1,1
34,34,Resp,1,35,34,34,0,9,6,8,12,1,NL,RS,1,1,v,v,1,422,1,1
35,35,Resp,1,36,35,35,0,9,6,9,12,4,ML,BC,12,4,m,m,1,744,1,1
36,36,Resp,1,37,36,36,0,9,7,9,12,2,NS,BS,7,2,b,b,1,1022,1,1
37,37,Resp,1,38,37,37,0,10,7,9,12,1,NL,RS,1,1,v,n,0,609,2,1
38,38,Resp,1,39,38,38,0,10,7,9,13,4,MS,BC,16,4,m,m,1,918,1,1
39,39,Resp,1,40,39,39,0,10,8,9,13,3,NS,RC,6,3,n,n,1,714,1,1
40,40,Resp,1,41,40,40,0,11,8,9,13,3,NL,RC,2,3,n,n,1,493,1,1
41,41,Resp,1,42,41,41,0,11,8,10,13,4,ML,BC,12,4,m,m,1,834,1,1
42,42,Resp,1,43,42,42,0,11,9,10,13,2,NS,BS,7,2,b,v,0,550,2,1
43,43,Resp,1,44,43,43,0,11,10,10,13,2,NS,BS,7,2,b,b,1,553,1,1
44,44,Resp,1,45,44,44,0,11,11,10,13,4,NS,BC,8,4,m,n,0,636,2,1
45,45,Resp,1,46,45,45,0,11,11,10,14,2,MS,BS,15,2,b,b,1,1106,1,1
46,46,Resp,1,47,46,46,0,11,11,10,15,4,MS,BC,16,4,m,m,1,468,1,1
47,47,Resp,1,48,47,47,0,11,11,10,16,1,MS,RS,13,1,v,v,1,1063,1,1
48,48,RespITI,1,49,48,48,0,12,11,10,16,2,NL,BS,3,2,b,0,0,1063,3,1
49,49,Resp,1,50,49,49,0,13,11,10,16,1,NL,RS,1,1,v,v,1,1148,1,1
50,50,Resp,1,51,50,50,0,14,11,10,16,4,NL,BC,4,4,m,b,0,1056,2,1
51,51,Resp,1,52,51,51,0,14,11,10,17,1,MS,RS,13,1,v,v,1,837,1,1
52,52,Resp,1,53,52,52,0,15,11,10,17,4,NL,BC,4,4,m,m,1,423,1,1
53,53,Resp,1,54,53,53,0,15,11,10,18,1,MS,RS,13,1,v,v,1,877,1,1
54,54,Resp,1,55,54,54,0,15,12,10,18,1,NS,RS,5,1,v,v,1,526,1,1
55,55,Resp,1,56,55,55,0,16,12,10,18,2,NL,BS,3,2,b,b,1,546,1,1
56,56,Resp,1,57,56,56,0,16,12,11,18,1,ML,RS,9,1,v,m,0,1142,2,1
57,57,Resp,1,58,57,57,0,16,12,12,18,2,ML,BS,11,2,b,b,1,907,1,1
58,58,Resp,1,59,58,58,0,16,13,12,18,4,NS,BC,8,4,m,n,0,783,2,1
59,59,Resp,1,60,59,59,0,16,14,12,18,4,NS,BC,8,4,m,m,1,433,1,1
60,60,Resp,1,61,60,60,0,16,14,12,19,1,MS,RS,13,1,v,v,1,966,1,1
61,61,Resp,1,62,61,61,0,17,14,12,19,3,NL,RC,2,3,n,n,1,748,1,1
62,62,Resp,1,63,62,62,0,18,14,12,19,2,NL,BS,3,2,b,b,1,1005,1,1
63,63,Resp,1,64,63,63,0,18,14,13,19,1,ML,RS,9,1,v,v,1,835,1,1
64,64,Resp,1,65,64,64,0,18,14,14,19,3,ML,RC,10,3,n,n,1,934,1,1
65,65,Resp,1,66,65,65,0,19,14,14,19,2,NL,BS,3,2,b,b,1,970,1,1
66,66,Resp,1,67,66,66,0,20,14,14,19,3,NL,RC,2,3,n,n,1,717,1,1
67,67,Resp,1,68,67,67,0,20,14,15,19,3,ML,RC,10,3,n,n,1,721,1,1
68,68,Resp,1,69,68,68,0,21,14,15,19,1,NL,RS,1,1,v,v,1,1044,1,1
69,69,Resp,1,70,69,69,0,21,14,15,20,3,MS,RC,14,3,n,n,1,633,1,1
70,70,Resp,1,71,70,70,0,21,15,15,20,4,NS,BC,8,4,m,m,1,477,1,1
71,71,Resp,1,72,71,71,0,21,16,15,20,1,NS,RS,5,1,v,v,1,912,1,1
72,72,Resp,1,73,72,72,0,21,17,15,20,2,NS,BS,7,2,b,b,1,723,1,1
73,73,Resp,1,74,73,73,0,21,18,15,20,1,NS,RS,5,1,v,v,1,681,1,1
74,74,Resp,1,75,74,74,0,21,19,15,20,1,NS,RS,5,1,v,v,1,652,1,1
75,75,Resp,1,76,75,75,0,21,19,15,21,4,MS,BC,16,4,m,m,1,992,1,1
76,76,Resp,1,77,76,76,0,21,20,15,21,1,NS,RS,5,1,v,b,0,741,2,1
77,77,Resp,1,78,77,77,0,21,20,16,21,1,ML,RS,9,1,v,v,1,665,1,1
78,78,Resp,1,79,78,78,0,21,20,16,22,1,MS,RS,13,1,v,v,1,429,1,1
79,79,Resp,1,80,79,79,0,21,20,16,23,1,MS,RS,13,1,v,v,1,511,1,1
80,80,Resp,1,81,80,80,0,21,20,16,24,3,MS,RC,14,3,n,n,1,772,1,1
81,81,Resp,1,82,81,81,0,21,20,17,24,4,ML,BC,12,4,m,m,1,552,1,1
82,82,Resp,1,83,82,82,0,21,20,17,25,4,MS,BC,16,4,m,m,1,412,1,1
83,83,Resp,1,84,83,83,0,21,20,18,25,3,ML,RC,10,3,n,n,1,623,1,1
84,84,Resp,1,85,84,84,0,21,20,18,26,3,MS,RC,14,3,n,n,1,691,1,1
85,85,Resp,1,86,85,85,0,22,20,18,26,4,NL,BC,4,4,m,m,1,568,1,1
86,86,Resp,1,87,86,86,0,22,20,19,26,2,ML,BS,11,2,b,b,1,684,1,1
87,87,Resp,1,88,87,87,0,22,20,20,26,2,ML,BS,11,2,b,b,1,398,1,1
88,88,Resp,1,89,88,88,0,22,21,20,26,2,NS,BS,7,2,b,b,1,402,1,1
89,89,Resp,1,90,89,89,0,23,21,20,26,3,NL,RC,2,3,n,n,1,614,1,1
90,90,Resp,1,91,90,90,0,23,21,20,27,2,MS,BS,15,2,b,b,1,777,1,1
91,91,Resp,1,92,91,91,0,23,22,20,27,4,NS,BC,8,4,m,n,0,557,2,1
92,92,Resp,1,93,92,92,0,23,23,20,27,4,NS,BC,8,4,m,m,1,385,1,1
93,93,Resp,1,94,93,93,0,24,23,20,27,4,NL,BC,4,4,m,m,1,357,1,1
94,94,Resp,1,95,94,94,0,24,24,20,27,4,NS,BC,8,4,m,m,1,393,1,1
95,95,Resp,1,96,95,95,0,25,24,20,27,4,NL,BC,4,4,m,m,1,412,1,1
96,96,Resp,1,97,96,96,0,25,24,21,27,2,ML,BS,11,2,b,b,1,688,1,1
97,97,Resp,1,98,97,97,0,25,24,22,27,2,ML,BS,11,2,b,b,1,549,1,1
98,98,Resp,1,99,98,98,0,26,24,22,27,1,NL,RS,1,1,v,v,1,505,1,1
99,99,Resp,1,100,99,99,0,26,24,22,28,3,MS,RC,14,3,n,n,1,1052,1,1
100,100,Resp,1,101,100,100,0,26,24,23,28,3,ML,RC,10,3,n,n,1,464,1,1
101,101,Resp,1,102,101,101,0,26,24,23,29,3,MS,RC,14,3,n,n,1,500,1,1
102,102,Resp,1,103,102,102,0,26,24,24,29,2,ML,BS,11,2,b,m,0,535,2,1
103,103,Resp,1,104,103,103,0,27,24,24,29,1,NL,RS,1,1,v,m,0,1082,2,1
104,104,Resp,1,105,104,104,0,27,24,24,30,3,MS,RC,14,3,n,n,1,734,1,1
105,105,Resp,1,106,105,105,0,28,24,24,30,1,NL,RS,1,1,v,v,1,564,1,1
106,106,Resp,1,107,106,106,0,28,25,24,30,3,NS,RC,6,3,n,n,1,710,1,1
107,107,Resp,1,108,107,107,0,29,25,24,30,2,NL,BS,3,2,b,b,1,1003,1,1
108,108,Resp,1,109,108,108,0,29,26,24,30,1,NS,RS,5,1,v,m,0,1247,2,1
109,109,Resp,1,110,109,109,0,29,26,24,31,4,MS,BC,16,4,m,b,0,1122,2,1
110,110,Resp,1,111,110,110,0,29,26,25,31,1,ML,RS,9,1,v,v,1,982,1,1
111,111,Resp,1,112,111,111,0,29,26,26,31,3,ML,RC,10,3,n,n,1,906,1,1
112,112,Resp,1,113,112,112,0,30,26,26,31,2,NL,BS,3,2,b,b,1,701,1,1
113,113,Resp,1,114,113,113,0,31,26,26,31,4,NL,BC,4,4,m,m,1,1122,1,1
114,114,Resp,1,115,114,114,0,31,26,27,31,2,ML,BS,11,2,b,b,1,740,1,1
115,115,Resp,1,116,115,115,0,31,26,28,31,1,ML,RS,9,1,v,v,1,775,1,1
116,116,Resp,1,117,116,116,0,31,26,29,31,3,ML,RC,10,3,n,n,1,653,1,1
117,117,Resp,1,118,117,117,0,31,27,29,31,3,NS,RC,6,3,n,n,1,561,1,1
118,118,Resp,1,119,118,118,0,31,27,29,32,2,MS,BS,15,2,b,v,0,998,2,1
119,119,Resp,1,120,119,119,0,31,27,30,32,4,ML,BC,12,4,m,m,1,985,1,1
120,120,Resp,1,121,120,120,0,31,28,30,32,2,NS,BS,7,2,b,b,1,908,1,1
121,121,Resp,1,122,121,121,0,31,28,31,32,4,ML,BC,12,4,m,m,1,754,1,1
122,122,Resp,1,123,122,122,0,31,28,32,32,2,ML,BS,11,2,b,b,1,788,1,1
123,123,Resp,1,124,123,123,0,32,28,32,32,4,NL,BC,4,4,m,m,1,520,1,1
124,124,Resp,1,125,124,124,0,32,29,32,32,3,NS,RC,6,3,n,n,1,475,1,1
125,125,Resp,1,126,125,125,0,32,30,32,32,3,NS,RC,6,3,n,n,1,466,1,1
126,126,Resp,1,127,126,126,0,32,31,32,32,2,NS,BS,7,2,b,v,0,659,2,1
127,127,Resp,1,128,127,127,0,32,32,32,32,1,NS,RS,5,1,v,v,1,1041,1,1
0,0,Resp,3,1,0,0,0,0,1,0,0,1,NS,RS,5,1,v,v,1,657,1,2
1,1,Resp,3,2,1,1,0,1,1,0,0,3,NL,RC,2,3,n,n,1,690,1,2
2,2,Resp,3,3,2,2,0,1,1,1,0,2,ML,BS,11,4,m,m,1,842,1,2
3,3,Resp,3,4,3,3,0,1,1,2,0,3,ML,RC,10,3,n,n,1,660,1,2
4,4,Resp,3,5,4,4,0,2,1,2,0,2,NL,BS,3,4,m,m,1,946,1,2
5,5,RespITI,3,6,5,5,0,2,1,2,1,1,MS,RS,13,1,v,0,0,946,3,2
6,6,Resp,3,7,6,6,0,2,2,2,1,2,NS,BS,7,4,m,m,1,923,1,2
7,7,RespITI,3,8,7,7,0,2,2,3,1,4,ML,BC,12,2,b,0,0,923,3,2
8,8,Resp,3,9,8,8,0,2,3,3,1,1,NS,RS,5,1,v,v,1,1002,1,2
9,9,RespITI,3,10,9,9,0,3,3,3,1,4,NL,BC,4,2,b,0,0,1002,3,2
10,10,RespITI,3,11,10,10,0,3,4,3,1,3,NS,RC,6,3,n,0,0,1002,3,2
11,11,Resp,3,12,11,11,0,3,5,3,1,2,NS,BS,7,4,m,m,1,1185,1,2
12,12,Resp,3,13,12,12,0,4,5,3,1,2,NL,BS,3,4,m,m,1,831,1,2
13,13,RespITI,3,14,13,13,0,4,6,3,1,3,NS,RC,6,3,n,0,0,831,3,2
14,14,Resp,3,15,14,14,0,4,7,3,1,4,NS,BC,8,2,b,b,1,1127,1,2
15,15,Resp,3,16,15,15,0,5,7,3,1,2,NL,BS,3,4,m,m,1,952,1,2
16,16,Resp,3,17,16,16,0,5,7,4,1,4,ML,BC,12,2,b,b,1,1207,1,2
17,17,RespITI,3,18,17,17,0,5,7,5,1,3,ML,RC,10,3,n,0,0,1207,3,2
18,18,RespITI,3,19,18,18,0,5,7,5,2,4,MS,BC,16,2,b,0,0,1207,3,2
19,19,RespITI,3,20,19,19,0,6,7,5,2,3,NL,RC,2,3,n,0,0,1207,3,2
20,20,Resp,3,21,20,20,0,6,7,5,3,2,MS,BS,15,4,m,m,1,1009,1,2
21,21,Resp,3,22,21,21,0,6,8,5,3,2,NS,BS,7,4,m,m,1,727,1,2
22,22,Resp,3,23,22,22,0,6,8,6,3,1,ML,RS,9,1,v,v,1,587,1,2
23,23,Resp,3,24,23,23,0,7,8,6,3,1,NL,RS,1,1,v,v,1,847,1,2
24,24,Resp,3,25,24,24,0,7,8,7,3,1,ML,RS,9,1,v,v,1,807,1,2
25,25,RespITI,3,26,25,25,0,7,8,7,4,2,MS,BS,15,4,m,0,0,807,3,2
26,26,Resp,3,27,26,26,0,7,8,7,5,3,MS,RC,14,3,n,n,1,1069,1,2
27,27,Resp,3,28,27,27,0,7,8,8,5,2,ML,BS,11,4,m,m,1,963,1,2
28,28,RespITI,3,29,28,28,0,7,9,8,5,4,NS,BC,8,2,b,0,0,963,3,2
29,29,RespITI,3,30,29,29,0,8,9,8,5,3,NL,RC,2,3,n,0,0,963,3,2
30,30,Resp,3,31,30,30,0,9,9,8,5,3,NL,RC,2,3,n,n,1,791,1,2
31,31,Resp,3,32,31,31,0,9,9,8,6,1,MS,RS,13,1,v,v,1,722,1,2
32,32,Resp,3,33,32,32,0,10,9,8,6,1,NL,RS,1,1,v,v,1,762,1,2
33,33,Resp,3,34,33,33,0,10,9,8,7,4,MS,BC,16,2,b,b,1,1198,1,2
34,34,Resp,3,35,34,34,0,11,9,8,7,2,NL,BS,3,4,m,m,1,1060,1,2
35,35,Resp,3,36,35,35,0,11,9,9,7,1,ML,RS,9,1,v,v,1,597,1,2
36,36,Resp,3,37,36,36,0,12,9,9,7,2,NL,BS,3,4,m,m,1,855,1,2
37,37,RespITI,3,38,37,37,0,12,9,9,8,4,MS,BC,16,2,b,0,0,855,3,2
38,38,Resp,3,39,38,38,0,12,9,9,9,1,MS,RS,13,1,v,v,1,793,1,2
39,39,Resp,3,40,39,39,0,12,9,10,9,2,ML,BS,11,4,m,m,1,545,1,2
40,40,Resp,3,41,40,40,0,12,10,10,9,2,NS,BS,7,4,m,m,1,1016,1,2
41,41,RespITI,3,42,41,41,0,12,10,11,9,3,ML,RC,10,3,n,0,0,1016,3,2
42,42,RespITI,3,43,42,42,0,13,10,11,9,1,NL,RS,1,1,v,0,0,1016,3,2
43,43,Resp,3,44,43,43,0,13,11,11,9,1,NS,RS,5,1,v,v,1,672,1,2
44,44,Resp,3,45,44,44,0,14,11,11,9,3,NL,RC,2,3,n,n,1,877,1,2
45,45,RespITI,3,46,45,45,0,15,11,11,9,3,NL,RC,2,3,n,0,0,877,3,2
46,46,Resp,3,47,46,46,0,16,11,11,9,4,NL,BC,4,2,b,b,1,1022,1,2
47,47,Resp,3,48,47,47,0,16,12,11,9,1,NS,RS,5,1,v,v,1,738,1,2
48,48,Resp,3,49,48,48,0,16,13,11,9,2,NS,BS,7,4,m,m,1,699,1,2
49,49,RespITI,3,50,49,49,0,16,13,12,9,4,ML,BC,12,2,b,0,0,699,3,2
50,50,Resp,3,51,50,50,0,16,13,13,9,4,ML,BC,12,2,b,b,1,994,1,2
51,51,Resp,3,52,51,51,0,17,13,13,9,2,NL,BS,3,4,m,m,1,853,1,2
52,52,Resp,3,53,52,52,0,18,13,13,9,1,NL,RS,1,1,v,v,1,677,1,2
53,53,Resp,3,54,53,53,0,18,13,13,10,1,MS,RS,13,1,v,v,1,824,1,2
54,54,Resp,3,55,54,54,0,18,13,13,11,3,MS,RC,14,3,n,n,1,937,1,2
55,55,Resp,3,56,55,55,0,19,13,13,11,4,NL,BC,4,2,b,b,1,1117,1,2
56,56,Resp,3,57,56,56,0,20,13,13,11,2,NL,BS,3,4,m,m,1,618,1,2
57,57,Resp,3,58,57,57,0,20,14,13,11,1,NS,RS,5,1,v,v,1,509,1,2
58,58,Resp,3,59,58,58,0,20,14,14,11,3,ML,RC,10,3,n,n,1,961,1,2
59,59,RespITI,3,60,59,59,0,20,14,15,11,4,ML,BC,12,2,b,0,0,961,3,2
60,60,Resp,3,61,60,60,0,20,14,16,11,2,ML,BS,11,4,m,m,1,627,1,2
61,61,Resp,3,62,61,61,0,20,14,16,12,2,MS,BS,15,4,m,m,1,807,1,2
62,62,Resp,3,63,62,62,0,20,14,16,13,3,MS,RC,14,3,n,n,1,813,1,2
63,63,Resp,3,64,63,63,0,20,14,17,13,2,ML,BS,11,4,m,m,1,779,1,2
64,64,Resp,3,65,64,64,0,21,14,17,13,4,NL,BC,4,2,b,b,1,1106,1,2
65,65,Resp,3,66,65,65,0,21,14,18,13,1,ML,RS,9,1,v,v,1,808,1,2
66,66,Resp,3,67,66,66,0,22,14,18,13,4,NL,BC,4,2,b,b,1,1131,1,2
67,67,Resp,3,68,67,67,0,22,15,18,13,4,NS,BC,8,2,b,b,1,895,1,2
68,68,Resp,3,69,68,68,0,22,15,18,14,3,MS,RC,14,3,n,n,1,854,1,2
69,69,Resp,3,70,69,69,0,22,15,19,14,2,ML,BS,11,4,m,m,1,857,1,2
70,70,RespITI,3,71,70,70,0,22,15,19,15,4,MS,BC,16,2,b,0,0,857,3,2
71,71,Resp,3,72,71,71,0,23,15,19,15,1,NL,RS,1,1,v,v,1,968,1,2
72,72,Resp,3,73,72,72,0,24,15,19,15,3,NL,RC,2,3,n,n,1,1111,1,2
73,73,Resp,3,74,73,73,0,24,15,19,16,3,MS,RC,14,3,n,n,1,720,1,2
74,74,Resp,3,75,74,74,0,24,16,19,16,4,NS,BC,8,2,b,b,1,758,1,2
75,75,Resp,3,76,75,75,0,24,16,19,17,2,MS,BS,15,4,m,m,1,725,1,2
76,76,Resp,3,77,76,76,0,24,16,19,18,1,MS,RS,13,1,v,v,1,1014,1,2
77,77,Resp,3,78,77,77,0,24,17,19,18,2,NS,BS,7,4,m,m,1,657,1,2
78,78,Resp,3,79,78,78,0,25,17,19,18,1,NL,RS,1,1,v,v,1,730,1,2
79,79,Resp,3,80,79,79,0,25,18,19,18,1,NS,RS,5,1,v,v,1,585,1,2
80,80,Resp,3,81,80,80,0,25,18,19,19,4,MS,BC,16,2,b,b,1,988,1,2
81,81,Resp,3,82,81,81,0,25,18,19,20,2,MS,BS,15,4,m,m,1,809,1,2
82,82,Resp,3,83,82,82,0,25,19,19,20,4,NS,BC,8,2,b,n,0,849,2,2
83,83,Resp,3,84,83,83,0,25,19,20,20,2,ML,BS,11,4,m,m,1,886,1,2
84,84,Resp,3,85,84,84,0,26,19,20,20,4,NL,BC,4,2,b,b,1,958,1,2
85,85,Resp,3,86,85,85,0,26,19,21,20,4,ML,BC,12,2,b,b,1,1091,1,2
86,86,Resp,3,87,86,86,0,26,19,22,20,4,ML,BC,12,2,b,b,1,735,1,2
87,87,Resp,3,88,87,87,0,26,20,22,20,1,NS,RS,5,1,v,v,1,703,1,2
88,88,Resp,3,89,88,88,0,26,20,22,21,3,MS,RC,14,3,n,n,1,705,1,2
89,89,Resp,3,90,89,89,0,26,21,22,21,3,NS,RC,6,3,n,n,1,667,1,2
90,90,Resp,3,91,90,90,0,26,21,23,21,4,ML,BC,12,2,b,b,1,853,1,2
91,91,Resp,3,92,91,91,0,26,21,23,22,3,MS,RC,14,3,n,n,1,888,1,2
92,92,Resp,3,93,92,92,0,26,21,24,22,1,ML,RS,9,1,v,v,1,496,1,2
93,93,Resp,3,94,93,93,0,26,21,24,23,4,MS,BC,16,2,b,b,1,931,1,2
94,94,Resp,3,95,94,94,0,26,21,24,24,2,MS,BS,15,4,m,m,1,720,1,2
95,95,Resp,3,96,95,95,0,26,22,24,24,4,NS,BC,8,2,b,b,1,900,1,2
96,96,Resp,3,97,96,96,0,26,22,25,24,1,ML,RS,9,1,v,v,1,414,1,2
97,97,Resp,3,98,97,97,0,26,22,25,25,1,MS,RS,13,1,v,v,1,702,1,2
98,98,Resp,3,99,98,98,0,26,22,25,26,2,MS,BS,15,4,m,m,1,776,1,2
99,99,Resp,3,100,99,99,0,27,22,25,26,2,NL,BS,3,4,m,m,1,457,1,2
100,100,Resp,3,101,100,100,0,27,23,25,26,3,NS,RC,6,3,n,n,1,721,1,2
101,101,Resp,3,102,101,101,0,27,24,25,26,1,NS,RS,5,1,v,v,1,589,1,2
102,102,Resp,3,103,102,102,0,27,25,25,26,3,NS,RC,6,3,n,n,1,727,1,2
103,103,Resp,3,104,103,103,0,28,25,25,26,4,NL,BC,4,2,b,b,1,869,1,2
104,104,Resp,3,105,104,104,0,28,25,26,26,1,ML,RS,9,1,v,v,1,727,1,2
105,105,Resp,3,106,105,105,0,28,25,27,26,3,ML,RC,10,3,n,n,1,659,1,2
106,106,Resp,3,107,106,106,0,28,26,27,26,3,NS,RC,6,3,n,n,1,651,1,2
107,107,Resp,3,108,107,107,0,28,26,27,27,2,MS,BS,15,4,m,m,1,799,1,2
108,108,Resp,3,109,108,108,0,29,26,27,27,4,NL,BC,4,2,b,b,1,873,1,2
109,109,Resp,3,110,109,109,0,29,27,27,27,2,NS,BS,7,4,m,m,1,622,1,2
110,110,Resp,3,111,110,110,0,29,27,27,28,3,MS,RC,14,3,n,n,1,809,1,2
111,111,Resp,3,112,111,111,0,29,27,27,29,1,MS,RS,13,1,v,v,1,414,1,2
112,112,Resp,3,113,112,112,0,29,28,27,29,2,NS,BS,7,4,m,m,1,740,1,2
113,113,Resp,3,114,113,113,0,29,28,28,29,2,ML,BS,11,4,m,m,1,962,1,2
114,114,Resp,3,115,114,114,0,29,29,28,29,4,NS,BC,8,2,b,b,1,1004,1,2
115,115,Resp,3,116,115,115,0,29,29,29,29,3,ML,RC,10,3,n,n,1,864,1,2
116,116,Resp,3,117,116,116,0,29,30,29,29,3,NS,RC,6,3,n,n,1,724,1,2
117,117,Resp,3,118,117,117,0,29,31,29,29,3,NS,RC,6,3,n,n,1,619,1,2
118,118,Resp,3,119,118,118,0,29,31,30,29,3,ML,RC,10,3,n,n,1,695,1,2
119,119,Resp,3,120,119,119,0,30,31,30,29,3,NL,RC,2,3,n,n,1,658,1,2
120,120,Resp,3,121,120,120,0,30,31,31,29,1,ML,RS,9,1,v,v,1,592,1,2
121,121,Resp,3,122,121,121,0,30,31,32,29,3,ML,RC,10,3,n,n,1,810,1,2
122,122,Resp,3,123,122,122,0,30,32,32,29,4,NS,BC,8,2,b,b,1,849,1,2
123,123,Resp,3,124,123,123,0,31,32,32,29,1,NL,RS,1,1,v,v,1,850,1,2
124,124,Resp,3,125,124,124,0,31,32,32,30,4,MS,BC,16,2,b,b,1,854,1,2
125,125,Resp,3,126,125,125,0,32,32,32,30,1,NL,RS,1,1,v,v,1,990,1,2
126,126,Resp,3,127,126,126,0,32,32,32,31,4,MS,BC,16,2,b,b,1,921,1,2
127,127,Resp,3,128,127,127,0,32,32,32,32,1,MS,RS,13,1,v,v,1,708,1,2
0,0,Resp,6,1,0,0,0,0,1,0,0,1,NS,RS,5,1,v,v,1,653,1,3
1,1,Resp,6,2,1,1,0,1,1,0,0,3,NL,BS,3,3,n,n,1,609,1,3
2,2,Resp,6,3,2,2,0,1,1,0,1,2,MS,RC,14,2,b,b,1,709,1,3
3,3,Resp,6,4,3,3,0,1,2,0,1,3,NS,BS,7,3,n,n,1,582,1,3
4,4,Resp,6,5,4,4,0,2,2,0,1,2,NL,RC,2,2,b,b,1,674,1,3
5,5,Resp,6,6,5,5,0,3,2,0,1,1,NL,RS,1,1,v,v,1,646,1,3
6,6,Resp,6,7,6,6,0,4,2,0,1,3,NL,BS,3,3,n,n,1,649,1,3
7,7,Resp,6,8,7,7,0,4,2,0,2,2,MS,RC,14,2,b,b,1,583,1,3
8,8,Resp,6,9,8,8,0,4,2,1,2,3,ML,BS,11,3,n,n,1,724,1,3
9,9,Resp,6,10,9,9,0,4,3,1,2,1,NS,RS,5,1,v,v,1,737,1,3
10,10,Resp,6,11,10,10,0,4,3,2,2,4,ML,BC,12,4,m,m,1,693,1,3
11,11,Resp,6,12,11,11,0,4,3,3,2,1,ML,RS,9,1,v,v,1,1002,1,3
12,12,Resp,6,13,12,12,0,4,3,4,2,4,ML,BC,12,4,m,m,1,620,1,3
13,13,Resp,6,14,13,13,0,4,3,5,2,2,ML,RC,10,2,b,b,1,718,1,3
14,14,Resp,6,15,14,14,0,5,3,5,2,1,NL,RS,1,1,v,v,1,613,1,3
15,15,Resp,6,16,15,15,0,5,3,5,3,3,MS,BS,15,3,n,n,1,735,1,3
16,16,Resp,6,17,16,16,0,5,3,5,4,1,MS,RS,13,1,v,v,1,660,1,3
17,17,Resp,6,18,17,17,0,5,3,5,5,2,MS,RC,14,2,b,b,1,536,1,3
18,18,Resp,6,19,18,18,0,5,3,6,5,4,ML,BC,12,4,m,m,1,550,1,3
19,19,Resp,6,20,19,19,0,5,4,6,5,3,NS,BS,7,3,n,n,1,489,1,3
