,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,YMNCounter,YFNCounter,OMNCounter,OFNCounter,Action,Category,StimSequence,ResponseMatrix,PressCorrect,keyPressed,Accuracy,RT,FeedbackType,ACCCount,subject
17,17,Resp,2,18,17,17,0,7,4,4,3,1,YFN,1,1,v,v,1,622,1,17,7
18,18,Resp,2,19,18,18,0,8,4,4,3,3,YMN,2,3,n,n,1,806,1,18,7
19,19,Resp,2,20,19,19,0,9,4,4,3,3,YMN,2,3,n,n,1,828,1,19,7
20,20,Resp,2,21,20,20,0,9,4,5,3,4,OMN,4,4,m,m,1,638,1,20,7
21,21,Resp,2,22,21,21,0,9,4,6,3,4,OMN,4,4,m,m,1,685,1,21,7
22,22,Resp,2,23,22,22,0,9,4,6,4,2,OFN,3,2,b,b,1,765,1,22,7
23,23,Resp,2,24,23,23,0,9,5,6,4,1,YFN,1,1,v,v,1,605,1,23,7
24,24,Resp,2,25,24,24,0,10,5,6,4,3,YMN,2,3,n,n,1,708,1,24,7
25,25,Resp,2,26,25,25,0,10,6,6,4,1,YFN,1,1,v,v,1,907,1,25,7
26,26,Resp,2,27,26,26,0,10,6,6,5,2,OFN,3,2,b,b,1,731,1,26,7
27,27,Resp,2,28,27,27,0,10,6,6,6,2,OFN,3,2,b,b,1,665,1,27,7
28,28,Resp,2,29,28,28,0,10,7,6,6,1,YFN,1,1,v,v,1,631,1,28,7
29,29,Resp,2,30,29,29,0,10,7,6,7,2,OFN,3,2,b,b,1,733,1,29,7
30,30,Resp,2,31,30,30,0,10,7,6,8,2,OFN,3,2,b,b,1,773,1,30,7
31,31,Resp,2,32,31,31,0,10,7,7,8,4,OMN,4,4,m,m,1,901,1,31,7
32,32,Resp,2,33,32,32,0,10,7,7,9,2,OFN,3,2,b,b,1,907,1,32,7
33,33,Resp,2,34,33,33,0,11,7,7,9,3,YMN,2,3,n,n,1,920,1,33,7
34,34,Resp,2,35,34,34,0,11,7,8,9,4,OMN,4,4,m,m,1,734,1,34,7
35,35,Resp,2,36,35,35,0,11,7,9,9,4,OMN,4,4,m,m,1,662,1,35,7
36,36,Resp,2,37,36,36,0,11,7,9,10,2,OFN,3,2,b,b,1,861,1,36,7
37,37,Resp,2,38,37,37,0,12,7,9,10,3,YMN,2,3,n,m,0,1028,2,36,7
38,38,Resp,2,39,38,38,0,12,8,9,10,1,YFN,1,1,v,v,1,876,1,37,7
39,39,Resp,2,40,39,39,0,13,8,9,10,3,YMN,2,3,n,n,1,973,1,38,7
40,40,Resp,2,41,40,40,0,13,8,10,10,4,OMN,4,4,m,m,1,837,1,39,7
41,41,Resp,2,42,41,41,0,13,8,11,10,4,OMN,4,4,m,m,1,884,1,40,7
42,42,Resp,2,43,42,42,0,13,8,11,11,2,OFN,3,2,b,b,1,625,1,41,7
43,43,Resp,2,44,43,43,0,14,8,11,11,3,YMN,2,3,n,n,1,723,1,42,7
44,44,Resp,2,45,44,44,0,14,8,12,11,4,OMN,4,4,m,m,1,697,1,43,7
45,45,Resp,2,46,45,45,0,14,8,12,12,2,OFN,3,2,b,b,1,744,1,44,7
46,46,Resp,2,47,46,46,0,14,9,12,12,1,YFN,1,1,v,v,1,655,1,45,7
47,47,Resp,2,48,47,47,0,14,9,12,13,2,OFN,3,2,b,b,1,696,1,46,7
48,48,Resp,2,49,48,48,0,14,10,12,13,1,YFN,1,1,v,v,1,709,1,47,7
49,49,Resp,2,50,49,49,0,14,11,12,13,1,YFN,1,1,v,v,1,597,1,48,7
50,50,Resp,2,51,50,50,0,14,11,13,13,4,OMN,4,4,m,m,1,757,1,49,7
51,51,Resp,2,52,51,51,0,15,11,13,13,3,YMN,2,3,n,n,1,574,1,50,7
52,52,Resp,2,53,52,52,0,16,11,13,13,3,YMN,2,3,n,n,1,797,1,51,7
53,53,Resp,2,54,53,53,0,16,11,14,13,4,OMN,4,4,m,m,1,701,1,52,7
54,54,Resp,2,55,54,54,0,16,11,14,14,2,OFN,3,2,b,b,1,795,1,53,7
55,55,Resp,2,56,55,55,0,16,11,14,15,2,OFN,3,2,b,b,1,634,1,54,7
56,56,Resp,2,57,56,56,0,17,11,14,15,3,YMN,2,3,n,n,1,713,1,55,7
57,57,Resp,2,58,57,57,0,17,12,14,15,1,YFN,1,1,v,v,1,768,1,56,7
58,58,Resp,2,59,58,58,0,17,12,14,16,2,OFN,3,2,b,b,1,679,1,57,7
59,59,Resp,2,60,59,59,0,18,12,14,16,3,YMN,2,3,n,n,1,695,1,58,7
60,60,Resp,2,61,60,60,0,18,12,15,16,4,OMN,4,4,m,b,0,703,2,58,7
61,61,Resp,2,62,61,61,0,19,12,15,16,3,YMN,2,3,n,n,1,799,1,59,7
62,62,Resp,2,63,62,62,0,19,12,16,16,4,OMN,4,4,m,m,1,672,1,60,7
63,63,Resp,2,64,63,63,0,19,12,17,16,4,OMN,4,4,m,m,1,582,1,61,7
64,64,Resp,2,65,64,64,0,19,12,18,16,4,OMN,4,4,m,m,1,612,1,62,7
65,65,Resp,2,66,65,65,0,19,12,18,17,2,OFN,3,2,b,b,1,666,1,63,7
66,66,Resp,2,67,66,66,0,20,12,18,17,3,YMN,2,3,n,n,1,625,1,64,7
67,67,Resp,2,68,67,67,0,20,12,18,18,2,OFN,3,2,b,b,1,849,1,65,7
68,68,Resp,2,69,68,68,0,20,12,18,19,2,OFN,3,2,b,b,1,1007,1,66,7
69,69,Resp,2,70,69,69,0,20,13,18,19,1,YFN,1,1,v,v,1,844,1,67,7
70,70,Resp,2,71,70,70,0,20,13,18,20,2,OFN,3,2,b,v,0,772,2,67,7
71,71,Resp,2,72,71,71,0,20,13,19,20,4,OMN,4,4,m,m,1,1004,1,68,7
72,72,Resp,2,73,72,72,0,21,13,19,20,3,YMN,2,3,n,n,1,595,1,69,7
73,73,Resp,2,74,73,73,0,21,13,19,21,2,OFN,3,2,b,b,1,673,1,70,7
74,74,Resp,2,75,74,74,0,21,14,19,21,1,YFN,1,1,v,v,1,696,1,71,7
75,75,Resp,2,76,75,75,0,21,14,19,22,2,OFN,3,2,b,b,1,718,1,72,7
76,76,Resp,2,77,76,76,0,21,15,19,22,1,YFN,1,1,v,v,1,642,1,73,7
77,77,Resp,2,78,77,77,0,21,15,20,22,4,OMN,4,4,m,m,1,1201,1,74,7
78,78,Resp,2,79,78,78,0,21,16,20,22,1,YFN,1,1,v,v,1,930,1,75,7
79,79,Resp,2,80,79,79,0,22,16,20,22,3,YMN,2,3,n,n,1,632,1,76,7
80,80,Resp,2,81,80,80,0,22,17,20,22,1,YFN,1,1,v,v,1,688,1,77,7
81,81,Resp,2,82,81,81,0,22,17,20,23,2,OFN,3,2,b,b,1,640,1,78,7
82,82,Resp,2,83,82,82,0,22,18,20,23,1,YFN,1,1,v,v,1,654,1,79,7
83,83,Resp,2,84,83,83,0,23,18,20,23,3,YMN,2,3,n,n,1,782,1,80,7
84,84,Resp,2,85,84,84,0,23,19,20,23,1,YFN,1,1,v,v,1,638,1,81,7
85,85,Resp,2,86,85,85,0,23,19,21,23,4,OMN,4,4,m,m,1,661,1,82,7
86,86,Resp,2,87,86,86,0,24,19,21,23,3,YMN,2,3,n,n,1,708,1,83,7
87,87,Resp,2,88,87,87,0,24,19,22,23,4,OMN,4,4,m,m,1,650,1,84,7
88,88,Resp,2,89,88,88,0,24,19,23,23,4,OMN,4,4,m,m,1,762,1,85,7
89,89,Resp,2,90,89,89,0,25,19,23,23,3,YMN,2,3,n,n,1,632,1,86,7
90,90,Resp,2,91,90,90,0,25,20,23,23,1,YFN,1,1,v,v,1,594,1,87,7
91,91,Resp,2,92,91,91,0,25,21,23,23,1,YFN,1,1,v,v,1,686,1,88,7
92,92,Resp,2,93,92,92,0,26,21,23,23,3,YMN,2,3,n,n,1,646,1,89,7
93,93,Resp,2,94,93,93,0,26,21,23,24,2,OFN,3,2,b,b,1,781,1,90,7
94,94,Resp,2,95,94,94,0,27,21,23,24,3,YMN,2,3,n,n,1,668,1,91,7
95,95,Resp,2,96,95,95,0,27,21,24,24,4,OMN,4,4,m,m,1,618,1,92,7
96,96,Resp,2,97,96,96,0,27,21,25,24,4,OMN,4,4,m,m,1,592,1,93,7
97,97,RespITI,2,98,97,97,0,27,21,26,24,4,OMN,4,4,m,0,0,592,3,93,7
98,98,Resp,2,99,98,98,0,27,22,26,24,1,YFN,1,1,v,v,1,685,1,94,7
99,99,Resp,2,100,99,99,0,27,22,26,25,2,OFN,3,2,b,b,1,681,1,95,7
100,100,Resp,2,101,100,100,0,28,22,26,25,3,YMN,2,3,n,n,1,641,1,96,7
101,101,Resp,2,102,101,101,0,28,22,27,25,4,OMN,4,4,m,m,1,640,1,97,7
102,102,Resp,2,103,102,102,0,28,23,27,25,1,YFN,1,1,v,v,1,649,1,98,7
103,103,Resp,2,104,103,103,0,28,23,27,26,2,OFN,3,2,b,b,1,1127,1,99,7
104,104,Resp,2,105,104,104,0,28,24,27,26,1,YFN,1,1,v,v,1,605,1,100,7
105,105,Resp,2,106,105,105,0,29,24,27,26,3,YMN,2,3,n,n,1,685,1,101,7
106,106,Resp,2,107,106,106,0,29,25,27,26,1,YFN,1,1,v,v,1,815,1,102,7
107,107,Resp,2,108,107,107,0,29,25,27,27,2,OFN,3,2,b,b,1,748,1,103,7
108,108,Resp,2,109,108,108,0,29,26,27,27,1,YFN,1,1,v,n,0,612,2,103,7
109,109,Resp,2,110,109,109,0,29,26,27,28,2,OFN,3,2,b,b,1,817,1,104,7
110,110,Resp,2,111,110,110,0,29,26,28,28,4,OMN,4,4,m,m,1,793,1,105,7
111,111,Resp,2,112,111,111,0,29,26,29,28,4,OMN,4,4,m,m,1,682,1,106,7
112,112,Resp,2,113,112,112,0,29,26,29,29,2,OFN,3,2,b,b,1,737,1,107,7
113,113,Resp,2,114,113,113,0,29,27,29,29,1,YFN,1,1,v,v,1,536,1,108,7
114,114,Resp,2,115,114,114,0,30,27,29,29,3,YMN,2,3,n,n,1,631,1,109,7
115,115,Resp,2,116,115,115,0,30,27,30,29,4,OMN,4,4,m,m,1,704,1,110,7
116,116,Resp,2,117,116,116,0,30,28,30,29,1,YFN,1,1,v,v,1,677,1,111,7
117,117,Resp,2,118,117,117,0,30,29,30,29,1,YFN,1,1,v,v,1,606,1,112,7
118,118,Resp,2,119,118,118,0,30,30,30,29,1,YFN,1,1,v,v,1,611,1,113,7
119,119,Resp,2,120,119,119,0,30,30,30,30,2,OFN,3,2,b,b,1,771,1,114,7
0,0,RespITI,1,1,0,0,0,0,0,0,1,3,OFN,3,3,n,0,0,,3,0,9
1,1,Resp,1,2,1,1,0,0,0,0,2,3,OFN,3,3,n,n,1,714,1,1,9
2,2,Resp,1,3,2,2,0,1,0,0,2,2,YMN,2,2,b,b,1,1152,1,2,9
3,3,Resp,1,4,3,3,0,1,1,0,2,1,YFN,1,1,v,v,1,988,1,3,9
4,4,Resp,1,5,4,4,0,1,1,0,3,3,OFN,3,3,n,n,1,736,1,4,9
5,5,Resp,1,6,5,5,0,1,1,0,4,3,OFN,3,3,n,n,1,675,1,5,9
6,6,Resp,1,7,6,6,0,1,1,1,4,4,OMN,4,4,m,m,1,749,1,6,9
7,7,Resp,1,8,7,7,0,1,2,1,4,1,YFN,1,1,v,v,1,996,1,7,9
8,8,Resp,1,9,8,8,0,2,2,1,4,2,YMN,2,2,b,b,1,555,1,8,9
9,9,Resp,1,10,9,9,0,2,2,2,4,4,OMN,4,4,m,m,1,943,1,9,9
10,10,Resp,1,11,10,10,0,2,2,2,5,3,OFN,3,3,n,n,1,718,1,10,9
11,11,Resp,1,12,11,11,0,2,2,2,6,3,OFN,3,3,n,n,1,720,1,11,9
12,12,Resp,1,13,12,12,0,2,3,2,6,1,YFN,1,1,v,v,1,1119,1,12,9
13,13,Resp,1,14,13,13,0,3,3,2,6,2,YMN,2,2,b,b,1,572,1,13,9
14,14,Resp,1,15,14,14,0,3,3,3,6,4,OMN,4,4,m,m,1,787,1,14,9
15,15,Resp,1,16,15,15,0,4,3,3,6,2,YMN,2,2,b,b,1,1034,1,15,9
16,16,Resp,1,17,16,16,0,4,3,3,7,3,OFN,3,3,n,m,0,573,2,15,9
17,17,RespITI,1,18,17,17,0,5,3,3,7,2,YMN,2,2,b,0,0,573,3,15,9
18,18,Resp,1,19,18,18,0,5,4,3,7,1,YFN,1,1,v,v,1,688,1,16,9
19,19,Resp,1,20,19,19,0,5,4,4,7,4,OMN,4,4,m,m,1,902,1,17,9
20,20,Resp,1,21,20,20,0,6,4,4,7,2,YMN,2,2,b,b,1,949,1,18,9
21,21,Resp,1,22,21,21,0,6,4,5,7,4,OMN,4,4,m,m,1,820,1,19,9
22,22,Resp,1,23,22,22,0,7,4,5,7,2,YMN,2,2,b,b,1,994,1,20,9
23,23,Resp,1,24,23,23,0,8,4,5,7,2,YMN,2,2,b,b,1,1059,1,21,9
24,24,Resp,1,25,24,24,0,8,4,5,8,3,OFN,3,3,n,n,1,708,1,22,9
25,25,Resp,1,26,25,25,0,8,5,5,8,1,YFN,1,1,v,v,1,964,1,23,9
26,26,Resp,1,27,26,26,0,8,6,5,8,1,YFN,1,1,v,v,1,604,1,24,9
27,27,Resp,1,28,27,27,0,8,7,5,8,1,YFN,1,1,v,v,1,674,1,25,9
28,28,Resp,1,29,28,28,0,8,7,6,8,4,OMN,4,4,m,m,1,885,1,26,9
29,29,Resp,1,30,29,29,0,8,8,6,8,1,YFN,1,1,v,v,1,946,1,27,9
30,30,Resp,1,31,30,30,0,8,8,6,9,3,OFN,3,3,n,n,1,840,1,28,9
31,31,Resp,1,32,31,31,0,8,9,6,9,1,YFN,1,1,v,v,1,930,1,29,9
32,32,Resp,1,33,32,32,0,8,9,7,9,4,OMN,4,4,m,m,1,853,1,30,9
33,33,Resp,1,34,33,33,0,8,10,7,9,1,YFN,1,1,v,v,1,820,1,31,9
34,34,Resp,1,35,34,34,0,9,10,7,9,2,YMN,2,2,b,b,1,551,1,32,9
35,35,Resp,1,36,35,35,0,10,10,7,9,2,YMN,2,2,b,b,1,779,1,33,9
36,36,Resp,1,37,36,36,0,10,10,8,9,4,OMN,4,4,m,m,1,636,1,34,9
37,37,Resp,1,38,37,37,0,11,10,8,9,2,YMN,2,2,b,b,1,808,1,35,9
38,38,Resp,1,39,38,38,0,12,10,8,9,2,YMN,2,2,b,b,1,616,1,36,9
39,39,Resp,1,40,39,39,0,13,10,8,9,2,YMN,2,2,b,b,1,926,1,37,9
40,40,Resp,1,41,40,40,0,13,10,8,10,3,OFN,3,3,n,n,1,614,1,38,9
41,41,Resp,1,42,41,41,0,14,10,8,10,2,YMN,2,2,b,b,1,678,1,39,9
42,42,Resp,1,43,42,42,0,14,10,9,10,4,OMN,4,4,m,m,1,663,1,40,9
43,43,Resp,1,44,43,43,0,14,11,9,10,1,YFN,1,1,v,v,1,848,1,41,9
44,44,Resp,1,45,44,44,0,14,12,9,10,1,YFN,1,1,v,v,1,457,1,42,9
45,45,Resp,1,46,45,45,0,15,12,9,10,2,YMN,2,2,b,b,1,551,1,43,9
46,46,Resp,1,47,46,46,0,15,12,10,10,4,OMN,4,4,m,m,1,833,1,44,9
47,47,Resp,1,48,47,47,0,15,13,10,10,1,YFN,1,1,v,v,1,963,1,45,9
48,48,Resp,1,49,48,48,0,16,13,10,10,2,YMN,2,2,b,b,1,883,1,46,9
49,49,Resp,1,50,49,49,0,17,13,10,10,2,YMN,2,2,b,b,1,513,1,47,9
50,50,Resp,1,51,50,50,0,17,14,10,10,1,YFN,1,1,v,v,1,1014,1,48,9
51,51,Resp,1,52,51,51,0,17,14,11,10,4,OMN,4,4,m,m,1,632,1,49,9
52,52,Resp,1,53,52,52,0,18,14,11,10,2,YMN,2,2,b,b,1,659,1,50,9
53,53,Resp,1,54,53,53,0,19,14,11,10,2,YMN,2,2,b,b,1,780,1,51,9
54,54,Resp,1,55,54,54,0,19,14,12,10,4,OMN,4,4,m,m,1,742,1,52,9
55,55,Resp,1,56,55,55,0,19,15,12,10,1,YFN,1,1,v,v,1,824,1,53,9
56,56,Resp,1,57,56,56,0,19,15,13,10,4,OMN,4,4,m,m,1,594,1,54,9
57,57,Resp,1,58,57,57,0,19,15,13,11,3,OFN,3,3,n,n,1,467,1,55,9
58,58,Resp,1,59,58,58,0,19,15,14,11,4,OMN,4,4,m,m,1,530,1,56,9
59,59,Resp,1,60,59,59,0,19,15,15,11,4,OMN,4,4,m,m,1,554,1,57,9
60,60,Resp,1,61,60,60,0,19,15,16,11,4,OMN,4,4,m,m,1,655,1,58,9
61,61,Resp,1,62,61,61,0,20,15,16,11,2,YMN,2,2,b,b,1,660,1,59,9
62,62,Resp,1,63,62,62,0,20,15,16,12,3,OFN,3,3,n,n,1,736,1,60,9
63,63,Resp,1,64,63,63,0,20,15,16,13,3,OFN,3,3,n,m,0,913,2,60,9
64,64,Resp,1,65,64,64,0,20,15,17,13,4,OMN,4,4,m,m,1,847,1,61,9
65,65,Resp,1,66,65,65,0,20,15,17,14,3,OFN,3,3,n,n,1,726,1,62,9
66,66,Resp,1,67,66,66,0,20,15,18,14,4,OMN,4,4,m,m,1,928,1,63,9
67,67,RespITI,1,68,67,67,0,20,16,18,14,1,YFN,1,1,v,0,0,928,3,63,9
68,68,Resp,1,69,68,68,0,20,17,18,14,1,YFN,1,1,v,v,1,674,1,64,9
69,69,Resp,1,70,69,69,0,20,18,18,14,1,YFN,1,1,v,v,1,575,1,65,9
70,70,Resp,1,71,70,70,0,20,19,18,14,1,YFN,1,1,v,v,1,487,1,66,9
71,71,Resp,1,72,71,71,0,20,19,19,14,4,OMN,4,4,m,m,1,654,1,67,9
72,72,Resp,1,73,72,72,0,20,19,19,15,3,OFN,3,3,n,n,1,416,1,68,9
73,73,RespITI,1,74,73,73,0,20,20,19,15,1,YFN,1,1,v,0,0,416,3,68,9
74,74,Resp,1,75,74,74,0,20,21,19,15,1,YFN,1,1,v,v,1,503,1,69,9
75,75,Resp,1,76,75,75,0,20,21,19,16,3,OFN,3,3,n,n,1,879,1,70,9
76,76,Resp,1,77,76,76,0,20,21,19,17,3,OFN,3,3,n,n,1,596,1,71,9
77,77,Resp,1,78,77,77,0,20,21,19,18,3,OFN,3,3,n,n,1,509,1,72,9
78,78,Resp,1,79,78,78,0,20,22,19,18,1,YFN,1,1,v,v,1,746,1,73,9
79,79,Resp,1,80,79,79,0,20,23,19,18,1,YFN,1,1,v,v,1,747,1,74,9
80,80,Resp,1,81,80,80,0,21,23,19,18,2,YMN,2,2,b,b,1,634,1,75,9
81,81,Resp,1,82,81,81,0,22,23,19,18,2,YMN,2,2,b,b,1,556,1,76,9
82,82,Resp,1,83,82,82,0,22,23,19,19,3,OFN,3,3,n,n,1,1113,1,77,9
83,83,Resp,1,84,83,83,0,22,23,20,19,4,OMN,4,4,m,m,1,734,1,78,9
84,84,Resp,1,85,84,84,0,22,24,20,19,1,YFN,1,1,v,v,1,853,1,79,9
85,85,Resp,1,86,85,85,0,22,25,20,19,1,YFN,1,1,v,v,1,468,1,80,9
86,86,Resp,1,87,86,86,0,23,25,20,19,2,YMN,2,2,b,b,1,857,1,81,9
87,87,Resp,1,88,87,87,0,24,25,20,19,2,YMN,2,2,b,b,1,612,1,82,9
88,88,Resp,1,89,88,88,0,25,25,20,19,2,YMN,2,2,b,b,1,864,1,83,9
89,89,Resp,1,90,89,89,0,25,25,20,20,3,OFN,3,3,n,n,1,1225,1,84,9
90,90,Resp,1,91,90,90,0,25,26,20,20,1,YFN,1,1,v,v,1,794,1,85,9
91,91,Resp,1,92,91,91,0,26,26,20,20,2,YMN,2,2,b,v,0,935,2,85,9
92,92,Resp,1,93,92,92,0,26,26,21,20,4,OMN,4,4,m,m,1,1085,1,86,9
93,93,RespITI,1,94,93,93,0,26,27,21,20,1,YFN,1,1,v,0,0,1085,3,86,9
94,94,Resp,1,95,94,94,0,26,27,22,20,4,OMN,4,4,m,m,1,770,1,87,9
95,95,Resp,1,96,95,95,0,26,27,22,21,3,OFN,3,3,n,n,1,555,1,88,9
96,96,Resp,1,97,96,96,0,26,27,23,21,4,OMN,4,4,m,m,1,818,1,89,9
97,97,Resp,1,98,97,97,0,26,27,24,21,4,OMN,4,4,m,m,1,743,1,90,9
98,98,Resp,1,99,98,98,0,26,27,24,22,3,OFN,3,3,n,n,1,689,1,91,9
99,99,Resp,1,100,99,99,0,26,28,24,22,1,YFN,1,1,v,v,1,520,1,92,9
100,100,Resp,1,101,100,100,0,27,28,24,22,2,YMN,2,2,b,b,1,608,1,93,9
101,101,Resp,1,102,101,101,0,27,28,25,22,4,OMN,4,4,m,m,1,768,1,94,9
102,102,Resp,1,103,102,102,0,27,29,25,22,1,YFN,1,1,v,v,1,725,1,95,9
103,103,Resp,1,104,103,103,0,28,29,25,22,2,YMN,2,2,b,b,1,544,1,96,9
104,104,Resp,1,105,104,104,0,28,29,25,23,3,OFN,3,3,n,n,1,760,1,97,9
105,105,Resp,1,106,105,105,0,29,29,25,23,2,YMN,2,2,b,b,1,632,1,98,9
106,106,Resp,1,107,106,106,0,29,29,25,24,3,OFN,3,3,n,n,1,623,1,99,9
107,107,Resp,1,108,107,107,0,29,29,26,24,4,OMN,4,4,m,m,1,599,1,100,9
108,108,Resp,1,109,108,108,0,29,29,26,25,3,OFN,3,3,n,n,1,603,1,101,9
109,109,Resp,1,110,109,109,0,29,29,27,25,4,OMN,4,4,m,m,1,657,1,102,9
110,110,Resp,1,111,110,110,0,29,29,28,25,4,OMN,4,4,m,m,1,686,1,103,9
111,111,Resp,1,112,111,111,0,29,30,28,25,1,YFN,1,1,v,v,1,678,1,104,9
112,112,Resp,1,113,112,112,0,29,30,28,26,3,OFN,3,3,n,n,1,675,1,105,9
113,113,Resp,1,114,113,113,0,29,30,29,26,4,OMN,4,4,m,m,1,669,1,106,9
114,114,Resp,1,115,114,114,0,30,30,29,26,2,YMN,2,2,b,v,0,896,2,106,9
115,115,Resp,1,116,115,115,0,30,30,29,27,3,OFN,3,3,n,n,1,651,1,107,9
116,116,Resp,1,117,116,116,0,30,30,29,28,3,OFN,3,3,n,n,1,1157,1,108,9
117,117,Resp,1,118,117,117,0,30,30,29,29,3,OFN,3,3,n,v,0,891,2,108,9
118,118,Resp,1,119,118,118,0,30,30,29,30,3,OFN,3,3,n,n,1,1135,1,109,9
119,119,Resp,1,120,119,119,0,30,30,30,30,4,OMN,4,4,m,m,1,1052,1,110,9
0,0,Resp,1,1,0,0,0,0,1,0,0,1,YFN,1,1,v,v,1,547,1,1,10
1,1,Resp,1,2,1,1,0,0,1,0,1,3,OFN,3,3,n,n,1,718,1,2,10
2,2,Resp,1,3,2,2,0,0,1,1,1,4,OMN,4,4,m,m,1,641,1,3,10
3,3,Resp,1,4,3,3,0,0,2,1,1,1,YFN,1,1,v,v,1,626,1,4,10
4,4,Resp,1,5,4,4,0,0,2,2,1,4,OMN,4,4,m,m,1,734,1,5,10
5,5,Resp,1,6,5,5,0,0,3,2,1,1,YFN,1,1,v,v,1,516,1,6,10
6,6,Resp,1,7,6,6,0,0,4,2,1,1,YFN,1,1,v,v,1,546,1,7,10
7,7,Resp,1,8,7,7,0,0,4,3,1,4,OMN,4,4,m,m,1,625,1,8,10
8,8,Resp,1,9,8,8,0,0,4,4,1,4,OMN,4,4,m,m,1,470,1,9,10
9,9,Resp,1,10,9,9,0,0,4,5,1,4,OMN,4,4,m,m,1,561,1,10,10
10,10,Resp,1,11,10,10,0,0,5,5,1,1,YFN,1,1,v,v,1,547,1,11,10
11,11,Resp,1,12,11,11,0,1,5,5,1,2,YMN,2,2,b,b,1,766,1,12,10
12,12,Resp,1,13,12,12,0,2,5,5,1,2,YMN,2,2,b,v,0,671,2,12,10
13,13,Resp,1,14,13,13,0,3,5,5,1,2,YMN,2,2,b,b,1,625,1,13,10
14,14,Resp,1,15,14,14,0,3,5,5,2,3,OFN,3,3,n,n,1,842,1,14,10
15,15,Resp,1,16,15,15,0,3,5,6,2,4,OMN,4,4,m,m,1,609,1,15,10
16,16,Resp,1,17,16,16,0,3,5,6,3,3,OFN,3,3,n,n,1,813,1,16,10
17,17,Resp,1,18,17,17,0,4,5,6,3,2,YMN,2,2,b,v,0,701,2,16,10
18,18,Resp,1,19,18,18,0,4,5,7,3,4,OMN,4,4,m,n,0,624,2,16,10
19,19,Resp,1,20,19,19,0,4,5,7,4,3,OFN,3,3,n,n,1,656,1,17,10
20,20,Resp,1,21,20,20,0,4,6,7,4,1,YFN,1,1,v,v,1,531,1,18,10
21,21,Resp,1,22,21,21,0,4,6,8,4,4,OMN,4,4,m,m,1,595,1,19,10
22,22,Resp,1,23,22,22,0,4,7,8,4,1,YFN,1,1,v,v,1,563,1,20,10
23,23,Resp,1,24,23,23,0,4,7,8,5,3,OFN,3,3,n,n,1,797,1,21,10
24,24,Resp,1,25,24,24,0,4,8,8,5,1,YFN,1,1,v,v,1,531,1,22,10
25,25,Resp,1,26,25,25,0,4,9,8,5,1,YFN,1,1,v,v,1,483,1,23,10
26,26,Resp,1,27,26,26,0,4,10,8,5,1,YFN,1,1,v,v,1,453,1,24,10
27,27,Resp,1,28,27,27,0,4,11,8,5,1,YFN,1,1,v,v,1,499,1,25,10
28,28,Resp,1,29,28,28,0,5,11,8,5,2,YMN,2,2,b,b,1,734,1,26,10
29,29,Resp,1,30,29,29,0,5,11,8,6,3,OFN,3,3,n,n,1,639,1,27,10
30,30,Resp,1,31,30,30,0,5,11,8,7,3,OFN,3,3,n,n,1,656,1,28,10
31,31,Resp,1,32,31,31,0,5,11,8,8,3,OFN,3,3,n,n,1,594,1,29,10
32,32,Resp,1,33,32,32,0,5,11,8,9,3,OFN,3,3,n,n,1,844,1,30,10
33,33,Resp,1,34,33,33,0,5,11,8,10,3,OFN,3,3,n,n,1,749,1,31,10
