,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,YMNCounter,YFNCounter,OMNCounter,OFNCounter,Action,Category,StimSequence,ResponseMatrix,PressCorrect,keyPressed,Accuracy,RT,FeedbackType,ACCCount,subject
19,19,Resp,2,20,19,19,0,5,6,4,5,3,YMN,2,3,n,N,1,762,1,17,5
20,20,Resp,2,21,20,20,0,5,7,4,5,1,YFN,1,1,v,V,1,583,1,18,5
21,21,Resp,2,22,21,21,0,6,7,4,5,3,YMN,2,3,n,N,1,976,1,19,5
22,22,Resp,2,23,22,22,0,7,7,4,5,3,YMN,2,3,n,N,1,661,1,20,5
23,23,Resp,2,24,23,23,0,8,7,4,5,3,YMN,2,3,n,N,1,674,1,21,5
24,24,Resp,2,25,24,24,0,8,7,5,5,4,OMN,4,4,m,M,1,635,1,22,5
25,25,Resp,2,26,25,25,0,9,7,5,5,3,YMN,2,3,n,N,1,612,1,23,5
26,26,Resp,2,27,26,26,0,10,7,5,5,3,YMN,2,3,n,N,1,760,1,24,5
27,27,Resp,2,28,27,27,0,11,7,5,5,3,YMN,2,3,n,N,1,512,1,25,5
28,28,Resp,2,29,28,28,0,11,7,5,6,2,OFN,3,2,b,N,0,650,2,25,5
29,29,Resp,2,30,29,29,0,11,8,5,6,1,YFN,1,1,v,V,1,758,1,26,5
30,30,Resp,2,31,30,30,0,11,8,5,7,2,OFN,3,2,b,B,1,684,1,27,5
31,31,Resp,2,32,31,31,0,11,8,5,8,2,OFN,3,2,b,B,1,693,1,28,5
32,32,Resp,2,33,32,32,0,12,8,5,8,3,YMN,2,3,n,N,1,818,1,29,5
33,33,Resp,2,34,33,33,0,12,8,5,9,2,OFN,3,2,b,B,1,986,1,30,5
34,34,Resp,2,35,34,34,0,12,8,6,9,4,OMN,4,4,m,M,1,628,1,31,5
35,35,Resp,2,36,35,35,0,12,8,7,9,4,OMN,4,4,m,M,1,523,1,32,5
36,36,Resp,2,37,36,36,0,12,9,7,9,1,YFN,1,1,v,V,1,602,1,33,5
37,37,Resp,2,38,37,37,0,12,10,7,9,1,YFN,1,1,v,V,1,520,1,34,5
38,38,Resp,2,39,38,38,0,12,10,7,10,2,OFN,3,2,b,B,1,913,1,35,5
39,39,Resp,2,40,39,39,0,12,10,8,10,4,OMN,4,4,m,M,1,728,1,36,5
40,40,Resp,2,41,40,40,0,12,10,9,10,4,OMN,4,4,m,M,1,591,1,37,5
41,41,Resp,2,42,41,41,0,12,11,9,10,1,YFN,1,1,v,V,1,608,1,38,5
42,42,Resp,2,43,42,42,0,12,11,10,10,4,OMN,4,4,m,M,1,652,1,39,5
43,43,Resp,2,44,43,43,0,12,12,10,10,1,YFN,1,1,v,V,1,611,1,40,5
44,44,Resp,2,45,44,44,0,12,12,11,10,4,OMN,4,4,m,M,1,994,1,41,5
45,45,Resp,2,46,45,45,0,12,13,11,10,1,YFN,1,1,v,V,1,584,1,42,5
46,46,Resp,2,47,46,46,0,12,13,11,11,2,OFN,3,2,b,B,1,995,1,43,5
47,47,Resp,2,48,47,47,0,12,13,11,12,2,OFN,3,2,b,B,1,720,1,44,5
48,48,Resp,2,49,48,48,0,12,14,11,12,1,YFN,1,1,v,V,1,657,1,45,5
49,49,Resp,2,50,49,49,0,13,14,11,12,3,YMN,2,3,n,N,1,752,1,46,5
50,50,Resp,2,51,50,50,0,13,14,11,13,2,OFN,3,2,b,B,1,692,1,47,5
51,51,Resp,2,52,51,51,0,13,14,12,13,4,OMN,4,4,m,M,1,757,1,48,5
52,52,Resp,2,53,52,52,0,13,15,12,13,1,YFN,1,1,v,V,1,568,1,49,5
53,53,Resp,2,54,53,53,0,13,15,12,14,2,OFN,3,2,b,B,1,832,1,50,5
54,54,Resp,2,55,54,54,0,14,15,12,14,3,YMN,2,3,n,N,1,703,1,51,5
55,55,Resp,2,56,55,55,0,15,15,12,14,3,YMN,2,3,n,N,1,564,1,52,5
56,56,Resp,2,57,56,56,0,16,15,12,14,3,YMN,2,3,n,N,1,615,1,53,5
57,57,Resp,2,58,57,57,0,17,15,12,14,3,YMN,2,3,n,N,1,530,1,54,5
58,58,Resp,2,59,58,58,0,17,15,12,15,2,OFN,3,2,b,B,1,1057,1,55,5
59,59,Resp,2,60,59,59,0,17,15,13,15,4,OMN,4,4,m,M,1,870,1,56,5
60,60,Resp,2,61,60,60,0,17,15,14,15,4,OMN,4,4,m,M,1,559,1,57,5
61,61,Resp,2,62,61,61,0,17,16,14,15,1,YFN,1,1,v,V,1,785,1,58,5
62,62,Resp,2,63,62,62,0,17,17,14,15,1,YFN,1,1,v,V,1,509,1,59,5
63,63,Resp,2,64,63,63,0,17,18,14,15,1,YFN,1,1,v,V,1,491,1,60,5
64,64,Resp,2,65,64,64,0,18,18,14,15,3,YMN,2,3,n,N,1,679,1,61,5
65,65,Resp,2,66,65,65,0,18,19,14,15,1,YFN,1,1,v,V,1,508,1,62,5
66,66,Resp,2,67,66,66,0,18,19,15,15,4,OMN,4,4,m,M,1,969,1,63,5
67,67,Resp,2,68,67,67,0,18,19,16,15,4,OMN,4,4,m,M,1,542,1,64,5
68,68,Resp,2,69,68,68,0,18,19,17,15,4,OMN,4,4,m,M,1,533,1,65,5
69,69,Resp,2,70,69,69,0,18,19,17,16,2,OFN,3,2,b,B,1,689,1,66,5
70,70,Resp,2,71,70,70,0,18,19,17,17,2,OFN,3,2,b,B,1,572,1,67,5
71,71,Resp,2,72,71,71,0,19,19,17,17,3,YMN,2,3,n,V,0,1111,2,67,5
72,72,Resp,2,73,72,72,0,19,19,18,17,4,OMN,4,4,m,M,1,1029,1,68,5
73,73,Resp,2,74,73,73,0,19,19,19,17,4,OMN,4,4,m,M,1,545,1,69,5
74,74,Resp,2,75,74,74,0,19,20,19,17,1,YFN,1,1,v,V,1,589,1,70,5
75,75,Resp,2,76,75,75,0,19,21,19,17,1,YFN,1,1,v,V,1,555,1,71,5
76,76,Resp,2,77,76,76,0,19,22,19,17,1,YFN,1,1,v,V,1,983,1,72,5
77,77,Resp,2,78,77,77,0,19,22,20,17,4,OMN,4,4,m,M,1,597,1,73,5
78,78,Resp,2,79,78,78,0,20,22,20,17,3,YMN,2,3,n,N,1,878,1,74,5
79,79,Resp,2,80,79,79,0,20,22,20,18,2,OFN,3,2,b,B,1,673,1,75,5
80,80,Resp,2,81,80,80,0,20,22,21,18,4,OMN,4,4,m,M,1,631,1,76,5
81,81,RespITI,2,82,81,81,0,20,22,21,19,2,OFN,3,2,b,0,0,631,3,76,5
82,82,Resp,2,83,82,82,0,21,22,21,19,3,YMN,2,3,n,N,1,757,1,77,5
83,83,Resp,2,84,83,83,0,21,22,21,20,2,OFN,3,2,b,B,1,651,1,78,5
84,84,Resp,2,85,84,84,0,21,22,21,21,2,OFN,3,2,b,B,1,660,1,79,5
85,85,Resp,2,86,85,85,0,21,22,21,22,2,OFN,3,2,b,B,1,440,1,80,5
86,86,Resp,2,87,86,86,0,21,23,21,22,1,YFN,1,1,v,V,1,550,1,81,5
87,87,Resp,2,88,87,87,0,22,23,21,22,3,YMN,2,3,n,N,1,858,1,82,5
88,88,Resp,2,89,88,88,0,23,23,21,22,3,YMN,2,3,n,N,1,677,1,83,5
89,89,Resp,2,90,89,89,0,23,23,21,23,2,OFN,3,2,b,B,1,652,1,84,5
90,90,Resp,2,91,90,90,0,23,24,21,23,1,YFN,1,1,v,V,1,531,1,85,5
91,91,Resp,2,92,91,91,0,23,24,21,24,2,OFN,3,2,b,B,1,914,1,86,5
92,92,Resp,2,93,92,92,0,23,24,21,25,2,OFN,3,2,b,B,1,567,1,87,5
93,93,Resp,2,94,93,93,0,23,24,22,25,4,OMN,4,4,m,M,1,589,1,88,5
94,94,Resp,2,95,94,94,0,23,25,22,25,1,YFN,1,1,v,V,1,575,1,89,5
95,95,Resp,2,96,95,95,0,23,25,23,25,4,OMN,4,4,m,M,1,910,1,90,5
96,96,Resp,2,97,96,96,0,23,26,23,25,1,YFN,1,1,v,N,0,646,2,90,5
97,97,RespITI,2,98,97,97,0,23,26,23,26,2,OFN,3,2,b,0,0,646,3,90,5
98,98,Resp,2,99,98,98,0,24,26,23,26,3,YMN,2,3,n,N,1,725,1,91,5
99,99,Resp,2,100,99,99,0,25,26,23,26,3,YMN,2,3,n,N,1,788,1,92,5
100,100,Resp,2,101,100,100,0,25,26,24,26,4,OMN,4,4,m,M,1,614,1,93,5
101,101,Resp,2,102,101,101,0,25,26,24,27,2,OFN,3,2,b,V,0,507,2,93,5
102,102,Resp,2,103,102,102,0,25,26,25,27,4,OMN,4,4,m,M,1,776,1,94,5
103,103,Resp,2,104,103,103,0,25,26,25,28,2,OFN,3,2,b,B,1,1039,1,95,5
104,104,Resp,2,105,104,104,0,26,26,25,28,3,YMN,2,3,n,N,1,718,1,96,5
105,105,Resp,2,106,105,105,0,26,27,25,28,1,YFN,1,1,v,V,1,533,1,97,5
106,106,Resp,2,107,106,106,0,26,28,25,28,1,YFN,1,1,v,V,1,662,1,98,5
107,107,Resp,2,108,107,107,0,26,28,26,28,4,OMN,4,4,m,M,1,574,1,99,5
108,108,Resp,2,109,108,108,0,26,28,27,28,4,OMN,4,4,m,M,1,648,1,100,5
109,109,Resp,2,110,109,109,0,26,28,28,28,4,OMN,4,4,m,M,1,575,1,101,5
110,110,Resp,2,111,110,110,0,26,28,28,29,2,OFN,3,2,b,B,1,847,1,102,5
111,111,Resp,2,112,111,111,0,27,28,28,29,3,YMN,2,3,n,N,1,687,1,103,5
112,112,Resp,2,113,112,112,0,28,28,28,29,3,YMN,2,3,n,N,1,623,1,104,5
113,113,Resp,2,114,113,113,0,28,29,28,29,1,YFN,1,1,v,V,1,594,1,105,5
114,114,Resp,2,115,114,114,0,28,29,29,29,4,OMN,4,4,m,M,1,568,1,106,5
115,115,Resp,2,116,115,115,0,29,29,29,29,3,YMN,2,3,n,N,1,670,1,107,5
116,116,Resp,2,117,116,116,0,29,30,29,29,1,YFN,1,1,v,V,1,537,1,108,5
117,117,Resp,2,118,117,117,0,29,30,29,30,2,OFN,3,2,b,B,1,723,1,109,5
118,118,Resp,2,119,118,118,0,30,30,29,30,3,YMN,2,3,n,B,0,635,2,109,5
119,119,Resp,2,120,119,119,0,30,30,30,30,4,OMN,4,4,m,M,1,626,1,110,5
0,0,Resp,1,1,0,0,0,0,1,0,0,1,YFN,1,1,v,v,1,454,1,1,6
1,1,Resp,1,2,1,1,0,0,1,0,1,3,OFN,3,3,n,b,0,882,2,1,6
2,2,Resp,1,3,2,2,0,0,1,0,2,3,OFN,3,3,n,n,1,1137,1,2,6
3,3,Resp,1,4,3,3,0,0,1,0,3,3,OFN,3,3,n,n,1,840,1,3,6
4,4,Resp,1,5,4,4,0,0,2,0,3,1,YFN,1,1,v,v,1,754,1,4,6
5,5,Resp,1,6,5,5,0,0,3,0,3,1,YFN,1,1,v,v,1,1011,1,5,6
6,6,Resp,1,7,6,6,0,0,3,0,4,3,OFN,3,3,n,n,1,620,1,6,6
7,7,Resp,1,8,7,7,0,0,3,1,4,4,OMN,4,4,m,m,1,1010,1,7,6
8,8,Resp,1,9,8,8,0,1,3,1,4,2,YMN,2,2,b,b,1,616,1,8,6
9,9,Resp,1,10,9,9,0,2,3,1,4,2,YMN,2,2,b,b,1,727,1,9,6
10,10,Resp,1,11,10,10,0,2,4,1,4,1,YFN,1,1,v,v,1,801,1,10,6
11,11,Resp,1,12,11,11,0,2,4,2,4,4,OMN,4,4,m,m,1,879,1,11,6
12,12,Resp,1,13,12,12,0,2,4,2,5,3,OFN,3,3,n,n,1,801,1,12,6
13,13,Resp,1,14,13,13,0,3,4,2,5,2,YMN,2,2,b,b,1,655,1,13,6
14,14,Resp,1,15,14,14,0,3,5,2,5,1,YFN,1,1,v,v,1,838,1,14,6
15,15,Resp,1,16,15,15,0,3,5,2,6,3,OFN,3,3,n,n,1,1157,1,15,6
16,16,Resp,1,17,16,16,0,3,5,2,7,3,OFN,3,3,n,n,1,928,1,16,6
17,17,Resp,1,18,17,17,0,3,6,2,7,1,YFN,1,1,v,v,1,601,1,17,6
18,18,RespITI,1,19,18,18,0,3,6,2,8,3,OFN,3,3,n,0,0,601,3,17,6
19,19,Resp,1,20,19,19,0,4,6,2,8,2,YMN,2,2,b,b,1,922,1,18,6
20,20,Resp,1,21,20,20,0,4,6,3,8,4,OMN,4,4,m,m,1,1024,1,19,6
21,21,Resp,1,22,21,21,0,4,7,3,8,1,YFN,1,1,v,v,1,615,1,20,6
22,22,Resp,1,23,22,22,0,5,7,3,8,2,YMN,2,2,b,b,1,835,1,21,6
23,23,Resp,1,24,23,23,0,5,8,3,8,1,YFN,1,1,v,v,1,692,1,22,6
24,24,Resp,1,25,24,24,0,5,9,3,8,1,YFN,1,1,v,v,1,633,1,23,6
