,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,YMNCounter,YFNCounter,OMNCounter,OFNCounter,Action,Category,StimSequence,ResponseMatrix,PressCorrect,keyPressed,Accuracy,RT,FeedbackType,ACCCount,subject
20,20,Resp,3,21,19,19,0,2,6,6,6,4,OMN,4,2,b,b,1,615,1,15,1
21,21,Resp,3,22,20,20,0,2,6,6,7,3,OFN,3,3,n,n,1,682,1,16,1
22,22,Resp,3,23,21,21,0,2,6,7,7,4,OMN,4,2,b,b,1,644,1,17,1
23,23,Resp,3,24,22,22,0,2,7,7,7,1,YFN,1,1,v,v,1,633,1,18,1
24,24,Resp,3,25,23,23,0,3,7,7,7,2,YMN,2,4,m,m,1,849,1,19,1
25,25,Resp,3,26,24,24,0,3,7,8,7,4,OMN,4,2,b,b,1,740,1,20,1
26,26,Resp,3,27,25,25,0,3,8,8,7,1,YFN,1,1,v,n,0,553,2,20,1
27,27,Resp,3,28,26,26,0,3,9,8,7,1,YFN,1,1,v,v,1,613,1,21,1
28,28,Resp,3,29,27,27,0,3,10,8,7,1,YFN,1,1,v,v,1,589,1,22,1
29,29,Resp,3,30,28,28,0,3,10,9,7,4,OMN,4,2,b,b,1,834,1,23,1
30,30,Resp,3,31,29,29,0,4,10,9,7,2,YMN,2,4,m,m,1,1068,1,24,1
31,31,Resp,3,32,30,30,0,5,10,9,7,2,YMN,2,4,m,m,1,698,1,25,1
32,32,Resp,3,33,31,31,0,5,10,9,8,3,OFN,3,3,n,n,1,1165,1,26,1
33,33,Resp,3,34,32,32,0,5,11,9,8,1,YFN,1,1,v,v,1,738,1,27,1
34,34,Resp,3,35,33,33,0,5,12,9,8,1,YFN,1,1,v,v,1,989,1,28,1
35,35,Resp,3,36,34,34,0,6,12,9,8,2,YMN,2,4,m,m,1,724,1,29,1
36,36,Resp,3,37,35,35,0,6,12,9,9,3,OFN,3,3,n,n,1,517,1,30,1
37,37,Resp,3,38,36,36,0,7,12,9,9,2,YMN,2,4,m,m,1,841,1,31,1
38,38,Resp,3,39,37,37,0,8,12,9,9,2,YMN,2,4,m,m,1,734,1,32,1
39,39,Resp,3,40,38,38,0,9,12,9,9,2,YMN,2,4,m,m,1,625,1,33,1
40,40,Resp,3,41,39,39,0,9,12,9,10,3,OFN,3,3,n,n,1,1017,1,34,1
41,41,Resp,3,42,40,40,0,9,12,9,11,3,OFN,3,3,n,n,1,470,1,35,1
42,42,Resp,3,43,41,41,0,9,12,10,11,4,OMN,4,2,b,b,1,515,1,36,1
43,43,Resp,3,44,42,42,0,9,13,10,11,1,YFN,1,1,v,v,1,722,1,37,1
44,44,Resp,3,45,43,43,0,10,13,10,11,2,YMN,2,4,m,m,1,1084,1,38,1
45,45,Resp,3,46,44,44,0,11,13,10,11,2,YMN,2,4,m,m,1,608,1,39,1
46,46,Resp,3,47,45,45,0,12,13,10,11,2,YMN,2,4,m,m,1,586,1,40,1
47,47,Resp,3,48,46,46,0,12,13,11,11,4,OMN,4,2,b,b,1,1243,1,41,1
